UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE JEQUITIBA,EDMAR COELLHO GOBBI,S/N,JEQUITIBA,"EDMAR COELLHO GOBBI, JEQUITIBA, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE BELA VISTA,RUA CARLOS SOELA,S/N,BELA VISTA,"RUA CARLOS SOELA, BELA VISTA, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE MAMBRINI,RUA PROJETADA,S/N,MAMBRINI,"RUA PROJETADA, MAMBRINI, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE COQUEIRAL,AVENIDA DOS COQUEIROS,S/N,COQUEIRAL,"AVENIDA DOS COQUEIROS, COQUEIRAL, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE SANTA ROSA,RUA PRINCIPAL,S/N,SANTA ROSA,"RUA PRINCIPAL, SANTA ROSA, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE BARRA DO SAHY,RUA BRASILIANO PEREIRA,S/N,BARRA DO SAHY,"RUA BRASILIANO PEREIRA, BARRA DO SAHY, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE GUAXINDIBA,AV VENANCIO FLORES,3449,GUAXINDIBA,"AV VENANCIO FLORES, GUAXINDIBA, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DO CAIC,RUA PRESIDENTE KENNEDY,S/N,FATIMA,"RUA PRESIDENTE KENNEDY, FATIMA, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE MOROBA,AVENIDA MOROBA,S/N,MOROBA,"AVENIDA MOROBA, MOROBA, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE JACUPEMBA,AVENIDA LUIS ROSSATO,5353,JACUPEMBA,"AVENIDA LUIS ROSSATO, JACUPEMBA, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE SANTA CRUZ,RUA 16 DE DEZEMBRO,S/N,SANTA CRUZ,"RUA 16 DE DEZEMBRO, SANTA CRUZ, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE BARRA DO RIACHO,LUIZ CARIACICA DOS SANTOS,S/N,BARRA DO RIACHO,"LUIZ CARIACICA DOS SANTOS, BARRA DO RIACHO, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE VILA DO RIACHO,AVENIDA SAO BENEDITO,324,VILA DO RIACHO,"AVENIDA SAO BENEDITO, VILA DO RIACHO, ARACRUZ, ES, BRASIL",,,,
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE GUARANA,RUA GABRIEL PANDOLFI,S/N,GUARANA,"RUA GABRIEL PANDOLFI, GUARANA, ARACRUZ, ES, BRASIL",,,,
ES,ATILIO VIVACQUA,UNIDADE DE SAUDE DA FAMILIA ALTO NITEROI ALMERINDA BARBOSA,AV NOSSA SENHORA DE FATIMA,S/N,ALTO NITEROI,"AV NOSSA SENHORA DE FATIMA, ALTO NITEROI, ATILIO VIVACQUA, ES, BRASIL",,,,
ES,ATILIO VIVACQUA,UNIDADE DE SAUDE DA FAMILIA FLECHEIRAS MARIA ISABEL CORREA,FLECHEIRAS,S/N,ZONA RURAL,"FLECHEIRAS, ZONA RURAL, ATILIO VIVACQUA, ES, BRASIL",,,,
ES,ATILIO VIVACQUA,UNIDADE DE SAUDE DA FAMILIA CORREGO DA FAMA ANTONIO O GAVA,CORREGO DA FAMA,S/N,ZONA RURAL,"CORREGO DA FAMA, ZONA RURAL, ATILIO VIVACQUA, ES, BRASIL",,,,
ES,ATILIO VIVACQUA,SECRETARIA DE SAUDE DE ATILIO VIVACQUA 2 ANDAR,PRACA JOSE VALENTIM LOPES,12,CENTRO,"PRACA JOSE VALENTIM LOPES, CENTRO, ATILIO VIVACQUA, ES, BRASIL",,,,
ES,ATILIO VIVACQUA,SECRETARIA DE SAUDE DE ATILIO VIVACQUA 1 ANDAR,PRACA JOSE VALENTIM LOPES,1,CENTRO,"PRACA JOSE VALENTIM LOPES, CENTRO, ATILIO VIVACQUA, ES, BRASIL",,,,
ES,ATILIO VIVACQUA,UNIDADE DE SAUDE DA FAMILIA PRACA DO ORIEN ALPERI B SILVA,PRACA DO ORIENTE,S/N,ZONA RURAL,"PRACA DO ORIENTE, ZONA RURAL, ATILIO VIVACQUA, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF DO ROSARIO II,RUA SANTOS DUMONT,50,ROSARIO II,"RUA SANTOS DUMONT, ROSARIO II, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF ALTO MUTUM PRETO,RUA PRINCIPAL,S/N,ALTO MUTUM PRETO,"RUA PRINCIPAL, ALTO MUTUM PRETO, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,PS RURAL SANTA ROSA,RUA PRINCIPAL,S/N,SANTA ROSA,"RUA PRINCIPAL, SANTA ROSA, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF SAO JOSE,RUA JOAQUIM ANTONIO PEREIRA,S/N,SANTA MONICA,"RUA JOAQUIM ANTONIO PEREIRA, SANTA MONICA, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF DE MASCARENHAS,RUA GETULIO VARGAS,S/N,MASCARENHAS,"RUA GETULIO VARGAS, MASCARENHAS, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF VILA NOVA BANANAL,RUA PRINCIPAL,S/N,VILA NOVA,"RUA PRINCIPAL, VILA NOVA, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF SAO VICENTE,RUA PEDRO ALVARES CABRAL,S/N,SAO VICENTE,"RUA PEDRO ALVARES CABRAL, SAO VICENTE, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF DE IBITUBA,RUA PRINCIPAL,S/N,IBITUBA,"RUA PRINCIPAL, IBITUBA, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,CS DILMAN NETO FERREIRA,RUA ALVARO RODRIGUES DA MATA,281,CENTRO,"RUA ALVARO RODRIGUES DA MATA, CENTRO, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF NESF I,RUA HUGO LOPES NALLE,S/N,CENTRO,"RUA HUGO LOPES NALLE, CENTRO, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF OPERARIO,RUA FERNANDO PAIVA,40,OPERARIO,"RUA FERNANDO PAIVA, OPERARIO, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF KM 14,RUA PRINCIPAL,S/N,DISTRITO KM 14,"RUA PRINCIPAL, DISTRITO KM 14, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF ALEXANDRE DE PAULA VIEIRA,RUA HUGO LOPES NALLE,S/N,CENTRO,"RUA HUGO LOPES NALLE, CENTRO, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF SAPUCAIA,RUA PEDRO NOLASCO,7,SAPUCAIA,"RUA PEDRO NOLASCO, SAPUCAIA, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF VALPARAISO,RUA JOSE BARBOSA,S/N,VALPARAISO,"RUA JOSE BARBOSA, VALPARAISO, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,USF DO ROSARIO,RUA GERONIMO MONTEIRO,S/N,ROSARIO,"RUA GERONIMO MONTEIRO, ROSARIO, BAIXO GUANDU, ES, BRASIL",,,,
ES,BAIXO GUANDU,CASA DE SAUDE DA MULHER,RUA CORONEL ALVARO MILAGRES FERREIRA,203,CENTRO,"RUA CORONEL ALVARO MILAGRES FERREIRA, CENTRO, BAIXO GUANDU, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESTRATEGIA DE SAUDE DA FAMILIA SANTO ANTONIO,RUA PRINCIPAL,S/N,VILA SANTO ANTONIO,"RUA PRINCIPAL, VILA SANTO ANTONIO, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESTRATEGIA DE SAUDE DA FAMILIA CAMPO NOVO,RUA GELCINO ALVES,S/N,BAMBE,"RUA GELCINO ALVES, BAMBE, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESTRATEGIA DE SAUDE DA FAMILIA VILA LUCIENE,VILA LUCIENE,S/N,VILA LUCIENE,"VILA LUCIENE, VILA LUCIENE, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESTRATEGIA DE SAUDE DA FAMILIA BAMBE,RUA GELCINO ALVES,S/N,BAMBE,"RUA GELCINO ALVES, BAMBE, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESTRATEGIA DE SAUDE DA FAMILIA VARGEM ALEGRE,RUA PRINCIPAL,S/N,VILA VARGEM ALEGRE,"RUA PRINCIPAL, VILA VARGEM ALEGRE, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESTRATEGIA DE SAUDE DA FAMILIA IRMAOS FERNANDES,RUA PONCIANO FARIAS DE JESUS,S/N,IRMAOS FERNANDES,"RUA PONCIANO FARIAS DE JESUS, IRMAOS FERNANDES, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESTRATEGIA DE SAUDE DA FAMILIA VILA PAULISTA,R PRINCIPAL,S/N,VILA PAULISTA,"R PRINCIPAL, VILA PAULISTA, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESTRATEGIA DE SAUDE DA FAMILIA COLINA,BAIRRO MORRO DA COLINA,S/N,COLINA,"BAIRRO MORRO DA COLINA, COLINA, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESTRATEGIA DE SAUDE DA FAMILIA MONTE SINAI,RUA PRINCIPAL,S/N,VILA MONTE SINAI,"RUA PRINCIPAL, VILA MONTE SINAI, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESCOLA ERASMO BRAGA,R PADRE ZACARIAS,100,CRUZEIRO,"R PADRE ZACARIAS, CRUZEIRO, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESTRATEGIA DE SAUDE DA FAMILIA CACHOEIRINHA DE ITAUNAS,RUA JULIO HASTENRITER,S/N,CACHOEIRDE ITAUNAS,"RUA JULIO HASTENRITER, CACHOEIRDE ITAUNAS, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,CASA DA MULHER,RUA CORONEL DJALMA BORGES,S/N,CENTRO,"RUA CORONEL DJALMA BORGES, CENTRO, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,PENITENCIARIA REGIONAL DE BARRA DE SAO FRANCISCO PRBSF,RODOVIA ES KM 02,320,VILA LUCIENE,"RODOVIA ES KM 02, VILA LUCIENE, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,CTA BARRA DE SAO FRANCISCO,CORONEL DJALMA BORGES,S/N,CENTRO,"CORONEL DJALMA BORGES, CENTRO, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,ESTRATEGIA DE SAUDE DA FAMILIA PAULISTA ASSENTAMENTO,RUA PRINCIPAL,S/N,VILA PAULISTA,"RUA PRINCIPAL, VILA PAULISTA, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
ES,BARRA DE SAO FRANCISCO,EACS CENTRO VILA GONCALVES,RUA CORONEL DJALMA BORGES,S/N,CENTRO,"RUA CORONEL DJALMA BORGES, CENTRO, BARRA DE SAO FRANCISCO, ES, BRASIL",,,,
