UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
AC,BRASILEIA,ESF DR RICARDO BARBOSA DA SILVA,ESTRADA DO PACIFICO KM 26 BR 317,26,ZONA RURAL,"ESTRADA DO PACIFICO KM 26 BR 317, ZONA RURAL, BRASILEIA, AC, BRASIL",,,,
AC,BRASILEIA,ESF JOSE MARIA DE SOUZA SANTOS,AV GENY ASSIS,501,CENTRO,"AV GENY ASSIS, CENTRO, BRASILEIA, AC, BRASIL",,,,
AC,BRASILEIA,CENTRO DE SAUDE DR FERNANDO AZEVEDO CORREIA,RUA GENERALISSIMO DOEDORO,S/N,CENTRO,"RUA GENERALISSIMO DOEDORO, CENTRO, BRASILEIA, AC, BRASIL",,,,
AC,BRASILEIA,ESF SIMAO MANSOU BARTHA,LOTEAMENTO ALBERTO CASTRO QUADRA 12,S/N,ALBERTO CASTRO,"LOTEAMENTO ALBERTO CASTRO QUADRA 12, ALBERTO CASTRO, BRASILEIA, AC, BRASIL",,,,
AC,BRASILEIA,ESF PEDRO OLIVEIRA DE SOUZA,ESTRADA DO PACIFICO KM 68 BR 317,S/N,ZONA RURAL,"ESTRADA DO PACIFICO KM 68 BR 317, ZONA RURAL, BRASILEIA, AC, BRASIL",,,,
AC,BRASILEIA,ESF TUFIC MIZAEL SAADY,RUA KAIRALA JOSE KAIRALA,S/N,RAIMUNDO CHAAR,"RUA KAIRALA JOSE KAIRALA, RAIMUNDO CHAAR, BRASILEIA, AC, BRASIL",,,,
AC,BRASILEIA,ESF ANTONIO CORREIA DA CRUZ,BR 317 KM19 MAIS 12KM LINHA 08 LOTE 20 GLEBA 5,S/N,ZONA RURAL,"BR 317 KM19 MAIS 12KM LINHA 08 LOTE 20 GLEBA 5, ZONA RURAL, BRASILEIA, AC, BRASIL",,,,
AC,BRASILEIA,ESF ANTONIO MONTEIRO DOS REIS,RUA PREFEITO VALDEMIR LOPES,S/N,JOSE MOREIRA,"RUA PREFEITO VALDEMIR LOPES, JOSE MOREIRA, BRASILEIA, AC, BRASIL",,,,
AC,BUJARI,U S F MARIA IZA VIANA DE CASTRO,RUA JOSE PEREIRA GURGEL,S/N,CENTRO,"RUA JOSE PEREIRA GURGEL, CENTRO, BUJARI, AC, BRASIL",,,,
AC,BUJARI,USF ANTIMARY,BR 364 KM 87 MARGENS DO DO RIO ANTIMARY,S/N,ZONA RURAL,"BR 364 KM 87 MARGENS DO DO RIO ANTIMARY, ZONA RURAL, BUJARI, AC, BRASIL",,,,
AC,BUJARI,UNIDADE BASICA DE SAUDE NOVA VIDA,RAMAL ESPINHARA KM 16,16,RAMAL ESPINHARA,"RAMAL ESPINHARA KM 16, RAMAL ESPINHARA, BUJARI, AC, BRASIL",,,,
AC,BUJARI,UNIDADE BASICA DE SAUDE MARIA DO CARMO RAMOS,RAMAL LINHA NOVA KM 16 RAMAL SAMAUMA,16,ZONA RURAL,"RAMAL LINHA NOVA KM 16 RAMAL SAMAUMA, ZONA RURAL, BUJARI, AC, BRASIL",,,,
AC,BUJARI,CENTRO DE SAUDE RAIMUNDA PORFIRIO DE BRITO RAMOS,RUA PROJETADA DO FORUM,320,CENTRO,"RUA PROJETADA DO FORUM, CENTRO, BUJARI, AC, BRASIL",,,,
AC,CAPIXABA,UNIDADE DE SAUDE DA FAMILIA DR LUIZ FERNANDO MAGALHAES,AV GOV EDMUNDO PINTO,1231,CENTRO,"AV GOV EDMUNDO PINTO, CENTRO, CAPIXABA, AC, BRASIL",,,,
AC,CAPIXABA,UNIDADE DE SAUDE DA FAMILIA RAIMUNDO RODRIGUES LUSTOSA,RAMAL DO SILVEIRA,S/N,ALCOBRAS,"RAMAL DO SILVEIRA, ALCOBRAS, CAPIXABA, AC, BRASIL",,,,
AC,CAPIXABA,UNIDADE DE SAUDE FRANCISCO ANTONIO DE LIMA,RAMAL TRACUA,S/N,KM 100,"RAMAL TRACUA, KM 100, CAPIXABA, AC, BRASIL",,,,
AC,CAPIXABA,UNIDADE DE SAUDE DA FAMILIA DA ALCOBRAS,RAMAL DO BARRIGA,S/N,EST CAPIXABA,"RAMAL DO BARRIGA, EST CAPIXABA, CAPIXABA, AC, BRASIL",,,,
AC,CAPIXABA,CENTRO DE SAUDE IDELFONSO CORDEIRO DE ANDRADE,RUA FRANCISCO CORDEIRO DE ANDRADE,S/N,CONQUISTA,"RUA FRANCISCO CORDEIRO DE ANDRADE, CONQUISTA, CAPIXABA, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,POSTO DE SAUDE ALFREDO SAID,VALPARAISO,S/N,VALPARAISO,"VALPARAISO, VALPARAISO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA OSMAR D ALBUQUERQUE LIMA,DERACRE,1800,DERACRE,"DERACRE, DERACRE, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,POSTO DE SAUDE BURITIRANA,RAMAL DA BURITIRANA,S/N,VILA SAO PEDRO,"RAMAL DA BURITIRANA, VILA SAO PEDRO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA JOSE TIMOTIO DE OLIVEIRA,BR 364 RAMAL 03,S/N,PROJETO SANTA LUZIA,"BR 364 RAMAL 03, PROJETO SANTA LUZIA, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,POSTO DE SAUDE DEPUTADO FRANCISCO THAUMATURGO,BR 364 RAMAL 02,0,ONCA,"BR 364 RAMAL 02, ONCA, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE BASICA DE SAUDE FRANCISCA SOUZA MACHADO,BR 364 RAMAL 07,0,PROJETO SANTA LUZIA,"BR 364 RAMAL 07, PROJETO SANTA LUZIA, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,POSTO DE SAUDE MAURICIO PERES NOBRE,BR 364 RAMAL 11 BOCA DO 11,S/N,PROJETO SANTA LUZIA,"BR 364 RAMAL 11 BOCA DO 11, PROJETO SANTA LUZIA, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE BASICA DE SAUDE EUCLIDES QUEIROS FILHO,BR 364,S/N,MIRITIZAL,"BR 364, MIRITIZAL, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA J LINS,RUA MINAS GERAIS,S/N,ALUMINIO,"RUA MINAS GERAIS, ALUMINIO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,POSTO DE SAUDE RAIMUNDO JOSE DA SILVA,ESTRADA DO PENTENCOSTE,S/N,BELO JARDIM AREAL,"ESTRADA DO PENTENCOSTE, BELO JARDIM AREAL, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,CRIE CRUZEIRO DO SUL,AV LAURO MULLER,350,CENTRO,"AV LAURO MULLER, CENTRO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE MISTA DE SANTA LUZIA,BR 364 PDA SEDE DO INCRA,S/N,ZONA RURAL,"BR 364 PDA SEDE DO INCRA, ZONA RURAL, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO,RUA MORADA FELIZ,S/N,FORMOSO,"RUA MORADA FELIZ, FORMOSO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA PROF QUITA,RUA 23 DE OUTUBRO,S/N,SAO JOSE,"RUA 23 DE OUTUBRO, SAO JOSE, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO,RUA CORONEL CARVALHO,S/N,CRUZEIRINHO,"RUA CORONEL CARVALHO, CRUZEIRINHO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA CLOVIS PINHEIRO ROSAS,BR 364 CAMPINAS,0,CAMPINAS,"BR 364 CAMPINAS, CAMPINAS, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE ADALTO JOSE BATISTA,BR 364,S/N,RIO LIBERDADE,"BR 364, RIO LIBERDADE, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,POSTO DE SAUDE VITAL BRASIL,BR 364 RAMAL 02,S/N,RAMAL 02,"BR 364 RAMAL 02, RAMAL 02, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE SAUDE DA FAMILIA 25 DE AGOSTO,AV 25 DE AGOSTO,S/N,25 DE AGOSTO,"AV 25 DE AGOSTO, 25 DE AGOSTO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA BOCA DO MOA ARITO ROSAS,BOCA DO MOA,S/N,BOCA DO MOA,"BOCA DO MOA, BOCA DO MOA, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAM SENADOR ADALBERTO SENA,AVENIDA 25 DE AGOSTO,S/N,AEROPORTO VELHO,"AVENIDA 25 DE AGOSTO, AEROPORTO VELHO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DA SAUDE DA FAMILIA PASTOR JOAO BRAZ,RUA NILO PECANHA,S/N,SANACRE,"RUA NILO PECANHA, SANACRE, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA,RUA SAO PAULO,S/N,CONJUNTO MANCIO LIMA,"RUA SAO PAULO, CONJUNTO MANCIO LIMA, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA FLUVIAL,AVENIDA RIO JURUA,S/N,RIO JURUA,"AVENIDA RIO JURUA, RIO JURUA, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,POSTO DE SAUDE FAZENDA SAO GERALDO,COMUNIDADE FAZENDA SAO GERALDO LOTE 03,S/N,SAO GERALDO,"COMUNIDADE FAZENDA SAO GERALDO LOTE 03, SAO GERALDO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA NESTOR SOARES DE VASCONCELOS,AV 7 DE SETEMBRO,12,COHAB,"AV 7 DE SETEMBRO, COHAB, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA FRANCISCO SOUZA DOS SANTOS,RUA SIQUEIRA CAMPOS,S/N,CENTRO,"RUA SIQUEIRA CAMPOS, CENTRO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA MANOEL RODRIGUES DE ARAUJO,ESTRADA DO CANELA FINA,S/N,CANELA FINA,"ESTRADA DO CANELA FINA, CANELA FINA, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DA SAUDE DA FAM JOSE MATHEUS ARNALDO DOS SANTOS,BR 364,S/N,MIRITIZAL,"BR 364, MIRITIZAL, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA RAIMUNDO CELSO LIMA VERDE,RUA DO REMANSO,S/N,REMANSO,"RUA DO REMANSO, REMANSO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE PENITENCIARIA MANOEL NERI DA SILVA,LINHA DO DIVISOR,S/N,FORMOSO,"LINHA DO DIVISOR, FORMOSO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA FRANCISCO PEREIRA DANTAS,ESTRADA DO AEROPORTO INTERNACIONAL,10,IGARAPE PRETO,"ESTRADA DO AEROPORTO INTERNACIONAL, IGARAPE PRETO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA LUIZ GONZAGA,SERINGAL SAO PEDRO,S/N,SAO PEDRO,"SERINGAL SAO PEDRO, SAO PEDRO, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE BASICA DE SAUDE PENTECOSTES,ESTRADA DO DERACRE,S/N,PETENCOSTE,"ESTRADA DO DERACRE, PETENCOSTE, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE BASICA DE SAUDE GEOVANA MARIA FREITAS DO VALE,BR 364,S/N,LAGOINHA,"BR 364, LAGOINHA, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UNIDADE DE SAUDE DA FAMILIA GERALDO MAIA,BR 364,S/N,SANTA ROSA,"BR 364, SANTA ROSA, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,CRUZEIRO DO SUL,UBS RIO LIBERDADE MAURICIO MAPES,COMUNIDADE SAO PEDRO,S/N,RIO LIBERDADE,"COMUNIDADE SAO PEDRO, RIO LIBERDADE, CRUZEIRO DO SUL, AC, BRASIL",,,,
AC,EPITACIOLANDIA,ESF MANOEL ARAUJO DA COSTA,RUA VENEZUELA,S/N,SATEL,"RUA VENEZUELA, SATEL, EPITACIOLANDIA, AC, BRASIL",,,,
AC,EPITACIOLANDIA,CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA,RUA DOM JULIO MATIOLLE,S/N,CENTRO,"RUA DOM JULIO MATIOLLE, CENTRO, EPITACIOLANDIA, AC, BRASIL",,,,
AC,EPITACIOLANDIA,ESF SUELLEN DE LIMA CASTELO,BR 317 KM 09 VILA PROGRESSO,S/N,ZONA RURAL,"BR 317 KM 09 VILA PROGRESSO, ZONA RURAL, EPITACIOLANDIA, AC, BRASIL",,,,
AC,EPITACIOLANDIA,ESF JOAO ALVES DA SILVA,RUA DO CEMITERIO,S/N,LIBERDADE,"RUA DO CEMITERIO, LIBERDADE, EPITACIOLANDIA, AC, BRASIL",,,,
AC,EPITACIOLANDIA,ESF JOSE FRANCISCO DO NASCIMENTO,RUA SAO SEBASTIAO,S/N,JOSE HASSEM,"RUA SAO SEBASTIAO, JOSE HASSEM, EPITACIOLANDIA, AC, BRASIL",,,,
AC,EPITACIOLANDIA,ESF SAO CRISTOVAO,EST VELHA KM 33,S/N,ZONA RURAL,"EST VELHA KM 33, ZONA RURAL, EPITACIOLANDIA, AC, BRASIL",,,,
AC,EPITACIOLANDIA,ESF JOSE PAULO DE SOUZA,RUA CAPITAO PEDRO VASCONCELOS,S/N,AEROPORTO,"RUA CAPITAO PEDRO VASCONCELOS, AEROPORTO, EPITACIOLANDIA, AC, BRASIL",,,,
AC,FEIJO,U S F ANTONIO DOMINGOS RODRIGUES,RUA JARINA,S/N,ZENAIDE PAIVA,"RUA JARINA, ZENAIDE PAIVA, FEIJO, AC, BRASIL",,,,
AC,FEIJO,U S F DR JOSE LUIZ DE SOUZA,RUA EDINALDO GOMES FERREIRA,S/N,GENIR NUNES,"RUA EDINALDO GOMES FERREIRA, GENIR NUNES, FEIJO, AC, BRASIL",,,,
AC,FEIJO,U S F FLORINDA VIEIRA DA COSTA,RUA PROJETADA G,S/N,CONQUISTA,"RUA PROJETADA G, CONQUISTA, FEIJO, AC, BRASIL",,,,
AC,FEIJO,CENTRO DE SAUDE DIAMANTINO MACEDO,PRESIDENTE COSTA E SILVA,S/N,2 DISTRITO,"PRESIDENTE COSTA E SILVA, 2 DISTRITO, FEIJO, AC, BRASIL",,,,
AC,FEIJO,U S F MARIA ALICE,RUA NESTOR FERREIRA BRAGA,S/N,ESPERANCA,"RUA NESTOR FERREIRA BRAGA, ESPERANCA, FEIJO, AC, BRASIL",,,,
AC,FEIJO,UNIDADE DE SAUDE DA FAMILIA DULCE DE ARAUJO ANDRADE SENA,RUA ANASTACIO BARROSO,S/N,CENTRO,"RUA ANASTACIO BARROSO, CENTRO, FEIJO, AC, BRASIL",,,,
AC,FEIJO,U S F FRANCISCA XAVIER FERREIRA,RUA 21 DE DEZEMBRO,S/N,NAIR ARAUJO,"RUA 21 DE DEZEMBRO, NAIR ARAUJO, FEIJO, AC, BRASIL",,,,
AC,FEIJO,U S F FRANCISCA LIMA,RUA FRANCISCO CARNEIRO DE FRANCA,S/N,BELA VISTA,"RUA FRANCISCO CARNEIRO DE FRANCA, BELA VISTA, FEIJO, AC, BRASIL",,,,
AC,JORDAO,HOSPITAL DA FAMILIA DR MARCIO ROGERIO CAMARGO,RUA ROMILDO MAGALHAES,S/N,CENTRO,"RUA ROMILDO MAGALHAES, CENTRO, JORDAO, AC, BRASIL",,,,
AC,JORDAO,SAUDE DA FAMILIA RIBEIRINHA,RIO TARAUACA,S/N,ZONNA RURAL,"RIO TARAUACA, ZONNA RURAL, JORDAO, AC, BRASIL",,,,
AC,JORDAO,UNIDADE DE SAUDE DA FAMILIA ANTONIO RODRIGUES DOURADO,RUA ROMILDO MAGALHAES,S/N,CENTRO,"RUA ROMILDO MAGALHAES, CENTRO, JORDAO, AC, BRASIL",,,,
AC,JORDAO,UNIDADE DE SAUDE DA FAMILIA MARIA LIMA SOUZA ARAGAO,COMUNIDADE NOVO PORTO RIO MURU,S/N,ZONA RURAL,"COMUNIDADE NOVO PORTO RIO MURU, ZONA RURAL, JORDAO, AC, BRASIL",,,,
AC,MANCIO LIMA,U S F FRANCISCO ALENCAR,PARANA PENTECOSTE,258,ZONA RURAL,"PARANA PENTECOSTE, ZONA RURAL, MANCIO LIMA, AC, BRASIL",,,,
AC,MANCIO LIMA,U S F JOSE ARAUJO,JOAO ELEOTERIO DA SILVA,478,IRACEMA,"JOAO ELEOTERIO DA SILVA, IRACEMA, MANCIO LIMA, AC, BRASIL",,,,
AC,MANCIO LIMA,U S F SOFIA ALMEIDA BARRETO,RUA OSVALDO CORREIA SANTANA,105,SAO FRANCISCO,"RUA OSVALDO CORREIA SANTANA, SAO FRANCISCO, MANCIO LIMA, AC, BRASIL",,,,
AC,MANCIO LIMA,POSTO DE SAUDE JOAQUIN LOPES,SAO SALVADOR,159,RIO MOA,"SAO SALVADOR, RIO MOA, MANCIO LIMA, AC, BRASIL",,,,
AC,MANCIO LIMA,UBS RAIMUNDO REGINALDO DE ALMEIDA,RUA JOSE HACHAER,S/N,SAO VIDAL,"RUA JOSE HACHAER, SAO VIDAL, MANCIO LIMA, AC, BRASIL",,,,
AC,MANCIO LIMA,U S F QUINTINO RIO BRANCO LEBRE,MARIA EMILIA DE NAZARE,2015,COBAL,"MARIA EMILIA DE NAZARE, COBAL, MANCIO LIMA, AC, BRASIL",,,,
AC,MANCIO LIMA,UNIDADE S FAMILIA DR CERQUEIRA,AVENIDA JAPIIM,S/N,GUARANI,"AVENIDA JAPIIM, GUARANI, MANCIO LIMA, AC, BRASIL",,,,
AC,MANCIO LIMA,USF WILSON BATISTA SIQUEIRA,RUA ANSELMO MAIA,205,SAO VIDAL,"RUA ANSELMO MAIA, SAO VIDAL, MANCIO LIMA, AC, BRASIL",,,,
AC,MANOEL URBANO,UNIDADE DE SAUDE INACIO RIBEIRO DA SILVA,RUA VALERIO G DE MAGALHAES,S/N,CENTRO,"RUA VALERIO G DE MAGALHAES, CENTRO, MANOEL URBANO, AC, BRASIL",,,,
AC,MANOEL URBANO,SESACRE UNIDADE MISTA DE MANOEL URBANO,RUA FRANCISCO FREITAS,S/N,SAO JOSE,"RUA FRANCISCO FREITAS, SAO JOSE, MANOEL URBANO, AC, BRASIL",,,,
AC,MANOEL URBANO,UNIDADE BASICA DE SAUDE MILTON AUGUSTO DA SILVA,BR 364 KM 16,S/N,BR 364,"BR 364 KM 16, BR 364, MANOEL URBANO, AC, BRASIL",,,,
AC,MANOEL URBANO,UNIDADE DE SAUDE JOSEFA NUNES,RUA FRANCISCO FERREIRA MENDES,S/N,SAO FRANCISCO,"RUA FRANCISCO FERREIRA MENDES, SAO FRANCISCO, MANOEL URBANO, AC, BRASIL",,,,
AC,MANOEL URBANO,UNIDADE BASICA DE SAUDE PROJETO LIBERDADE,BR 364 KM 16,S/N,BR 364,"BR 364 KM 16, BR 364, MANOEL URBANO, AC, BRASIL",,,,
AC,MARECHAL THAUMATURGO,USF RAIMUNDO GOMES DE AZEVEDO,RUA RAIMUNDO MARGARIDA,S/N,CENTRO,"RUA RAIMUNDO MARGARIDA, CENTRO, MARECHAL THAUMATURGO, AC, BRASIL",,,,
AC,MARECHAL THAUMATURGO,USF DR NALDIR MARIANO,RUA FRANCISCO BEZERRA,S/N,CENTRO,"RUA FRANCISCO BEZERRA, CENTRO, MARECHAL THAUMATURGO, AC, BRASIL",,,,
AC,MARECHAL THAUMATURGO,USF SAUDE DA FAMILIA MOVEL,COMUNIDADE BELFORT,S/N,ZONA RURAL,"COMUNIDADE BELFORT, ZONA RURAL, MARECHAL THAUMATURGO, AC, BRASIL",,,,
AC,MARECHAL THAUMATURGO,USF LUIZ FONTINELI,ZONA RURAL,S/N,VILA RESTAURACAO,"ZONA RURAL, VILA RESTAURACAO, MARECHAL THAUMATURGO, AC, BRASIL",,,,
AC,MARECHAL THAUMATURGO,USF ROSENDO RODRIGUES,RIO JURUA,S/N,VILA FOZ DO BREU,"RIO JURUA, VILA FOZ DO BREU, MARECHAL THAUMATURGO, AC, BRASIL",,,,
AC,MARECHAL THAUMATURGO,UNIDADE MISTA DE MARECHAL THAUMATURGO,RUA 05 DE NOVEMBRO,S/N,CENTRO,"RUA 05 DE NOVEMBRO, CENTRO, MARECHAL THAUMATURGO, AC, BRASIL",,,,
AC,PLACIDO DE CASTRO,UNIDADE MISTA ANA NERY,RUA KAXINAUAS,339,CENTRO,"RUA KAXINAUAS, CENTRO, PLACIDO DE CASTRO, AC, BRASIL",,,,
AC,PLACIDO DE CASTRO,U S F MARIO GOMES DA SILVA,ROD AC 40 KM 58,S/N,ROD AC 40,"ROD AC 40 KM 58, ROD AC 40, PLACIDO DE CASTRO, AC, BRASIL",,,,
AC,PLACIDO DE CASTRO,U S F JOAO DE DEUS,ROD AC 40 KM 02,S/N,MUTIRAO III,"ROD AC 40 KM 02, MUTIRAO III, PLACIDO DE CASTRO, AC, BRASIL",,,,
AC,PLACIDO DE CASTRO,U S F CECILIA SANTANA DE MENEZES SEVERINO,AC 40 KM 75 TRIUNFO,25,ZONA RURAL,"AC 40 KM 75 TRIUNFO, ZONA RURAL, PLACIDO DE CASTRO, AC, BRASIL",,,,
AC,PLACIDO DE CASTRO,U S F MARIA DE FATIMA FERREIRA DE PAULA,RUA CORONEL FONTINELE DE CASTRO,1080,CENTRO,"RUA CORONEL FONTINELE DE CASTRO, CENTRO, PLACIDO DE CASTRO, AC, BRASIL",,,,
AC,PLACIDO DE CASTRO,U S F LUCIO ALVES DA SILVA,RUA FRANCISCO MARQUES DOS SANTOS,675,THAUMATURGO,"RUA FRANCISCO MARQUES DOS SANTOS, THAUMATURGO, PLACIDO DE CASTRO, AC, BRASIL",,,,
AC,PLACIDO DE CASTRO,U S F DOLORES SILVA VALENTIN,RUA EPITACIO PESSOA,S/N,CAGEACRE,"RUA EPITACIO PESSOA, CAGEACRE, PLACIDO DE CASTRO, AC, BRASIL",,,,
AC,PLACIDO DE CASTRO,U S F RAIMUNDO NONATO DE SOUZA MARQUES,RODOVIA AC 475 KM 14,S/N,ZONA RURAL,"RODOVIA AC 475 KM 14, ZONA RURAL, PLACIDO DE CASTRO, AC, BRASIL",,,,
AC,PLACIDO DE CASTRO,U S F FRANCISCO DE CASTRO,RUA AQUIRI,206,ZONA RURAL DISTRIT,"RUA AQUIRI, ZONA RURAL DISTRIT, PLACIDO DE CASTRO, AC, BRASIL",,,,
AC,PORTO ACRE,UNIDADE DE SAUDE DA FAMILIA OSWALDO CRUZ,ROD AC 10 KM 29,S/N,PROJETO HUMAITA,"ROD AC 10 KM 29, PROJETO HUMAITA, PORTO ACRE, AC, BRASIL",,,,
