UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
AL,ARAPIRACA,US JARDIM DAS PAINEIRAS,RUA ARAPIRACA,419,SENADOR NILO COELHO,"RUA ARAPIRACA, SENADOR NILO COELHO, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF BAIXAO,RUA SANTOS DUMONT,416,BAIXAO,"RUA SANTOS DUMONT, BAIXAO, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,V CENTRO DE SAUDE DR UBIRATAN PEDROZA,RUA GERALDO BARBOSA,60,CENTRO,"RUA GERALDO BARBOSA, CENTRO, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,I CENTRO DE SAUDE,RUA MUNIZ FALCAO,27,SAO LUIZ,"RUA MUNIZ FALCAO, SAO LUIZ, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,UBS SENADOR ARNON DE MELO,RUA CLAUDECI GREGORIO DA SILVA,25,SENADOR ARNON DE MEL,"RUA CLAUDECI GREGORIO DA SILVA, SENADOR ARNON DE MEL, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,UBS NILO COELHO MANOEL VALERIANO SOBRINHO,RUA FRANCELINO DE BRITO,S/N,NILO COELHO,"RUA FRANCELINO DE BRITO, NILO COELHO, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF BAIXA DA ONCA SERAPIAO DURVAL,POVOADO BAIXA DA ONCA,S/N,POV BAIXA DA ONCA,"POVOADO BAIXA DA ONCA, POV BAIXA DA ONCA, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF BOA VISTA,RUA LEONCIO SALU,S/N,BOA VISTA,"RUA LEONCIO SALU, BOA VISTA, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF BANANEIRAS,VILA BANANEIRAS,S/N,VILA BANANEIRAS,"VILA BANANEIRAS, VILA BANANEIRAS, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF MANOEL TELES,RUA ANTONIO CAVALCANTE GAMA,140,MANOEL TELES,"RUA ANTONIO CAVALCANTE GAMA, MANOEL TELES, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,III CENTRO DE SAUDE,RUA JOSE JAILSON ALVES,S/N,SANTA EDWIGES,"RUA JOSE JAILSON ALVES, SANTA EDWIGES, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF PELEVE VELHO BOMJARDIM,SITIO PELEVE VELHO,S/N,SITIO PELEVE VELHO,"SITIO PELEVE VELHO, SITIO PELEVE VELHO, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF TEOTONIO VILELA,PRACA ANTONIO CAETANO,26,TEOTONIO VILELA,"PRACA ANTONIO CAETANO, TEOTONIO VILELA, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF CAPIM,POVOADO CAPIM,S/N,CAPIM,"POVOADO CAPIM, CAPIM, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF COHAB NOVA,RUA PAO DE ACUCAR,90,PLANALTO,"RUA PAO DE ACUCAR, PLANALTO, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,POSTO DE SAUDE LARANJAL,SITIO LARANJAL,S/N,LARANJAL,"SITIO LARANJAL, LARANJAL, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,IV CENTRO DE SAUDE,RUA NOSSA SENHORA DA SALETE,1003,ITAPUA,"RUA NOSSA SENHORA DA SALETE, ITAPUA, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,UBS NOSSA SENHORA APARECIDA,CONJUNTO NOSSA SENHORA APARECIDA,S/N,SEMENTEIRA,"CONJUNTO NOSSA SENHORA APARECIDA, SEMENTEIRA, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF BATINGAS,VILA BATINGAS,S/N,VILA BATINGAS,"VILA BATINGAS, VILA BATINGAS, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF PRIMAVERA,RUA PEDRO ALVARES CABRAL,S/N,PRIMAVERA,"RUA PEDRO ALVARES CABRAL, PRIMAVERA, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF VILA SAO JOSE,VILA SAO JOSE,S/N,VILA SAO JOSE,"VILA SAO JOSE, VILA SAO JOSE, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF CANAFISTULA,RUA JOSE FERNANDES LOPES,S/N,CANAFISTULA,"RUA JOSE FERNANDES LOPES, CANAFISTULA, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF VILA SAO FRANCISCO,POVOADO VILA SAO FRANCISCO,S/N,VILA SAO FRANCISCO,"POVOADO VILA SAO FRANCISCO, VILA SAO FRANCISCO, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF ZELIA BARBOSA ROCHA DR EDLER LINS,RUA JOSE DE OLIVEIRA LIMA,S/N,CAVACO,"RUA JOSE DE OLIVEIRA LIMA, CAVACO, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF PAU DARCO,POVOADO PAU DARCO,S/N,PAU D ARCO,"POVOADO PAU DARCO, PAU D ARCO, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF CANAA,POVOADO CANAA,S/N,POVOADO CANAA,"POVOADO CANAA, POVOADO CANAA, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,POSTO DE SAUDE FERNANDES PAU FERRO,POVOADO FERNANDES,S/N,POV FERNANDES,"POVOADO FERNANDES, POV FERNANDES, ARAPIRACA, AL, BRASIL",,,,
AL,ARAPIRACA,USF CANGANDU,VILA CANGANDU,S/N,CANGANDU,"VILA CANGANDU, CANGANDU, ARAPIRACA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA JOSE PAULINO,BAIRRO JOSE PAULINO,S/N,CENTRO,"BAIRRO JOSE PAULINO, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA PORANGABA,POVOADO PORANGABA,21,CENTRO,"POVOADO PORANGABA, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA JENIPAPEIRO,JENIPAPEIRO,11,CENTRO,"JENIPAPEIRO, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA CENTRO,RUA FRANKLIN ROOSEVELT,S/N,CENTRO,"RUA FRANKLIN ROOSEVELT, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA BOCA DA MATA,POVOADO BOCA DA MATA,S/N,CENTRO,"POVOADO BOCA DA MATA, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA OURICURI,POVOADO OURICURI,18,CENTRO,"POVOADO OURICURI, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA DOS ALTOS,ALTO JOAO MIRANDA,10,CENTRO,"ALTO JOAO MIRANDA, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA OLHOS DAGUA,POVOADO OLHOS DAGUA,20,CENTRO,"POVOADO OLHOS DAGUA, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA SAPUCAIA,POVOADO SAPUCAIA,22,CENTRO,"POVOADO SAPUCAIA, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA NOVA OLINDA,AVENIDA PARAIBA,S/N,NOVA OLINDA,"AVENIDA PARAIBA, NOVA OLINDA, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA RUA DE CIMA,RUA DE CIMA,S/N,CENTRO,"RUA DE CIMA, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA SANTO ANTONIO,POVOADO SANTO ANTONIO,15,CENTRO,"POVOADO SANTO ANTONIO, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA BRANCA II,RUA 15 DE NOVEMBRO,S/N,POVOADO BRANCA DE AT,"RUA 15 DE NOVEMBRO, POVOADO BRANCA DE AT, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA BRANCA,BRANCA DE ATALAIA,S/N,CENTRO,"BRANCA DE ATALAIA, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,ATALAIA,UNIDADE SAUDE DA FAMILIA SANTA INES,BAIRRO SANTA INES,21,CENTRO,"BAIRRO SANTA INES, CENTRO, ATALAIA, AL, BRASIL",,,,
AL,BARRA DE SANTO ANTONIO,MEROVEU I,RUA MANOEL JOSE DE MELO,S/N,CENTRO,"RUA MANOEL JOSE DE MELO, CENTRO, BARRA DE SANTO ANTONIO, AL, BRASIL",,,,
AL,BARRA DE SANTO ANTONIO,CENTRO DE SAUDE SAO SEBASTIAO,AV BENEDITO CASADO,S/N,BARRA I CENTRO,"AV BENEDITO CASADO, BARRA I CENTRO, BARRA DE SANTO ANTONIO, AL, BRASIL",,,,
AL,BARRA DE SANTO ANTONIO,UNIDADE BASICA DE SAUDE SANTA LUZIA,RUA JOSE GALDINO,S/N,POV DE SANTA LUZIA,"RUA JOSE GALDINO, POV DE SANTA LUZIA, BARRA DE SANTO ANTONIO, AL, BRASIL",,,,
AL,BARRA DE SANTO ANTONIO,UNIDADE BASICA DE SAUDE NORMANDO BARBOSA OLIVEIRA,CONJUNTO ERNESTO MARANHAO AL 101 NORTE,S/N,CENTRO,"CONJUNTO ERNESTO MARANHAO AL 101 NORTE, CENTRO, BARRA DE SANTO ANTONIO, AL, BRASIL",,,,
AL,BARRA DE SANTO ANTONIO,UNIDADE BASICA DE SAUDE MARINETE BALTAZAR,RUA LUCIENE VIRGINIA DA ROCHA,S/N,BARRA 2,"RUA LUCIENE VIRGINIA DA ROCHA, BARRA 2, BARRA DE SANTO ANTONIO, AL, BRASIL",,,,
AL,BARRA DE SANTO ANTONIO,UNIDADE BASICA DE SAUDE AURORA DE NAZARET PEREIRA LEITE COST,RUA JOSE ARISTIDES DE MELO,S/N,CENTRO,"RUA JOSE ARISTIDES DE MELO, CENTRO, BARRA DE SANTO ANTONIO, AL, BRASIL",,,,
AL,BARRA DE SAO MIGUEL,UNIDADE DE SAUDE DA FAMILIA I,RUA JOAO FLORENCIO,93,CENTRO,"RUA JOAO FLORENCIO, CENTRO, BARRA DE SAO MIGUEL, AL, BRASIL",,,,
AL,BARRA DE SAO MIGUEL,POSTO SAUDE JOAO BATISTA,RUA DO JENIPAPO,S/N,LOTEAMENTO BARRA MAR,"RUA DO JENIPAPO, LOTEAMENTO BARRA MAR, BARRA DE SAO MIGUEL, AL, BRASIL",,,,
AL,BARRA DE SAO MIGUEL,UNIDADE DE SAUDE DA FAMILIA,LOT OUTEIRO,S/N,CENTRO,"LOT OUTEIRO, CENTRO, BARRA DE SAO MIGUEL, AL, BRASIL",,,,
AL,BATALHA,POSTO DE SAUDE CAJA DOS NEGROS,POVOADO CAJA DOS NEGROS,S/N,ZONA RURAL,"POVOADO CAJA DOS NEGROS, ZONA RURAL, BATALHA, AL, BRASIL",,,,
AL,BATALHA,EQUIPE SAUDE DA FAMILIA ESF VI,RUA PROJETADA,100,CENTRO,"RUA PROJETADA, CENTRO, BATALHA, AL, BRASIL",,,,
AL,BATALHA,UNIDADE ANTONIO VIEIRA FILHO,RUA JOSE PEREIRA DE MELO,S/N,CENTRO,"RUA JOSE PEREIRA DE MELO, CENTRO, BATALHA, AL, BRASIL",,,,
AL,BATALHA,POSTO DE SAUDE DE CIMA,POVOADO SAUDE DE CIMA,S/N,ZONA RURAL,"POVOADO SAUDE DE CIMA, ZONA RURAL, BATALHA, AL, BRASIL",,,,
AL,BATALHA,POSTO DE SAUDE DO FUNIL,POVOADO FUNIL,S/N,ZONA RURAL,"POVOADO FUNIL, ZONA RURAL, BATALHA, AL, BRASIL",,,,
AL,BATALHA,CENTRO DE SAUDE MUNICIPAL DR ITAMAR CIRYNO,AVPAULO DANTAS,S/N,CENTRO,"AVPAULO DANTAS, CENTRO, BATALHA, AL, BRASIL",,,,
AL,BATALHA,EQUIPE SAUDE DA FAMILIA ESF II,RUA SAO PEDRO,100,CENTRO,"RUA SAO PEDRO, CENTRO, BATALHA, AL, BRASIL",,,,
AL,BATALHA,UNIDADE DE SAUDE DA FAMILIA ESFV,TRAVECA MAGINOLIA CORREIA,S/N,CENTRO,"TRAVECA MAGINOLIA CORREIA, CENTRO, BATALHA, AL, BRASIL",,,,
AL,BELEM,POSTO DE SAUDE CAROA,SITIO CAROA,S/N,CENTRO,"SITIO CAROA, CENTRO, BELEM, AL, BRASIL",,,,
AL,BELEM,UNIDADE DE SAUDE DA FAMILIAE CABECA DANTAS,POVOADO CABECA DANTAS,S/N,ZONA RURAL,"POVOADO CABECA DANTAS, ZONA RURAL, BELEM, AL, BRASIL",,,,
AL,BELEM,CENTRO DE SAUDE DE BELEM,RUA DO COMERCIO,S/N,CENTRO,"RUA DO COMERCIO, CENTRO, BELEM, AL, BRASIL",,,,
AL,BELO MONTE,UNIDADE DE SAUDE DA FAMILIA OLHO DAGUA NOVO,POVOADO OLHO DAGUA NOVO,S/N,ZONA RURAL,"POVOADO OLHO DAGUA NOVO, ZONA RURAL, BELO MONTE, AL, BRASIL",,,,
AL,BELO MONTE,UNIDADE DE SAUDE RIACHO DA JACOBINA,POVOADO DE RIACHO DE JACOBINA,S/N,ZONA RURAL,"POVOADO DE RIACHO DE JACOBINA, ZONA RURAL, BELO MONTE, AL, BRASIL",,,,
AL,BELO MONTE,POSTO DE SAUDE BARRA DO IPANEMA,POVOADO BARRA DO IPANEMA,S/N,ZONA RURAL,"POVOADO BARRA DO IPANEMA, ZONA RURAL, BELO MONTE, AL, BRASIL",,,,
AL,BELO MONTE,CENTRO DE SAUDE MARIA DA CONCEICAO LIMA,RUA BOA VISTA,S/N,CENTRO,"RUA BOA VISTA, CENTRO, BELO MONTE, AL, BRASIL",,,,
AL,BELO MONTE,POSTO DE SAUDE POCO DO MARCO,POVOADO POCO DO MARCO,S/N,ZONA RURAL,"POVOADO POCO DO MARCO, ZONA RURAL, BELO MONTE, AL, BRASIL",,,,
AL,BELO MONTE,POSTO DE SAUDE DE RESTINGA,POVOADO DE RESTINGA,S/N,ZONA RURAL,"POVOADO DE RESTINGA, ZONA RURAL, BELO MONTE, AL, BRASIL",,,,
AL,BOCA DA MATA,UBS MIGUEL FELICIANO DA SILVA,AV MAJOR JOSE TENORIO,S/N,VARELA,"AV MAJOR JOSE TENORIO, VARELA, BOCA DA MATA, AL, BRASIL",,,,
AL,BOCA DA MATA,UBS ANA MARIA DO ESPIRITO SANTO S LUIZ,FAZ SEBASTIAO LUIZ,S/N,ZONA RURAL,"FAZ SEBASTIAO LUIZ, ZONA RURAL, BOCA DA MATA, AL, BRASIL",,,,
AL,BOCA DA MATA,UBS AURELIO GOMES,POVOADO LAGOA PERI PERI LOTEAMENTO SANTA JOANA,S/N,ZONA RURAL,"POVOADO LAGOA PERI PERI LOTEAMENTO SANTA JOANA, ZONA RURAL, BOCA DA MATA, AL, BRASIL",,,,
AL,BOCA DA MATA,UBS MAJOR JOSE TENORIO,VILA VELHA,S/N,CENTRO,"VILA VELHA, CENTRO, BOCA DA MATA, AL, BRASIL",,,,
AL,BOCA DA MATA,UBS MARIA GENURA DE AMORIM DAMASO,RUA MANOEL ANACLETO,S/N,VARELA,"RUA MANOEL ANACLETO, VARELA, BOCA DA MATA, AL, BRASIL",,,,
AL,BOCA DA MATA,UBS BERNADETE LEITE MUTIRAO,RUA JOSE PALMEIRA SAMPAIO,S/N,MUTIRAO,"RUA JOSE PALMEIRA SAMPAIO, MUTIRAO, BOCA DA MATA, AL, BRASIL",,,,
AL,BOCA DA MATA,UBS PERI PERI,POVOADO PERI PERI,S/N,NAO CONSTA,"POVOADO PERI PERI, NAO CONSTA, BOCA DA MATA, AL, BRASIL",,,,
AL,BOCA DA MATA,UBS JOSE PALMEIRA FILHO PALMEIRINHA,FAZ PALMEIRINHA,S/N,ZONA RURAL,"FAZ PALMEIRINHA, ZONA RURAL, BOCA DA MATA, AL, BRASIL",,,,
AL,BOCA DA MATA,UBS ORITENILA BATISTA DE MOURA PRACA PE CICERO,RUA ANTONIO DE BARROS LINS,S/N,CENTRO,"RUA ANTONIO DE BARROS LINS, CENTRO, BOCA DA MATA, AL, BRASIL",,,,
AL,BOCA DA MATA,UBS DR CLAUDIO REGIS,RUA JOSE ROBERTO,S/N,CENTRO,"RUA JOSE ROBERTO, CENTRO, BOCA DA MATA, AL, BRASIL",,,,
AL,BOCA DA MATA,UBS JOSEFA FERREIRA DA COSTA,FAZ OURO BRANCO,S/N,ZONA RURAL,"FAZ OURO BRANCO, ZONA RURAL, BOCA DA MATA, AL, BRASIL",,,,
AL,BOCA DA MATA,CENTRO DE REABILITACAO FISICA,RUA PROFESSOR DIVALDO SURUAGY,S/N,CENTRO,"RUA PROFESSOR DIVALDO SURUAGY, CENTRO, BOCA DA MATA, AL, BRASIL",,,,
AL,BRANQUINHA,CENTRO DE SAUDE FRANCISCO JOSE DA SILVA,RUA DR PRADO OMENA,S/N,CENTRO,"RUA DR PRADO OMENA, CENTRO, BRANQUINHA, AL, BRASIL",,,,
AL,BRANQUINHA,POSTO DE SAUDE VANIA MENEZES DE VASCONCELOS,RUA PADRE BERNARDO ROANA,S/N,MUNDO NOVO,"RUA PADRE BERNARDO ROANA, MUNDO NOVO, BRANQUINHA, AL, BRASIL",,,,
AL,BRANQUINHA,POSTO DE SAUDE FLOR DO MUNDAU,ASSENTAMENTO ZUMBI DOS PALMARES,S/N,NAO CONSTA,"ASSENTAMENTO ZUMBI DOS PALMARES, NAO CONSTA, BRANQUINHA, AL, BRASIL",,,,
AL,BRANQUINHA,POSTO DE SAUDE CONJUNTO JOAO LYRA,CONJUNTO RAIMUNDO NONATO,S/N,PLATOR I,"CONJUNTO RAIMUNDO NONATO, PLATOR I, BRANQUINHA, AL, BRASIL",,,,
AL,BRANQUINHA,POSTO DE SAUDE SANTO ANTONIO DA BOA VISTA,FAZENDA SANTO ANTONIO DA BOA VISTA,S/N,NAO CONSTA,"FAZENDA SANTO ANTONIO DA BOA VISTA, NAO CONSTA, BRANQUINHA, AL, BRASIL",,,,
AL,CACIMBINHAS,POSTO DE SAUDE MINADORZINHO,SITIO DE MINADORZINHO,S/N,ZONA RURAL,"SITIO DE MINADORZINHO, ZONA RURAL, CACIMBINHAS, AL, BRASIL",,,,
AL,CACIMBINHAS,POSTO DE SAUDE PONTOS BRANCOS,SITIO PONTOS BRANCOS,S/N,ZONA RURAL,"SITIO PONTOS BRANCOS, ZONA RURAL, CACIMBINHAS, AL, BRASIL",,,,
AL,CACIMBINHAS,UNIDADE DE SAUDE DA FAMILIA LUIZ IZIDORO LOPES,POVOADO MINADOR DO LUCIO,S/N,ZONA RURAL,"POVOADO MINADOR DO LUCIO, ZONA RURAL, CACIMBINHAS, AL, BRASIL",,,,
AL,CACIMBINHAS,POSTO DE SAUDE GALINHAS DO MAIA,POVOADO GALINHAS DO MAIA,S/N,ZONA RURAL,"POVOADO GALINHAS DO MAIA, ZONA RURAL, CACIMBINHAS, AL, BRASIL",,,,
AL,CACIMBINHAS,UNIDADE DE SAUDE DA FAMILIA DO TEIXEIRA,SITIO TEIXEIRA,S/N,ZONA RURAL,"SITIO TEIXEIRA, ZONA RURAL, CACIMBINHAS, AL, BRASIL",,,,
AL,CACIMBINHAS,CENTRO DE SAUDE DE PROF ZERBINICACIMBINHAS,AV DOMINGOS LEITE,15,CENTRO,"AV DOMINGOS LEITE, CENTRO, CACIMBINHAS, AL, BRASIL",,,,
