UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
RR,AMAJARI,POSTO DE SAUDE BOM JESUS,PROJETO DE ASSENTAMENTO BOM JESUS,S/N,CENTRO,"PROJETO DE ASSENTAMENTO BOM JESUS, CENTRO, AMAJARI, RR, BRASIL",,,,
RR,AMAJARI,UNIDADE BASICA DOS TRES CORACOES,COMUNIDADE INDIGENA DOS TRES CORACOES,S/N,ZONA RURAL,"COMUNIDADE INDIGENA DOS TRES CORACOES, ZONA RURAL, AMAJARI, RR, BRASIL",,,,
RR,AMAJARI,POSTO DE SAUDE TRAIRAO I,RUA AFONSO PENA,S/N,ZONA RURAL,"RUA AFONSO PENA, ZONA RURAL, AMAJARI, RR, BRASIL",,,,
RR,AMAJARI,UNIDADE BASICA DE VILA BRASIL,RUA RAUL LIMA,S/N,CENTRO,"RUA RAUL LIMA, CENTRO, AMAJARI, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA,RUA NAZARE FIGUEIRA C LAURA PINHEIRO MAIA,S/N,PINTOLANDIA,"RUA NAZARE FIGUEIRA C LAURA PINHEIRO MAIA, PINTOLANDIA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE ARMINDA GOMES,RUA JOSE AIRTON DE ALMEIDA,422,JOQUEI CLUBE,"RUA JOSE AIRTON DE ALMEIDA, JOQUEI CLUBE, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,COORDENACAO MUNICIPAL DE IMUNIZACAO,EURIDES VASCONCELOS RODRIGUES,562,JARDIM FLORESTA,"EURIDES VASCONCELOS RODRIGUES, JARDIM FLORESTA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE SENADOR HELIO CAMPOS,RUA PEDRO ALDEMAR BANTI,28,SENADOR HELIO CAMPOS,"RUA PEDRO ALDEMAR BANTI, SENADOR HELIO CAMPOS, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE PASTOR LUCIANO GALDINO RABELO,RUA BRESCIA C BOLONIA,S/N,CENTENARIO,"RUA BRESCIA C BOLONIA, CENTENARIO, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,CENTRO DE SAUDE PRISIONAL RR,BR 174,S/N,MONTE CRISTO,"BR 174, MONTE CRISTO, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE 31 DE MARCO,RUA MAJOR CARLOS MARDEL,466,31 DE MARCO,"RUA MAJOR CARLOS MARDEL, 31 DE MARCO, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE LIBERDADE,RUA GUILHERME BRITO,214,LIBERDADE,"RUA GUILHERME BRITO, LIBERDADE, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DELIO TUPINAMBA,AVENIDA BELO HORIZONTE,178,NOVA CIDADE,"AVENIDA BELO HORIZONTE, NOVA CIDADE, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE BURITIS,RUA RAIMUNDO FIGUEIRAS,661,BURITIS,"RUA RAIMUNDO FIGUEIRAS, BURITIS, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE 13 DE SETEMBRO,AV ELDORADO,19,13 DE SETEMBRO,"AV ELDORADO, 13 DE SETEMBRO, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DR SILVIO LOFEGO BOTELHO,AV MINAS GERAIS,512,DOS ESTADOS,"AV MINAS GERAIS, DOS ESTADOS, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE TANCREDO NEVES,AV SAO SEBASTIAO COM RUT PINHEIRO,S/N,JARDIM TANCREDO NEVE,"AV SAO SEBASTIAO COM RUT PINHEIRO, JARDIM TANCREDO NEVE, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DR SILVIO LEITE,RUA VICENTETAVARES DE MELO,600,SILVIO LEITE,"RUA VICENTETAVARES DE MELO, SILVIO LEITE, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE CINTURAO VERDE,RUA SANTA CLARA,1081,CINTURAO VERDE,"RUA SANTA CLARA, CINTURAO VERDE, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DALMO SILVA FEITOSA,RUA AUSTRALIA,700,CAUAME,"RUA AUSTRALIA, CAUAME, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE CAMBARA,RUA RAIMUNDO MENDES DE OLIVEIRA,16,CAMBARA,"RUA RAIMUNDO MENDES DE OLIVEIRA, CAMBARA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DR DIMITRI RAMOS GRANDEZ DE ARAUJO,AV DOS CORRETORE DE IMOVEIS,764,ALVORADA,"AV DOS CORRETORE DE IMOVEIS, ALVORADA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DR RUBELDIMAR MAIA DE AZEVEDO CRUZ,RUA GOV FELIX VALOIS DE ARAUJO,S/N,SAO BENTO,"RUA GOV FELIX VALOIS DE ARAUJO, SAO BENTO, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,SAUDE ITINERANTE,RUA MADRI,180,AEROPORTO,"RUA MADRI, AEROPORTO, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,REDE CIDADANIA MELHOR IDADE,RUA CABO PM LAURENCE DE MELO,259,CARANA,"RUA CABO PM LAURENCE DE MELO, CARANA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE SANTA LUZIA,RUA JOSE CASIMIRO DA SILVA,676,SANTA LUZIA,"RUA JOSE CASIMIRO DA SILVA, SANTA LUZIA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,CENTRO DE SAUDE DO CORPO DE BOMBEIROS M DE RORAIMA CBMRR,AV VENEZUELA,1271,PRICUMA,"AV VENEZUELA, PRICUMA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE SAYONARA MARIA DANTAS LICARIAO MATOS,AVENIDA RAIMUNDO RODRIGUES COELHO,2280,SENADOR HELIO CAMPOS,"AVENIDA RAIMUNDO RODRIGUES COELHO, SENADOR HELIO CAMPOS, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE IONE SANTIAGO,RUA PRESIDENTE COSTA E SILVA,356,SAO PEDRO,"RUA PRESIDENTE COSTA E SILVA, SAO PEDRO, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DR HELIO MACEDO,RUA JOCA FARIAS,2199,JARDIM CARANA,"RUA JOCA FARIAS, JARDIM CARANA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE ASA BRANCA,RUA FRANCISCO CUSTODIO DE ANDRADE,505,ASA BRANCA,"RUA FRANCISCO CUSTODIO DE ANDRADE, ASA BRANCA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,CENT DE REF E ESPEC MEDICAS ANDREIA PATRICIA MADRUGA SARAIVA,RUA PAVAO,S/N,MECEJANA,"RUA PAVAO, MECEJANA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,POSTO AEROPORTUARIO DE BOA VISTA RR ANVISA,PRACA SANTOS DUMONT,3110,AEROPORTO,"PRACA SANTOS DUMONT, AEROPORTO, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE EDNA BEZERRA DINIZ,RUA FRANCISCO CANDIDO,177,AEROPORTO,"RUA FRANCISCO CANDIDO, AEROPORTO, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE JORGE ANDRE GURJAO VIEIRA,RUA CC 24,S/N,CONJUNTO CIDADAO,"RUA CC 24, CONJUNTO CIDADAO, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA,AV MARIO HOMEM DE MELO,5075,CAIMBE,"AV MARIO HOMEM DE MELO, CAIMBE, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE RAIAR DO SOL,RUA DAS ESTRELAS,672,RAIR DO SOL,"RUA DAS ESTRELAS, RAIR DO SOL, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE MECEJANA,RUA PAVAO,932,MECEANA,"RUA PAVAO, MECEANA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE EQUATORIAL,RUA FRANCISCO REGIA DE MELO,1362,EQUATORIAL,"RUA FRANCISCO REGIA DE MELO, EQUATORIAL, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE JARDIM FLORESTA,RUA ANA CECILIA MOTA DA SILVA,S/N,JARDIM FLORESTA,"RUA ANA CECILIA MOTA DA SILVA, JARDIM FLORESTA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE SAO VICENTE,AV PRESIDENTE CASTELO BRANCO,1875,SAO VICENTE,"AV PRESIDENTE CASTELO BRANCO, SAO VICENTE, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE,AVENIDA DECO FONTELIS,264,CARANA,"AVENIDA DECO FONTELIS, CARANA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE PRICUMA,AV VIA DAS FLORES,2347,PRICUMA,"AV VIA DAS FLORES, PRICUMA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA,RUA J,256,CIDADE SATELITE,"RUA J, CIDADE SATELITE, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,AGENCIA DEFESA AGROPECUARIA DO ESTADO DE RORAIMA ADERR,RUA CORONEL MOTA,1142,CENTRO,"RUA CORONEL MOTA, CENTRO, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE BASICA DE SAUDE SANTA TEREZA,RUA ARUANA,355,SANTA TEREZA,"RUA ARUANA, SANTA TEREZA, BOA VISTA, RR, BRASIL",,,,
RR,BOA VISTA,UNIDADE DE SAUDE DE REFERENCIA DO PFQA,RUA SOLON RODRIGUES PESSOA,615,PINTOLANDIA,"RUA SOLON RODRIGUES PESSOA, PINTOLANDIA, BOA VISTA, RR, BRASIL",,,,
RR,BONFIM,UBS VILENA,AV BRASIL,S/N,VILA VILENA,"AV BRASIL, VILA VILENA, BONFIM, RR, BRASIL",,,,
RR,BONFIM,UBS SAO FRANCISCO,RUA PRINCIPAL,S/N,VILA SAO FRANCISCO,"RUA PRINCIPAL, VILA SAO FRANCISCO, BONFIM, RR, BRASIL",,,,
RR,BONFIM,CENTRO DE SAUDE CRISTINO JOSE DA SILVA,RUA JOAO LOPES DE MAGALHAES,S/N,CENTRO,"RUA JOAO LOPES DE MAGALHAES, CENTRO, BONFIM, RR, BRASIL",,,,
RR,BONFIM,UBS NOVA ESPERANCA,RUA PRINCIPAL,S/N,VILA NOVA ESPERANCA,"RUA PRINCIPAL, VILA NOVA ESPERANCA, BONFIM, RR, BRASIL",,,,
RR,BONFIM,UBS DIMINIZ DINIZ DA SILVA,RUA SAO FRANCISCO,S/N,SAO FRANCISCO,"RUA SAO FRANCISCO, SAO FRANCISCO, BONFIM, RR, BRASIL",,,,
RR,BONFIM,UBS TUCANO,BR 401,S/N,TUCANO,"BR 401, TUCANO, BONFIM, RR, BRASIL",,,,
RR,CANTA,POSTO DE SAUDE VILA SAO JOSE KM 20,VILA SAO JOSE,S/N,VILA SAO JOSE,"VILA SAO JOSE, VILA SAO JOSE, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO DE SAUDE SAO RAIMUNDO,RUA PRINCIPAL,S/N,CENTRO,"RUA PRINCIPAL, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO DE SAUDE FELIX PINTO,RUA PRINCIPAL,S/N,CENTRO,"RUA PRINCIPAL, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,CENTRO DE SAUDE JOSE EUCIO RODRIGUES,RUA VINICIUS DE MORAES,122,SANTA CECILIA,"RUA VINICIUS DE MORAES, SANTA CECILIA, CANTA, RR, BRASIL",,,,
RR,CANTA,CENTRO DE SAUDE 13 DE MAIO,TABOCA,S/N,CENTRO,"TABOCA, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO DE COMBATE A ENDEMIAS DE CANTA,FRANCISCO ALVES GONDIM,S/N,CENTRO,"FRANCISCO ALVES GONDIM, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,CENTRO DE SAUDE SEBASTIAO RODRIGUES SILVA,LUCIA EDUARDO QUEIROZ,S/N,CENTRO,"LUCIA EDUARDO QUEIROZ, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO DE SAUDE DO CANTA,RENATO COSTA DE ALMEIDA,S/N,CENTRO,"RENATO COSTA DE ALMEIDA, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO DE SAUDE BORGES LEAL,VICINAL II,S/N,CENTRO,"VICINAL II, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO DE SAUDE DA MALACACHETA,RUA PRINCIPAL,S/N,CENTRO,"RUA PRINCIPAL, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO MUNICIPAL FONTE NOVA,FONTE NOVA,S/N,FONTE NOVA,"FONTE NOVA, FONTE NOVA, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO DE SAUDE SERRA GRANDE I,RUA PRINCIPAL,S/N,CENTRO,"RUA PRINCIPAL, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO DE SAUDE SERRA GRANDE II,RUA PRINCIPAL,S/N,CENTRO,"RUA PRINCIPAL, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO DE SAUDE CANAUANI,AV PRINCIPAL,S/N,CENTRO,"AV PRINCIPAL, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO DE SAUDE CONFIANCA III VILA CENTRAL,BR,S/N,CENTRO,"BR, CENTRO, CANTA, RR, BRASIL",,,,
RR,CANTA,POSTO DE SAUDE VILA CAXIAS,VILA CAXIAS,S/N,VILA CAXIAS,"VILA CAXIAS, VILA CAXIAS, CANTA, RR, BRASIL",,,,
RR,CANTA,CENTRO DE FISIOTERAPIA MANOEL PACHECO MENEZES NUNES,RUA GALDINO VIEIRA DO NASCIMENTO,S/N,CENTRO,"RUA GALDINO VIEIRA DO NASCIMENTO, CENTRO, CANTA, RR, BRASIL",,,,
RR,CARACARAI,CENTRO DE SAUDE DE VISTA ALEGRE,BR174,S/N,VILA VISTA ALEGRE,"BR174, VILA VISTA ALEGRE, CARACARAI, RR, BRASIL",,,,
RR,CARACARAI,CENTRO DE SAUDE BARAUANA KM 55 BR 170,VILA BARUANA,S/N,VILA BARAUANA,"VILA BARUANA, VILA BARAUANA, CARACARAI, RR, BRASIL",,,,
RR,CARACARAI,CENTRO DE SAUDE MANOEL LUIZ RODRIGUES,PRACA PE CALLERI,S/N,CENTRO,"PRACA PE CALLERI, CENTRO, CARACARAI, RR, BRASIL",,,,
RR,CARACARAI,POSTO DE SAUDE RIO DIAS,VILA RIO DIAS,1,INTERIOR,"VILA RIO DIAS, INTERIOR, CARACARAI, RR, BRASIL",,,,
RR,CARACARAI,CENTRO DE SAUDE PETROLINA DO NORTE,VILA PETROLINA,S/N,INTERIOR,"VILA PETROLINA, INTERIOR, CARACARAI, RR, BRASIL",,,,
RR,CARACARAI,POSTO DE SAUDE FELIPE NERY CAICUBI,VILA CAICUBI,S/N,BAIXO RIO BRANCO,"VILA CAICUBI, BAIXO RIO BRANCO, CARACARAI, RR, BRASIL",,,,
RR,CARACARAI,CENTRO DE SAUDE ANFREMON FERREIRA DE FIGUEIREDO,AV PRESIDENTE KENNEDY,S/N,NS DO LIVRAMENTO,"AV PRESIDENTE KENNEDY, NS DO LIVRAMENTO, CARACARAI, RR, BRASIL",,,,
RR,CARACARAI,UNIDADE MISTA DE CARACARAI,RUA P 02,S/N,SANTA LUZIA,"RUA P 02, SANTA LUZIA, CARACARAI, RR, BRASIL",,,,
RR,CARACARAI,CENTRO DE SAUDE RENATO COSTA SANTIAGO,AV SENADOR HELLIO CAMPOS,S/N,SAO FRANCISCO,"AV SENADOR HELLIO CAMPOS, SAO FRANCISCO, CARACARAI, RR, BRASIL",,,,
RR,CARACARAI,POSTO DE SAUDE SAO JOSE,VILA SAO JOSE,S/N,INTERIOR,"VILA SAO JOSE, INTERIOR, CARACARAI, RR, BRASIL",,,,
RR,CARACARAI,CENTRO DE SAUDE AMAJAU CACHOEIRINHA,VILA CACHOEIRINHA,S/N,BAIXO RIO BRANCO,"VILA CACHOEIRINHA, BAIXO RIO BRANCO, CARACARAI, RR, BRASIL",,,,
RR,CARACARAI,CENTRO DE SAUDE NOVO PARAISO,BR 174,S/N,INTERIOR,"BR 174, INTERIOR, CARACARAI, RR, BRASIL",,,,
RR,CAROEBE,CENTRO DE SAUDE WALTER GOMES PORTELA,VILA DE ENTRE RIOS,S/N,DISTRITO,"VILA DE ENTRE RIOS, DISTRITO, CAROEBE, RR, BRASIL",,,,
RR,CAROEBE,UNIDADE MISTA DE CAROEBE,RUA PAULINO GOMES DA COSTA,S/N,CENTRO,"RUA PAULINO GOMES DA COSTA, CENTRO, CAROEBE, RR, BRASIL",,,,
RR,CAROEBE,CENTRO DE SAUDE CLAITON O DA SILVA,RUA AMAZONAS,S/N,CENTRO,"RUA AMAZONAS, CENTRO, CAROEBE, RR, BRASIL",,,,
RR,IRACEMA,UNIDADE BASICA DE SAUDE FRANCISCO DA SILVA,RUA JANIO QUADROS,S/N,CENTRO,"RUA JANIO QUADROS, CENTRO, IRACEMA, RR, BRASIL",,,,
RR,IRACEMA,UNIDADE MISTA IRMA CAMILA,RUA HELOI PEREIRA,S/N,CENTRO,"RUA HELOI PEREIRA, CENTRO, IRACEMA, RR, BRASIL",,,,
RR,IRACEMA,CENTRO DE SAUDE ANA HIPOLITO DOS SANTOS,VILA ANTONIO RIBEIRO CAMPOS,S/N,CENTRO,"VILA ANTONIO RIBEIRO CAMPOS, CENTRO, IRACEMA, RR, BRASIL",,,,
RR,MUCAJAI,CENTRO DE SAUDE EDITE CARDOSO,RUA RUFINO DE SOUSA,S/N,CENTRO,"RUA RUFINO DE SOUSA, CENTRO, MUCAJAI, RR, BRASIL",,,,
RR,MUCAJAI,POSTO DE SAUDE SAGRADA FAMILIA,SEBASTIAO CRUZ,S/N,SAGRADA FAMILIA,"SEBASTIAO CRUZ, SAGRADA FAMILIA, MUCAJAI, RR, BRASIL",,,,
RR,MUCAJAI,UNIDADE BASICA DE SAUDE SABINO PAULO DA SILVA,VILA NOVA ESPERANCA SAMAUMA,1,CENTRO,"VILA NOVA ESPERANCA SAMAUMA, CENTRO, MUCAJAI, RR, BRASIL",,,,
RR,MUCAJAI,POSTO DE SAUDE J FLORES,AVENIDA MARANHAO,S/N,J FLORES,"AVENIDA MARANHAO, J FLORES, MUCAJAI, RR, BRASIL",,,,
RR,MUCAJAI,UNIDADE BASICA DE SAUDE ADILINA MARIA DA CONCEIAO,AVENIDA PRINCIPAL,S/N,VOVO JOANA,"AVENIDA PRINCIPAL, VOVO JOANA, MUCAJAI, RR, BRASIL",,,,
RR,MUCAJAI,UNIDADE BASICA DE SAUDE ALICE DE MORAIS SENA,ROXINHO,S/N,VILA DO ROXINHO,"ROXINHO, VILA DO ROXINHO, MUCAJAI, RR, BRASIL",,,,
RR,MUCAJAI,POSTO DE SAUDE FRANCISCO ALVES LIMA,VILA DA PENHA,S/N,CENTRO,"VILA DA PENHA, CENTRO, MUCAJAI, RR, BRASIL",,,,
RR,MUCAJAI,UNIDADE BASICA DE SAUDE JOSE RODRIGUES BEZERRA,VILA DO APIAU,S/N,CETRO,"VILA DO APIAU, CETRO, MUCAJAI, RR, BRASIL",,,,
RR,MUCAJAI,POSTO DE SAUDE FRIDA SCHILLREFF,VILA DO TAMANDARE,S/N,CENTRO,"VILA DO TAMANDARE, CENTRO, MUCAJAI, RR, BRASIL",,,,
RR,MUCAJAI,POSTO DE SAUDE JUSTINO LINHARES ALVES,VILA NOVA ESPERANCA,1,CENTRO,"VILA NOVA ESPERANCA, CENTRO, MUCAJAI, RR, BRASIL",,,,
RR,NORMANDIA,POSTO DE SAUDE NAPOLEAO,COMUNIDADE DO NAPOLEAO,S/N,PRINCIPAL,"COMUNIDADE DO NAPOLEAO, PRINCIPAL, NORMANDIA, RR, BRASIL",,,,
RR,NORMANDIA,CENTRO DE SAUDE IRACEMA GALVAO,AV MAURICIO HABERT,S/N,CENTRO,"AV MAURICIO HABERT, CENTRO, NORMANDIA, RR, BRASIL",,,,
RR,NORMANDIA,POSTO DE SAUDE JACAREZINHO,COMUNIDADE INDIGENA JACAREZINHO,23,PRINCIPAL,"COMUNIDADE INDIGENA JACAREZINHO, PRINCIPAL, NORMANDIA, RR, BRASIL",,,,
RR,NORMANDIA,UNIDADE MISTA RUTH QUITERIA,RUA RUTH QUITERIA,7,CENTRO,"RUA RUTH QUITERIA, CENTRO, NORMANDIA, RR, BRASIL",,,,
RR,NORMANDIA,POSTO DE SAUDE DO ARACA,COMUNIDADE DO ARACA,S/N,PRINCIPAL,"COMUNIDADE DO ARACA, PRINCIPAL, NORMANDIA, RR, BRASIL",,,,
RR,PACARAIMA,URF MARIA DOS ANJOS PIMENTEL GUERREIRO,MONTE RORAIMA,S/N,VILA NOVA,"MONTE RORAIMA, VILA NOVA, PACARAIMA, RR, BRASIL",,,,
RR,PACARAIMA,UNIDADE MOVEL DE SAUDE,RUA DAS AMERICAS,S/N,VILA NOVA,"RUA DAS AMERICAS, VILA NOVA, PACARAIMA, RR, BRASIL",,,,
RR,PACARAIMA,UNIDADE BASICA DE SAUDE TELMARIO GOUVEIA COELHO,RUA ANEL VIARIO,S/N,SUAPI,"RUA ANEL VIARIO, SUAPI, PACARAIMA, RR, BRASIL",,,,
RR,PACARAIMA,POSTO DE SAUDE ANDRE FERNANDES,RUA PRINCIPAL COMUNIDADE BOCA DA MATA,S/N,CENTRO,"RUA PRINCIPAL COMUNIDADE BOCA DA MATA, CENTRO, PACARAIMA, RR, BRASIL",,,,
RR,PACARAIMA,POSTO DE SAUDE SURUMU,AV NOSSA SENHORA DO PERPETUO SOCORRO,S/N,CENTRO,"AV NOSSA SENHORA DO PERPETUO SOCORRO, CENTRO, PACARAIMA, RR, BRASIL",,,,
RR,RORAINOPOLIS,UNIDADE MISTA ROSA VIEIRA VO PRETA,RUA SENADOR HELIO CAMPOS,S/N,CENTRO,"RUA SENADOR HELIO CAMPOS, CENTRO, RORAINOPOLIS, RR, BRASIL",,,,
RR,RORAINOPOLIS,UNIDADE BASICA DE SAUDE MARIA RAIMUNDA BATISTA,AV DOS PALMARES,S/N,CENTRO,"AV DOS PALMARES, CENTRO, RORAINOPOLIS, RR, BRASIL",,,,
RR,RORAINOPOLIS,UNIDADE BASICA DE SAUDE ANISIO SILVA,RUA MONTE RORAIMA,S/N,NOVO BRASIL,"RUA MONTE RORAIMA, NOVO BRASIL, RORAINOPOLIS, RR, BRASIL",,,,
RR,RORAINOPOLIS,UNIDADE MOVEL FLUVIAL DE SAUDE,RIO,S/N,SANTA MARIA,"RIO, SANTA MARIA, RORAINOPOLIS, RR, BRASIL",,,,
RR,RORAINOPOLIS,UNIDADE BASICA DE SAUDE VILA DO EQUADOR,VILA DO EQUADOR,S/N,CENTRO,"VILA DO EQUADOR, CENTRO, RORAINOPOLIS, RR, BRASIL",,,,
RR,RORAINOPOLIS,UNIDADE BASICA DE SAUDE ANTONIO BARROSO DOS SANTOS,RUA GETULIO VARGAS,S/N,NOVA COLINA,"RUA GETULIO VARGAS, NOVA COLINA, RORAINOPOLIS, RR, BRASIL",,,,
RR,RORAINOPOLIS,UNIDADE BASICA DE SAUDE ANTONIO CARLOS PEREIRA,AV 7 DE SETEMBRO,S/N,CENTRO,"AV 7 DE SETEMBRO, CENTRO, RORAINOPOLIS, RR, BRASIL",,,,
