UF,MUNICIPIO,NOME,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,LATITUDE,LONGITUDE,ENDERECO_API,POINT,CEP,CO_CNES
RR,AMAJARI,CENTRO DE SAUDE JAIR DA SILVA MOTA,RUA JOSE PEREIRA DA SILVA,S/N,CENTRO,"RUA JOSE PEREIRA DA SILVA, CENTRO, AMAJARI, RR, BRASIL",3.65295,-61.41947,"Rua José Pereira da Silva, 69343-000, Amajari","3 39m 10.62s N, 61 25m 10.092s W",69343-000,2319667
RR,AMAJARI,POSTO DE SAUDE BOM JESUS,PROJETO DE ASSENTAMENTO BOM JESUS,S/N,CENTRO,"PROJETO DE ASSENTAMENTO BOM JESUS, CENTRO, AMAJARI, RR, BRASIL",-21.13759,-41.67935,"Centro, Bom Jesus do Itabapoana","21 8m 15.324s S, 41 40m 45.66s W",,2604736
RR,AMAJARI,UNIDADE BASICA DOS TRES CORACOES,COMUNIDADE INDIGENA DOS TRES CORACOES,S/N,ZONA RURAL,"COMUNIDADE INDIGENA DOS TRES CORACOES, ZONA RURAL, AMAJARI, RR, BRASIL",-21.69279,-45.24104000000001,"Rua Rio Grande do Sul, 37413-806, Três Corações","21 41m 34.044s S, 45 14m 27.744s W",37413-806,7293852
RR,AMAJARI,POSTO DE SAUDE TRAIRAO I,RUA AFONSO PENA,S/N,ZONA RURAL,"RUA AFONSO PENA, ZONA RURAL, AMAJARI, RR, BRASIL",-23.664,-52.62298000000001,"Rua Afonso Pena, 87200-027, Cianorte","23 39m 50.4s S, 52 37m 22.728s W",87200-027,0
RR,AMAJARI,UNIDADE BASICA DE VILA BRASIL,RUA RAUL LIMA,S/N,CENTRO,"RUA RAUL LIMA, CENTRO, AMAJARI, RR, BRASIL",3.65495,-61.41919,"Rua Raul Lima, 69343-000, Amajari","3 39m 17.82s N, 61 25m 9.084s W",69343-000,7024282
RR,BOA VISTA,UNIDADE BASICA DE SAUDE LUPERCIO LIMA FERREIRA,RUA NAZARE FIGUEIRA C LAURA PINHEIRO MAIA,S/N,PINTOLANDIA,"RUA NAZARE FIGUEIRA C LAURA PINHEIRO MAIA, PINTOLANDIA, BOA VISTA, RR, BRASIL",2.80463,-60.75236,"Rua Laura Pinheiro Maia, 69317-540, Boa Vista","2 48m 16.668s N, 60 45m 8.496s W",69317-540,5446627
RR,BOA VISTA,UNIDADE BASICA DE SAUDE ARMINDA GOMES,RUA JOSE AIRTON DE ALMEIDA,422,JOQUEI CLUBE,"RUA JOSE AIRTON DE ALMEIDA, JOQUEI CLUBE, BOA VISTA, RR, BRASIL",2.7986414,-60.72459250000001,"Rua José Airton de Almeida, Loteamento Cidade Jardim II, Jóquei Clube, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69313-068, Brasil","2 47m 55.109s N, 60 43m 28.533s W",69313-068,9362649
RR,BOA VISTA,COORDENACAO MUNICIPAL DE IMUNIZACAO,EURIDES VASCONCELOS RODRIGUES,562,JARDIM FLORESTA,"EURIDES VASCONCELOS RODRIGUES, JARDIM FLORESTA, BOA VISTA, RR, BRASIL",2.830048,-60.7048329,"Rua Eurídes Vasconcelos Rodrigues, Jardim Floresta, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69316-025, Brasil","2 49m 48.1728s N, 60 42m 17.3984s W",69316-025,0
RR,BOA VISTA,UNIDADE BASICA DE SAUDE SENADOR HELIO CAMPOS,RUA PEDRO ALDEMAR BANTI,28,SENADOR HELIO CAMPOS,"RUA PEDRO ALDEMAR BANTI, SENADOR HELIO CAMPOS, BOA VISTA, RR, BRASIL",2.78857,-60.75239000000001,"Rua Maisa Campos de Melo, 69316, Boa Vista","2 47m 18.852s N, 60 45m 8.604s W",69316,2566605
RR,BOA VISTA,UNIDADE BASICA DE SAUDE PASTOR LUCIANO GALDINO RABELO,RUA BRESCIA C BOLONIA,S/N,CENTENARIO,"RUA BRESCIA C BOLONIA, CENTENARIO, BOA VISTA, RR, BRASIL",2.7957,-60.71865,"Rua Brescia & Rua Bolônia, 69312, Boa Vista","2 47m 44.52s N, 60 43m 7.14s W",69312,6006396
RR,BOA VISTA,CENTRO DE SAUDE PRISIONAL RR,BR 174,S/N,MONTE CRISTO,"BR 174, MONTE CRISTO, BOA VISTA, RR, BRASIL",2.79253,-60.69869,"Avenida Brasil, 69308, 69309, 69310, Boa Vista","2 47m 33.108s N, 60 41m 55.284s W",69308,6758444
RR,BOA VISTA,UNIDADE BASICA DE SAUDE 31 DE MARCO,RUA MAJOR CARLOS MARDEL,466,31 DE MARCO,"RUA MAJOR CARLOS MARDEL, 31 DE MARCO, BOA VISTA, RR, BRASIL",2.8386657000000004,-60.6712098,"Rua Major Carlos Mardel, 31 de março, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69305-410, Brasil","2 50m 19.1965s N, 60 40m 16.3553s W",69305-410,2744457
RR,BOA VISTA,UNIDADE BASICA DE SAUDE LIBERDADE,RUA GUILHERME BRITO,214,LIBERDADE,"RUA GUILHERME BRITO, LIBERDADE, BOA VISTA, RR, BRASIL",2.8210963,-60.7002272,"Rua Guilherme de Brito, Liberdade, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69309-075, Brasil","2 49m 15.9467s N, 60 42m 0.81792s W",69309-075,2591219
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DELIO TUPINAMBA,AVENIDA BELO HORIZONTE,178,NOVA CIDADE,"AVENIDA BELO HORIZONTE, NOVA CIDADE, BOA VISTA, RR, BRASIL",2.7679400000000003,-60.74038,"Rua Belo Horizonte, 69316-266, Boa Vista","2 46m 4.584s N, 60 44m 25.368s W",69316-266,2744481
RR,BOA VISTA,UNIDADE BASICA DE SAUDE BURITIS,RUA RAIMUNDO FIGUEIRAS,661,BURITIS,"RUA RAIMUNDO FIGUEIRAS, BURITIS, BOA VISTA, RR, BRASIL",2.8177,-60.71018,"Rua Raimundo Filgueiras, Boa Vista","2 49m 3.72s N, 60 42m 36.648s W",,2744473
RR,BOA VISTA,UNIDADE BASICA DE SAUDE 13 DE SETEMBRO,AV ELDORADO,19,13 DE SETEMBRO,"AV ELDORADO, 13 DE SETEMBRO, BOA VISTA, RR, BRASIL",2.7978803,-60.682874,"Avenida Eldorado, 13 de Setembro, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69308-450, Brasil","2 47m 52.3691s N, 60 40m 58.3464s W",69308-450,0
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DR SILVIO LOFEGO BOTELHO,AV MINAS GERAIS,512,DOS ESTADOS,"AV MINAS GERAIS, DOS ESTADOS, BOA VISTA, RR, BRASIL",2.8485353,-60.6641601,"Avenida Minas Gerais, Estados, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69305-420, Brasil","2 50m 54.7271s N, 60 39m 50.9764s W",69305-420,2744570
RR,BOA VISTA,UNIDADE BASICA DE SAUDE TANCREDO NEVES,AV SAO SEBASTIAO COM RUT PINHEIRO,S/N,JARDIM TANCREDO NEVE,"AV SAO SEBASTIAO COM RUT PINHEIRO, JARDIM TANCREDO NEVE, BOA VISTA, RR, BRASIL",2.826,-60.72798,"Avenida São Sebastião, 69311, 69313, Boa Vista","2 49m 33.6s N, 60 43m 40.728s W",69311,2308037
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DR SILVIO LEITE,RUA VICENTETAVARES DE MELO,600,SILVIO LEITE,"RUA VICENTETAVARES DE MELO, SILVIO LEITE, BOA VISTA, RR, BRASIL",2.82534,-60.7419,"Avenida Mário Homem de Melo, 69317-184, Boa Vista","2 49m 31.224s N, 60 44m 30.84s W",69317-184,2566508
RR,BOA VISTA,UNIDADE BASICA DE SAUDE CINTURAO VERDE,RUA SANTA CLARA,1081,CINTURAO VERDE,"RUA SANTA CLARA, CINTURAO VERDE, BOA VISTA, RR, BRASIL",2.8036102,-60.7093561,"Rua Santa Clara, Loteamento Cinturão Verde, Cinturão Verde, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69312-349, Brasil","2 48m 12.9967s N, 60 42m 33.682s W",69312-349,2566648
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DALMO SILVA FEITOSA,RUA AUSTRALIA,700,CAUAME,"RUA AUSTRALIA, CAUAME, BOA VISTA, RR, BRASIL",2.8447265,-60.71046310000001,"Rua Austrália, Loteamento Bom Futuro 2, Cauamé, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69313-632, Brasil","2 50m 41.0154s N, 60 42m 37.6672s W",69313-632,0
RR,BOA VISTA,UNIDADE BASICA DE SAUDE CAMBARA,RUA RAIMUNDO MENDES DE OLIVEIRA,16,CAMBARA,"RUA RAIMUNDO MENDES DE OLIVEIRA, CAMBARA, BOA VISTA, RR, BRASIL",2.82921,-60.70445,"Rua Raimundo Mendes de Souza Júnior, 69312-032, Boa Vista","2 49m 45.156s N, 60 42m 16.02s W",69312-032,2566540
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DR DIMITRI RAMOS GRANDEZ DE ARAUJO,AV DOS CORRETORE DE IMOVEIS,764,ALVORADA,"AV DOS CORRETORE DE IMOVEIS, ALVORADA, BOA VISTA, RR, BRASIL",2.8195900000000003,-60.75374,"Avenida dos Corretores de Imóveis, 69317-180, Boa Vista","2 49m 10.524s N, 60 45m 13.464s W",69317-180,2566524
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DR RUBELDIMAR MAIA DE AZEVEDO CRUZ,RUA GOV FELIX VALOIS DE ARAUJO,S/N,SAO BENTO,"RUA GOV FELIX VALOIS DE ARAUJO, SAO BENTO, BOA VISTA, RR, BRASIL",2.78207,-60.70407,"Rua Governador Felix Valois de Araújo, 69316, Boa Vista","2 46m 55.452s N, 60 42m 14.652s W",69316,9430016
RR,BOA VISTA,SAUDE ITINERANTE,RUA MADRI,180,AEROPORTO,"RUA MADRI, AEROPORTO, BOA VISTA, RR, BRASIL",2.8310516,-60.6906735,"Rua Madri, Aeroporto, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69310-000, Brasil","2 49m 51.7858s N, 60 41m 26.4246s W",69310-000,6235476
RR,BOA VISTA,REDE CIDADANIA MELHOR IDADE,RUA CABO PM LAURENCE DE MELO,259,CARANA,"RUA CABO PM LAURENCE DE MELO, CARANA, BOA VISTA, RR, BRASIL",2.85228,-60.72241999999999,"Rua Altair Pereira de Melo, 69316, Boa Vista","2 51m 8.208s N, 60 43m 20.712s W",69316,7819110
RR,BOA VISTA,UNIDADE BASICA DE SAUDE SANTA LUZIA,RUA JOSE CASIMIRO DA SILVA,676,SANTA LUZIA,"RUA JOSE CASIMIRO DA SILVA, SANTA LUZIA, BOA VISTA, RR, BRASIL",2.80639,-60.77126,"Rua José Cassimiro da Silva, Boa Vista","2 48m 23.004s N, 60 46m 16.536s W",,2307847
RR,BOA VISTA,CENTRO DE SAUDE DO CORPO DE BOMBEIROS M DE RORAIMA CBMRR,AV VENEZUELA,1271,PRICUMA,"AV VENEZUELA, PRICUMA, BOA VISTA, RR, BRASIL",2.808729,-60.69130229999999,"Avenida Venezuela, Conjunto AECO, Pricumã, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69303-340, Brasil","2 48m 31.4244s N, 60 41m 28.6883s W",69303-340,7728646
RR,BOA VISTA,UNIDADE BASICA DE SAUDE SAYONARA MARIA DANTAS LICARIAO MATOS,AVENIDA RAIMUNDO RODRIGUES COELHO,2280,SENADOR HELIO CAMPOS,"AVENIDA RAIMUNDO RODRIGUES COELHO, SENADOR HELIO CAMPOS, BOA VISTA, RR, BRASIL",2.7991651,-60.770927,"Avenida Raimundo Rodrigues Coelho, Senador Hélio Campos, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69317-382, Brasil","2 47m 56.9944s N, 60 46m 15.3372s W",69317-382,2566591
RR,BOA VISTA,UNIDADE BASICA DE SAUDE IONE SANTIAGO,RUA PRESIDENTE COSTA E SILVA,356,SAO PEDRO,"RUA PRESIDENTE COSTA E SILVA, SAO PEDRO, BOA VISTA, RR, BRASIL",2.825782,-60.6636078,"Rua Presidente Costa e Silva, Conjunto dos Desembargadores e Conselheiros, São Pedro, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69306-680, Brasil","2 49m 32.8152s N, 60 39m 48.9881s W",69306-680,2744554
RR,BOA VISTA,UNIDADE BASICA DE SAUDE DR HELIO MACEDO,RUA JOCA FARIAS,2199,JARDIM CARANA,"RUA JOCA FARIAS, JARDIM CARANA, BOA VISTA, RR, BRASIL",2.8515038,-60.7219454,"Rua Joca Farias, Jardim Caranã, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69313-620, Brasil","2 51m 5.41368s N, 60 43m 19.0034s W",69313-620,2550261
RR,BOA VISTA,UNIDADE BASICA DE SAUDE ASA BRANCA,RUA FRANCISCO CUSTODIO DE ANDRADE,505,ASA BRANCA,"RUA FRANCISCO CUSTODIO DE ANDRADE, ASA BRANCA, BOA VISTA, RR, BRASIL",2.8128427000000005,-60.72185279999999,"Rua Francisco Custódio de Andrade, Loteamento Vila Rorenge, Asa Branca, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69312-493, Brasil","2 48m 46.2337s N, 60 43m 18.6701s W",69312-493,2744465
RR,BOA VISTA,CENT DE REF E ESPEC MEDICAS ANDREIA PATRICIA MADRUGA SARAIVA,RUA PAVAO,S/N,MECEJANA,"RUA PAVAO, MECEJANA, BOA VISTA, RR, BRASIL",2.8228916,-60.6931211,"Rua do Pavão, Mecejana, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69304-360, Brasil","2 49m 22.4098s N, 60 41m 35.236s W",69304-360,2744503
RR,BOA VISTA,POSTO AEROPORTUARIO DE BOA VISTA RR ANVISA,PRACA SANTOS DUMONT,3110,AEROPORTO,"PRACA SANTOS DUMONT, AEROPORTO, BOA VISTA, RR, BRASIL",2.8409521,-60.691313,"Praça Santos Dumont, Aeroporto, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69310-000, Brasil","2 50m 27.4276s N, 60 41m 28.7268s W",69310-000,0
RR,BOA VISTA,UNIDADE BASICA DE SAUDE EDNA BEZERRA DINIZ,RUA FRANCISCO CANDIDO,177,AEROPORTO,"RUA FRANCISCO CANDIDO, AEROPORTO, BOA VISTA, RR, BRASIL",2.8363652000000004,-60.70799279999999,"Rua Francisco Cândido, Loteamento Bom Futuro I - Etapa A, Aeroporto, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69310-078, Brasil","2 50m 10.9147s N, 60 42m 28.7741s W",69310-078,9430032
RR,BOA VISTA,UNIDADE BASICA DE SAUDE JORGE ANDRE GURJAO VIEIRA,RUA CC 24,S/N,CONJUNTO CIDADAO,"RUA CC 24, CONJUNTO CIDADAO, BOA VISTA, RR, BRASIL",2.7989299,-60.7769169,"Rua CC-24, Conjunto Cidadão, Laura Moreira, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69317-382, Brasil","2 47m 56.1476s N, 60 46m 36.9008s W",69317-382,7013337
RR,BOA VISTA,UNIDADE BASICA DE SAUDE OLENKA MACELLARO THOME VIEIRA,AV MARIO HOMEM DE MELO,5075,CAIMBE,"AV MARIO HOMEM DE MELO, CAIMBE, BOA VISTA, RR, BRASIL",2.8238962000000005,-60.718948,"Avenida Mário Homem de Melo, Conjunto Caimbé II, Caimbé, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69312-244, Brasil","2 49m 26.0263s N, 60 43m 8.2128s W",69312-244,2744511
RR,BOA VISTA,UNIDADE BASICA DE SAUDE RAIAR DO SOL,RUA DAS ESTRELAS,672,RAIR DO SOL,"RUA DAS ESTRELAS, RAIR DO SOL, BOA VISTA, RR, BRASIL",2.7746,-60.72002,"Rua das Estrelas, Boa Vista","2 46m 28.56s N, 60 43m 12.072s W",,2566729
RR,BOA VISTA,UNIDADE BASICA DE SAUDE MECEJANA,RUA PAVAO,932,MECEANA,"RUA PAVAO, MECEANA, BOA VISTA, RR, BRASIL",2.82294,-60.69323000000001,"Rua do Pavão, 69304-451, Boa Vista","2 49m 22.584s N, 60 41m 35.628s W",69304-451,2566400
RR,BOA VISTA,UNIDADE BASICA DE SAUDE EQUATORIAL,RUA FRANCISCO REGIA DE MELO,1362,EQUATORIAL,"RUA FRANCISCO REGIA DE MELO, EQUATORIAL, BOA VISTA, RR, BRASIL",2.82449,-60.76504,"Rua Francisco Regis Maciel de Melo, 69317-328, Boa Vista","2 49m 28.164s N, 60 45m 54.144s W",69317-328,2566737
RR,BOA VISTA,UNIDADE BASICA DE SAUDE JARDIM FLORESTA,RUA ANA CECILIA MOTA DA SILVA,S/N,JARDIM FLORESTA,"RUA ANA CECILIA MOTA DA SILVA, JARDIM FLORESTA, BOA VISTA, RR, BRASIL",2.8249927,-60.69885479999999,"Rua Ana Cecilia Mota da Silva, Jardim Floresta, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69312-012, Brasil","2 49m 29.9737s N, 60 41m 55.8773s W",69312-012,2566265
RR,BOA VISTA,UNIDADE BASICA DE SAUDE SAO VICENTE,AV PRESIDENTE CASTELO BRANCO,1875,SAO VICENTE,"AV PRESIDENTE CASTELO BRANCO, SAO VICENTE, BOA VISTA, RR, BRASIL",2.815316,-60.6833079,"Avenida Presidente Castelo Branco, Loteamento São Vicente Industrial, São Vicente, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69303-472, Brasil","2 48m 55.1376s N, 60 40m 59.9084s W",69303-472,2514028
RR,BOA VISTA,UNIDADE BASICA DE SAUDE PROF MARIANO DE ANDRADE,AVENIDA DECO FONTELIS,264,CARANA,"AVENIDA DECO FONTELIS, CARANA, BOA VISTA, RR, BRASIL",2.85087,-60.72281,"Rua R, 69317-579, Boa Vista","2 51m 3.132s N, 60 43m 22.116s W",69317-579,2744546
RR,BOA VISTA,UNIDADE BASICA DE SAUDE PRICUMA,AV VIA DAS FLORES,2347,PRICUMA,"AV VIA DAS FLORES, PRICUMA, BOA VISTA, RR, BRASIL",2.80548,-60.69464,"Rua das Mil Flores, 69309-560, Boa Vista","2 48m 19.728s N, 60 41m 40.704s W",69309-560,2744538
RR,BOA VISTA,UNIDADE BASICA DE SAUDE AYGARA MOTTA PEREIRA,RUA J,256,CIDADE SATELITE,"RUA J, CIDADE SATELITE, BOA VISTA, RR, BRASIL",2.8491473,-60.7482015,"Rua José Lacerda, Conjunto Residencial Belvedere, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69317-544, Brasil","2 50m 56.9303s N, 60 44m 53.5254s W",69317-544,6571999
RR,BOA VISTA,AGENCIA DEFESA AGROPECUARIA DO ESTADO DE RORAIMA ADERR,RUA CORONEL MOTA,1142,CENTRO,"RUA CORONEL MOTA, CENTRO, BOA VISTA, RR, BRASIL",2.8260127,-60.6764268,"Rua Coronel Mota, Centro, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69301-110, Brasil","2 49m 33.6457s N, 60 40m 35.1365s W",69301-110,7769350
RR,BOA VISTA,UNIDADE BASICA DE SAUDE SANTA TEREZA,RUA ARUANA,355,SANTA TEREZA,"RUA ARUANA, SANTA TEREZA, BOA VISTA, RR, BRASIL",2.832503,-60.7336182,"Rua Aruanã, Santa Tereza, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69317-803, Brasil","2 49m 57.0108s N, 60 44m 1.02552s W",69317-803,2566451
RR,BOA VISTA,UNIDADE DE SAUDE DE REFERENCIA DO PFQA,RUA SOLON RODRIGUES PESSOA,615,PINTOLANDIA,"RUA SOLON RODRIGUES PESSOA, PINTOLANDIA, BOA VISTA, RR, BRASIL",2.8104255,-60.7484414,"Rua Solón Rodrigues Pessoa, Pintolândia, Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, 69317-382, Brasil","2 48m 37.5318s N, 60 44m 54.389s W",69317-382,9513973
RR,BONFIM,UBS VILENA,AV BRASIL,S/N,VILA VILENA,"AV BRASIL, VILA VILENA, BONFIM, RR, BRASIL",-10.0174,-51.10386,"Rua R, 78645-000, Vila Rica","10 1m 2.64s S, 51 6m 13.896s W",78645-000,2589966
RR,BONFIM,UBS SAO FRANCISCO,RUA PRINCIPAL,S/N,VILA SAO FRANCISCO,"RUA PRINCIPAL, VILA SAO FRANCISCO, BONFIM, RR, BRASIL",-10.28636,-36.57153,"Rua Alto da Vila São Francisco, 57200-000, Penedo","10 17m 10.896s S, 36 34m 17.508s W",57200-000,2096978
RR,BONFIM,CENTRO DE SAUDE CRISTINO JOSE DA SILVA,RUA JOAO LOPES DE MAGALHAES,S/N,CENTRO,"RUA JOAO LOPES DE MAGALHAES, CENTRO, BONFIM, RR, BRASIL",3.36126,-59.83346,"Rua João Lopes Magalhães, 69380-000, Bonfim","3 21m 40.536s N, 59 50m 0.456s W",69380-000,2320053
RR,BONFIM,UBS NOVA ESPERANCA,RUA PRINCIPAL,S/N,VILA NOVA ESPERANCA,"RUA PRINCIPAL, VILA NOVA ESPERANCA, BONFIM, RR, BRASIL",-2.54294,-44.33134,"Rua Principal & Rua Nova Esperança, 65095, São Luís","2 32m 34.584s S, 44 19m 52.824s W",65095,2367793
RR,BONFIM,UBS DIMINIZ DINIZ DA SILVA,RUA SAO FRANCISCO,S/N,SAO FRANCISCO,"RUA SAO FRANCISCO, SAO FRANCISCO, BONFIM, RR, BRASIL",3.3779800000000004,-59.816,"Rua São Francisco, 69380-000, Bonfim","3 22m 40.728s N, 59 48m 57.6s W",69380-000,3068927
RR,BONFIM,UBS TUCANO,BR 401,S/N,TUCANO,"BR 401, TUCANO, BONFIM, RR, BRASIL",3.1489069,-60.26353,"Rodovia Brasil - Guiana, São Sebastião, Bonfim, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, Brasil","3 8m 56.0648s N, 60 15m 48.708s W",,0
RR,CANTA,POSTO DE SAUDE VILA SAO JOSE KM 20,VILA SAO JOSE,S/N,VILA SAO JOSE,"VILA SAO JOSE, VILA SAO JOSE, CANTA, RR, BRASIL",-28.92544,-49.48144,"Vila São José, Araranguá","28 55m 31.584s S, 49 28m 53.184s W",,0
RR,CANTA,POSTO DE SAUDE SAO RAIMUNDO,RUA PRINCIPAL,S/N,CENTRO,"RUA PRINCIPAL, CENTRO, CANTA, RR, BRASIL",-22.45891,-47.5265,"Rua Principal, 13510-000, Santa Gertrudes","22 27m 32.076s S, 47 31m 35.4s W",13510-000,7175310
