UF,MUNICIPIO,NOME,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,LATITUDE,LONGITUDE,ENDERECO_API,POINT,CEP,CO_CNES
PE,ABREU E LIMA,USF MATINHA,RUA PITI,S/N,MATINHA,"RUA PITI, MATINHA, ABREU E LIMA, PE, BRASIL",-7.8997199999999985,-34.9046,"Rua Piti, 53585-030, Abreu e Lima","7 53m 58.992s S, 34 54m 16.56s W",53585-030,2714140
PE,ABREU E LIMA,USF VILA MILITAR,PE 18,35,CAETES 1,"PE 18, CAETES 1, ABREU E LIMA, PE, BRASIL",-7.924360000000001,-34.91376,"Rua 18, 53540-200, Abreu e Lima","7 55m 27.696s S, 34 54m 49.536s W",53540-200,9169148
PE,ABREU E LIMA,USF CENTRO I,PRACA POLI,S/N,CENTRO,"PRACA POLI, CENTRO, ABREU E LIMA, PE, BRASIL",-7.907707849999999,-34.900072570191405,"Praça Poli, Centro, Abreu e Lima, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, Brasil","7 54m 27.7483s S, 34 54m 0.261253s W",,5921678
PE,ABREU E LIMA,ATENCAO PRISIONAL DE ABREU E LIMA,R SAO CRISTOVAO,S/N,TIMBO,"R SAO CRISTOVAO, TIMBO, ABREU E LIMA, PE, BRASIL",-7.911191199999997,-34.9070779,"Rua Sessenta e Um, Timbó, Abreu e Lima, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 53525-790, Brasil","7 54m 40.2883s S, 34 54m 25.4804s W",53525-790,9602518
PE,ABREU E LIMA,USF EMBRIOES,AVENIDA D,352,CAETES II,"AVENIDA D, CAETES II, ABREU E LIMA, PE, BRASIL",-7.9287409,-34.9217614,"Avenida Ingo Hering, Distrito Industrial, Caets II, Abreu e Lima, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 53530-406, Brasil","7 55m 43.4672s S, 34 55m 18.341s W",53530-406,2713985
PE,ABREU E LIMA,USF CAETES I,RUA CENTO E OITENTA E SEIS,154,CAETES I,"RUA CENTO E OITENTA E SEIS, CAETES I, ABREU E LIMA, PE, BRASIL",-7.918087599999999,-34.9306011,"Rua Cento e Oitenta e Seis, Caetés I, Abreu e Lima, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 53530-406, Brasil","7 55m 5.11536s S, 34 55m 50.164s W",53530-406,2713829
PE,ABREU E LIMA,USF PLANALTO,SEGUNDA TRAVESSA TRINTA E UM DE MARCO,S/N,PLANALTO,"SEGUNDA TRAVESSA TRINTA E UM DE MARCO, PLANALTO, ABREU E LIMA, PE, BRASIL",-7.904352499999999,-34.9167193,"Segunda Travessa Trinta e Um de Março, Planalto, Abreu e Lima, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 53560-133, Brasil","7 54m 15.669s S, 34 55m 0.18948s W",53560-133,2409038
PE,ABREU E LIMA,USF TIMBO,RUA CARLOS GOMES,425,TIMBO,"RUA CARLOS GOMES, TIMBO, ABREU E LIMA, PE, BRASIL",-7.912080199999999,-34.9007394,"Rua Carlos Gomes, Timbó, Abreu e Lima, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 53525-790, Brasil","7 54m 43.4887s S, 34 54m 2.66184s W",53525-790,2713705
PE,ABREU E LIMA,USF CAETES VELHO BAIXO,2 TRAV RUI BARBOSA,S/N,CAETES VELHO,"2 TRAV RUI BARBOSA, CAETES VELHO, ABREU E LIMA, PE, BRASIL",-7.906739999999999,-34.90741,"Travessa Rui Barbosa, 53525-032, Abreu e Lima","7 54m 24.264s S, 34 54m 26.676s W",53525-032,2713578
PE,ABREU E LIMA,USF ENGENHO NOVO,SITIO ENGENHO NOVO,S/N,ENGENHO NOVO,"SITIO ENGENHO NOVO, ENGENHO NOVO, ABREU E LIMA, PE, BRASIL",-7.83294,-34.86421,"Sítio Engenho Novo, 53620, Igarassu","7 49m 58.584s S, 34 51m 51.156s W",53620,2713608
PE,ABREU E LIMA,USF GEMBA ZONA RURAL,RODOVIA PE 018 KM 17,S/N,ZONA RURAL,"RODOVIA PE 018 KM 17, ZONA RURAL, ABREU E LIMA, PE, BRASIL",-7.923660000000001,-34.93084,"Rua 157, 17, 53530-406, Abreu e Lima","7 55m 25.176s S, 34 55m 51.024s W",53530-406,6847536
PE,ABREU E LIMA,USF CAETES VELHO ALTO,RUA 15 DE NOVEMBRO,124,CAETES VELHO,"RUA 15 DE NOVEMBRO, CAETES VELHO, ABREU E LIMA, PE, BRASIL",-7.89758,-34.90139,"Rua Quinze de Novembro, 53585-380, Abreu e Lima","7 53m 51.288s S, 34 54m 5.004s W",53585-380,2713845
PE,ABREU E LIMA,PS PITANGA II,PITANGA I II III,S/N,ZONA RURAL,"PITANGA I II III, ZONA RURAL, ABREU E LIMA, PE, BRASIL",-7.92391,-34.91949,"Caetés II, Abreu e Lima","7 55m 26.076s S, 34 55m 10.164s W",,0
PE,ABREU E LIMA,USF ALTO SAO MIGUEL,RUA MURICI,S/N,ALTO SAO MIGUEL,"RUA MURICI, ALTO SAO MIGUEL, ABREU E LIMA, PE, BRASIL",-7.9008699999999985,-34.908359999999995,"Rua Murici, 53585-040, Abreu e Lima","7 54m 3.132s S, 34 54m 30.096s W",53585-040,2713764
PE,ABREU E LIMA,USF CHA DE CRUZ,RUA ARCO IRIS,S/N,CHA DE CRUZ,"RUA ARCO IRIS, CHA DE CRUZ, ABREU E LIMA, PE, BRASIL",-7.9013565,-35.0631816,"Rua Arco Íris, Lot. Beija Flor, Chã de Cruz, Abreu e Lima, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 53510-040, Brasil","7 54m 4.8834s S, 35 3m 47.4538s W",53510-040,2713896
PE,ABREU E LIMA,USF JAGUARIBE,SITIO JAGUARIBE,211,JAGUARIBE,"SITIO JAGUARIBE, JAGUARIBE, ABREU E LIMA, PE, BRASIL",-7.91150655,-34.885806413528265,"Sitio Jaguaribe, 12, Estrada de Jaguaribe, Centro, Abreu e Lima, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 53500-990, Brasil","7 54m 41.4236s S, 34 53m 8.90309s W",53500-990,2434385
PE,ABREU E LIMA,USF INHAMA,AVENIDA SAO JOAO BATISTA,S/N,INHAMA,"AVENIDA SAO JOAO BATISTA, INHAMA, ABREU E LIMA, PE, BRASIL",-7.8952399999999985,-34.8986,"Avenida São João Batista, Abreu e Lima","7 53m 42.864s S, 34 53m 54.96s W",,2714094
PE,ABREU E LIMA,USF ALTO DA BELA VISTA,RUA ALTO DA BELA VISTA,S/N,ALTO DA BELA VISTA,"RUA ALTO DA BELA VISTA, ALTO DA BELA VISTA, ABREU E LIMA, PE, BRASIL",-7.909553999999999,-34.9004289,"Rua Alto da Bela Vista, Centro, Abreu e Lima, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 53510-428, Brasil","7 54m 34.3944s S, 34 54m 1.54404s W",53510-428,7179251
PE,ABREU E LIMA,COLONIA PENAL FEMININA DE ABREU E LIMA,AV INGO HERING PE 60,50,CAETES II DISTRITO,"AV INGO HERING PE 60, CAETES II DISTRITO, ABREU E LIMA, PE, BRASIL",-7.9287409,-34.9217614,"Avenida Ingo Hering, Distrito Industrial, Caets II, Abreu e Lima, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 53530-406, Brasil","7 55m 43.4672s S, 34 55m 18.341s W",53530-406,0
PE,ABREU E LIMA,USF FOSFATO,RUA SAO SEVERINO,156,CENTRO,"RUA SAO SEVERINO, CENTRO, ABREU E LIMA, PE, BRASIL",-7.9056603,-34.8973766,"Rua São Severino, Centro, Abreu e Lima, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, 53510-000, Brasil","7 54m 20.3771s S, 34 53m 50.5558s W",53510-000,2713616
PE,AFOGADOS DA INGAZEIRA,CTA SAE DR VICENTE JESUS DE LIMA,RUA PADRE LUIZ DE GOES,S/N,CENTRO,"RUA PADRE LUIZ DE GOES, CENTRO, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.75414,-37.63223,"Rua Padre Luiz de Góes, 56800-000, Afogados da Ingazeira","7 45m 14.904s S, 37 37m 56.028s W",56800-000,5357217
PE,AFOGADOS DA INGAZEIRA,ESTRATEGIA DE SAUDE DA FAMILIA SAO FRANCISCO,RUA SETE DE SETEMBRO,S/N,SAO FRANCISCO,"RUA SETE DE SETEMBRO, SAO FRANCISCO, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.74903,-37.64345,"Rua Sete de Setembro, 56800-000, Afogados da Ingazeira","7 44m 56.508s S, 37 38m 36.42s W",56800-000,5874262
PE,AFOGADOS DA INGAZEIRA,PSF BORGES,AVENIDA CENTRAL,S/N,BORGES,"AVENIDA CENTRAL, BORGES, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.75243,-37.62882000000001,"Avenida Central, 56800-000, Afogados da Ingazeira","7 45m 8.748s S, 37 37m 43.752s W",56800-000,2429535
PE,AFOGADOS DA INGAZEIRA,ESF ALTO VERMELHO,SITIO ALTO VERMELHO,S/N,ZONA RURAL,"SITIO ALTO VERMELHO, ZONA RURAL, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.75017,-37.63925,Afogados da Ingazeira,"7 45m 0.612s S, 37 38m 21.3s W",,7373759
PE,AFOGADOS DA INGAZEIRA,ESF MONTE ALEGRE,SITIO MONTE ALEGRE,S/N,ZONA RURAL,"SITIO MONTE ALEGRE, ZONA RURAL, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.75017,-37.63925,Afogados da Ingazeira,"7 45m 0.612s S, 37 38m 21.3s W",,2412322
PE,AFOGADOS DA INGAZEIRA,ESTRATEGIA DE SAUDE DA FAMILIA DA VARZINHA,POVOADO DA VARZINHA,S/N,ZONA RURAL,"POVOADO DA VARZINHA, ZONA RURAL, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.75017,-37.63925,Afogados da Ingazeira,"7 45m 0.612s S, 37 38m 21.3s W",,6222064
PE,AFOGADOS DA INGAZEIRA,PSF PE PEDRO PEREIRA PONTE,RUA JOSE AMANCIO DE BRITO,60,PE PEDRO PEREIRA,"RUA JOSE AMANCIO DE BRITO, PE PEDRO PEREIRA, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.74185,-37.64695,"Rua José Amâncio de Brito, 56800-000, Afogados da Ingazeira","7 44m 30.66s S, 37 38m 49.02s W",56800-000,2635690
PE,AFOGADOS DA INGAZEIRA,PSF SAO SEBASTIAO,RUA SONIA RICARDO,S/N,SAO SEBASTIAO,"RUA SONIA RICARDO, SAO SEBASTIAO, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.74339,-37.63604,"Rua Sônia Ricardo, 56800-000, Afogados da Ingazeira","7 44m 36.204s S, 37 38m 9.744s W",56800-000,2136449
PE,AFOGADOS DA INGAZEIRA,ESTRATEGIA DE SAUDE DA FAMILIA DO POVOADO DE QUEIMADA GRANDE,SITIO QUEIMADA GRANDE,S/N,ZONA RURAL,"SITIO QUEIMADA GRANDE, ZONA RURAL, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.769360000000002,-37.63868,"Estrada para Queimada Grande, 56800-000, Afogados da Ingazeira","7 46m 9.696s S, 37 38m 19.248s W",56800-000,6191118
PE,AFOGADOS DA INGAZEIRA,PSF SOBREIRA,RUA BERTA CELI LEMOS LIBERAL,100,SOBREIRA,"RUA BERTA CELI LEMOS LIBERAL, SOBREIRA, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.75824,-37.64196,"Rua Berta C. Lemos Liberal, 56800-000, Afogados da Ingazeira","7 45m 29.664s S, 37 38m 31.056s W",56800-000,2429519
PE,AFOGADOS DA INGAZEIRA,ESF MANDACARU DO CENTRO II,RUA DR ROBERTO NOGUEIRA LIMA,232,CENTRO,"RUA DR ROBERTO NOGUEIRA LIMA, CENTRO, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.75093,-37.63737,"Rua Roberto Nogueira, 56800-000, Afogados da Ingazeira","7 45m 3.348s S, 37 38m 14.532s W",56800-000,7320647
PE,AFOGADOS DA INGAZEIRA,ESF MANDACARU DO CENTRO I,RUA DR ROBERTO NOGUEIRA LIMA,232,CENTRO,"RUA DR ROBERTO NOGUEIRA LIMA, CENTRO, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.75093,-37.63737,"Rua Roberto Nogueira, 56800-000, Afogados da Ingazeira","7 45m 3.348s S, 37 38m 14.532s W",56800-000,7280602
PE,AFOGADOS DA INGAZEIRA,PSF SAO BRAS,RUA VALDECIR XAVIER DE MENEZES,S/N,SAO BRAS,"RUA VALDECIR XAVIER DE MENEZES, SAO BRAS, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.75858,-37.6372,"Rua Valdeci Navier de Menezes, 56800-000, Afogados da Ingazeira","7 45m 30.888s S, 37 38m 13.92s W",56800-000,2429462
PE,AFOGADOS DA INGAZEIRA,ESF SAO BRAZ DR ORISVALDO INACIO DA SILVA,RUA PROFESSOR VALDECIR XAVIER DE MENEZES,S/N,SAO BRAZ,"RUA PROFESSOR VALDECIR XAVIER DE MENEZES, SAO BRAZ, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.75858,-37.6372,"Rua Valdeci Navier de Menezes, 56800-000, Afogados da Ingazeira","7 45m 30.888s S, 37 38m 13.92s W",56800-000,7961103
PE,AFOGADOS DA INGAZEIRA,ESF DOIS RIACHOS,SITIO DOIS RIACHOS,S/N,ZONA RURAL,"SITIO DOIS RIACHOS, ZONA RURAL, AFOGADOS DA INGAZEIRA, PE, BRASIL",-7.75017,-37.63925,Afogados da Ingazeira,"7 45m 0.612s S, 37 38m 21.3s W",,7348096
PE,AFRANIO,EQUIPE DE ATENCAO BASICA PRISIONAL TIPO I COM SAUDE MENTAL,RUA SETE DE SETEMBRO,139,CENTRO,"RUA SETE DE SETEMBRO, CENTRO, AFRANIO, PE, BRASIL",-8.51494,-41.00756,"Rua Sete de Setembro, 56360-000, Afrânio","8 30m 53.784s S, 41 0m 27.216s W",56360-000,7775253
PE,AFRANIO,POSTO DE SAUDE DE TRES PAUS,SITIO TRES PAUS,S/N,ZONA RURAL,"SITIO TRES PAUS, ZONA RURAL, AFRANIO, PE, BRASIL",-21.35414,-45.50223,"Estrada para Zona Rural Dois, 37190-000, Três Pontas","21 21m 14.904s S, 45 30m 8.028s W",37190-000,0
PE,AFRANIO,ESF ISABEL GOMES,RUA PROJETADA 01,S/N,ROBERTO LUIZ,"RUA PROJETADA 01, ROBERTO LUIZ, AFRANIO, PE, BRASIL",-8.51435,-41.00979,"Rua Roberto Luiz de Lima, 56360-000, Afrânio","8 30m 51.66s S, 41 0m 35.244s W",56360-000,5334128
PE,AFRANIO,ESF MARIA DILURDES DA SILVA,POVOADO DE ARIZONA,5636000000,ZONA RURAL,"POVOADO DE ARIZONA, ZONA RURAL, AFRANIO, PE, BRASIL",-7.477489999999999,-39.84226,"Rua Povoado de Viracao, 56230-000, Exu","7 28m 38.964s S, 39 50m 32.136s W",56230-000,2551675
PE,AFRANIO,ESF JOSE RAMOS,RUA DOIS,S/N,JOSE RAMOS,"RUA DOIS, JOSE RAMOS, AFRANIO, PE, BRASIL",-20.78225,-49.39819,"Rua Dois, 15043-155, São José do Rio Preto","20 46m 56.1s S, 49 23m 53.484s W",15043-155,6420281
PE,AFRANIO,ESF ANA COELHO NONATO,POVOADO DE POCAO,S/N,ZONA RURAL,"POVOADO DE POCAO, ZONA RURAL, AFRANIO, PE, BRASIL",-7.477489999999999,-39.84226,"Rua Povoado de Viracao, 56230-000, Exu","7 28m 38.964s S, 39 50m 32.136s W",56230-000,2551667
PE,AFRANIO,PSF DE EXTREMA,POVOADO DE EXTREMA,S/N,CENTRO,"POVOADO DE EXTREMA, CENTRO, AFRANIO, PE, BRASIL",-8.81734,-36.23268,"Povoado Olho D Água de Dentro, 55420, Canhotinho","8 49m 2.424s S, 36 13m 57.648s W",55420,0
PE,AFRANIO,PSF DE CACHOEIRA DO ROBERTO,POVOADO DE CACHOEIRA DO ROBERTO,S/N,ZONA RURAL,"POVOADO DE CACHOEIRA DO ROBERTO, ZONA RURAL, AFRANIO, PE, BRASIL",-8.63689,-41.14298,"Vila de Cachoeira, Afrânio","8 38m 12.804s S, 41 8m 34.728s W",,0
PE,AFRANIO,ESF JOSE E MARIA RODRIGUES DE MACEDO,SITIO UMBUZEIRO,S/N,ZONA RURAL,"SITIO UMBUZEIRO, ZONA RURAL, AFRANIO, PE, BRASIL",-8.915939999999997,-36.70788,"Estrada Sítio Umbuzeiro, 55355-000, Paranatama","8 54m 57.384s S, 36 42m 28.368s W",55355-000,2635003
PE,AFRANIO,CENTRO DE REABILITACAO,RUA SETE DE SETEMBRO,78,CENTRO,"RUA SETE DE SETEMBRO, CENTRO, AFRANIO, PE, BRASIL",-8.51494,-41.00756,"Rua Sete de Setembro, 56360-000, Afrânio","8 30m 53.784s S, 41 0m 27.216s W",56360-000,6293808
PE,AFRANIO,ESF CUSTODIA MARIA DA CONCEICAO,SITIO CABACEIRA,S/N,ZONA RURAL,"SITIO CABACEIRA, ZONA RURAL, AFRANIO, PE, BRASIL",-8.51642,-41.00794000000001,"Afrânio, PE, Brasil","8 30m 59.112s S, 41 0m 28.584s W",,7942028
PE,AFRANIO,PSF DE BARRA DAS MELANCIAS,POVOADO DE BARRA DAS MELANCIAS,S/N,ZONA RURAL,"POVOADO DE BARRA DAS MELANCIAS, ZONA RURAL, AFRANIO, PE, BRASIL",-22.77175,-43.02121,"Rua Afrânio Rodrigues, 24722, São Gonçalo","22 46m 18.3s S, 43 1m 16.356s W",24722,0
PE,AGRESTINA,POSTO DE SAUDE DE CRUZ DE AGUA BRANCA,VILA CRUZ DE AGUA BRANCA,S/N,ZONA RURAL,"VILA CRUZ DE AGUA BRANCA, ZONA RURAL, AGRESTINA, PE, BRASIL",-8.098989999999999,-35.28191,"Travessa Quinta Vila Nova, 55614, Vitória de Santo Antão","8 5m 56.364s S, 35 16m 54.876s W",55614,0
PE,AGRESTINA,USF DE BARRA DO JARDIM,VILA BARRA DO JARDIM,S/N,ZONA RURAL,"VILA BARRA DO JARDIM, ZONA RURAL, AGRESTINA, PE, BRASIL",-8.07051,-34.92625,"Rua Barra do Jardim, 50760-145, Recife","8 4m 13.836s S, 34 55m 34.5s W",50760-145,0
PE,AGRESTINA,PSF NOVO AGRESTE ANDRELINA TENORIO DE BARROS,RUA VEREADOR BARBOSA VERAS,41,NOVO AGRESTE,"RUA VEREADOR BARBOSA VERAS, NOVO AGRESTE, AGRESTINA, PE, BRASIL",-8.45927,-35.94195,"Rua Vereador José Barbosa Veras, 55495-000, Agrestina","8 27m 33.372s S, 35 56m 31.02s W",55495-000,0
PE,AGRESTINA,UNIDADE DE SAUDE AGUA BRANCA,VILA AGUA BRANCA,S/N,ZONA RURAL,"VILA AGUA BRANCA, ZONA RURAL, AGRESTINA, PE, BRASIL",-8.098989999999999,-35.28191,"Travessa Quinta Vila Nova, 55614, Vitória de Santo Antão","8 5m 56.364s S, 35 16m 54.876s W",55614,7016018
PE,AGRESTINA,UNIDADE DE SAUDE QUEIMADA DO PEREIRA,SITIO QUEIMADA DO PEREIRA,S/N,ZONA RURAL,"SITIO QUEIMADA DO PEREIRA, ZONA RURAL, AGRESTINA, PE, BRASIL",-7.9424,-36.20691,"Avenida João Pereira de Abreu, 55192-630, Santa Cruz do Capibaribe","7 56m 32.64s S, 36 12m 24.876s W",55192-630,0
PE,AGRESTINA,USF DO LOTEAMENTO MARIA RIBEIRO,RUA11,40,MARIA RIBEIRO,"RUA11, MARIA RIBEIRO, AGRESTINA, PE, BRASIL",-9.38903,-40.46984000000001,"Rua Soldado José Maria Ribeiro, Petrolina","9 23m 20.508s S, 40 28m 11.424s W",,2434008
PE,AGRESTINA,USF DE BARRA DO CHATA,VILA BARRA DO CHATA,S/N,ZONA RURAL,"VILA BARRA DO CHATA, ZONA RURAL, AGRESTINA, PE, BRASIL",-7.817310000000001,-34.92049,"Rua do Beco, 53620, Igarassu","7 49m 2.316s S, 34 55m 13.764s W",53620,0
PE,AGRESTINA,POSTO DE SAUDE DE SANTA TEREZA,VILASANTA TEREZA,S/N,ZONA RURAL,"VILASANTA TEREZA, ZONA RURAL, AGRESTINA, PE, BRASIL",-23.88267,-46.41643,"Rua Padre Primo Maria Vieira, 11500-200, Cubatão","23 52m 57.612s S, 46 24m 59.148s W",11500-200,0
PE,AGRESTINA,USF PEDRO MENDES DA SILVA,RUA JOSE MATIAS DE OLIVEIRA,105,CAMPO NOVO,"RUA JOSE MATIAS DE OLIVEIRA, CAMPO NOVO, AGRESTINA, PE, BRASIL",-8.46123,-35.9387,"Rua José Matias de Oliveira, 55495-000, Agrestina","8 27m 40.428s S, 35 56m 19.32s W",55495-000,0
PE,AGRESTINA,USF RAFAEL MACIEL,RUA MARIA DO CARMO LUCENA,44,CENTRO,"RUA MARIA DO CARMO LUCENA, CENTRO, AGRESTINA, PE, BRASIL",-7.906439999999999,-36.0495,"Rua Maria do Carmo Lucena, 55790-000, Taquaritinga do Norte","7 54m 23.184s S, 36 2m 58.2s W",55790-000,0
PE,AGRESTINA,USF DE PE DE SERRA DOS MENDES,VILA PE DE SERRA DOS MENDES,S/N,ZONA RURAL,"VILA PE DE SERRA DOS MENDES, ZONA RURAL, AGRESTINA, PE, BRASIL",-11.83392,-39.60811,"Rua Izidório Joaquim dos Santos, 44655-000, Pé de Serra","11 50m 2.112s S, 39 36m 29.196s W",44655-000,0
PE,AGRESTINA,USF MARIA ALICE DAMASCENO ALVES,AVENIDA DR GENIVAL VASCONCELOS,76,IPIRANGA,"AVENIDA DR GENIVAL VASCONCELOS, IPIRANGA, AGRESTINA, PE, BRASIL",-8.45578,-35.94189,"Avenida Doutor Genival de Vasconcelos, 55495-000, Agrestina","8 27m 20.808s S, 35 56m 30.804s W",55495-000,0
PE,AGRESTINA,USF DA 21 DE ABRIL PEDRO SOARES LEITE PEDRO CARLOTA,RUA DOM LUIZ DE BRITO,S/N,CENTRO,"RUA DOM LUIZ DE BRITO, CENTRO, AGRESTINA, PE, BRASIL",-8.45737,-35.95276,"Rua Dom Luiz de Brito, 55495-000, Agrestina","8 27m 26.532s S, 35 57m 9.936s W",55495-000,0
PE,AGRESTINA,PSF DO UMBUZEIRO ROSINETE MARIA DOS SANTOS,VILA SANTA TEREZA,S/N,ZONA RURAL,"VILA SANTA TEREZA, ZONA RURAL, AGRESTINA, PE, BRASIL",-23.88267,-46.41643,"Rua Padre Primo Maria Vieira, 11500-200, Cubatão","23 52m 57.612s S, 46 24m 59.148s W",11500-200,0
