UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
PI,ALTOS,PS QUILOMBO,QUILOMBO ZONA RURAL,S/N,ZONA RURAL,"QUILOMBO ZONA RURAL, ZONA RURAL, ALTOS, PI, BRASIL",-12.41631,-41.78971,"Estrada Vicinal Para Tenda Zona Rural, Seabra","12 24m 58.716s S, 41 47m 22.956s W"
PI,ALTOS,PS DA TRANQUEIRA,RUA SAO FRANCISCO,S/N,TRANQUEIRA,"RUA SAO FRANCISCO, TRANQUEIRA, ALTOS, PI, BRASIL",-5.03313,-42.47381,"Rua São Francisco, 64290-000, Altos","5 1m 59.268s S, 42 28m 25.716s W"
PI,ALTOS,UBS ZUNDAO,LOCALIDADE ZUNDAO,S/N,ZONA RURAL,"LOCALIDADE ZUNDAO, ZONA RURAL, ALTOS, PI, BRASIL",,,,
PI,ALTOS,POSTO DE SAUDE SAO JOSE,RUA EPITACIO PESSOA,2280,CENTRO,"RUA EPITACIO PESSOA, CENTRO, ALTOS, PI, BRASIL",-5.0401,-42.45687,"Rua Epitácio Pessoa, 64290-000, Altos","5 2m 24.36s S, 42 27m 24.732s W"
PI,ALTOS,EQUIPE DE SAUDE PRISIONAL CARLOS JOSE GOMES DE ASSIS,BR 343 KM 25,S/N,ZONA RURAL,"BR 343 KM 25, ZONA RURAL, ALTOS, PI, BRASIL",-4.83057,-42.16407,"Rua Alberto Bona, 25, 64280-000, Campo Maior","4 49m 50.052s S, 42 9m 50.652s W"
PI,ALTOS,CS DE ALTOS,RUA EPITACIO PESSOA,2280,CENTRO,"RUA EPITACIO PESSOA, CENTRO, ALTOS, PI, BRASIL",-5.0401,-42.45687,"Rua Epitácio Pessoa, 64290-000, Altos","5 2m 24.36s S, 42 27m 24.732s W"
PI,ALTOS,POSTO DE SAUDE BOM PASSAR,LOCALIDADE BOM PASSAR,1,ZONA RURAL,"LOCALIDADE BOM PASSAR, ZONA RURAL, ALTOS, PI, BRASIL",-5.02108,-42.47721,"Estrada para Bom Jardim, Altos","5 1m 15.888s S, 42 28m 37.956s W"
PI,ALTOS,PS DO SAO LUIS,SAO LUIS,S/N,SAO LUIS,"SAO LUIS, SAO LUIS, ALTOS, PI, BRASIL",-5.04003,-42.44867,"São Luis, Altos","5 2m 24.108s S, 42 26m 55.212s W"
PI,ALTOS,PS DO BACURIZEIRO,RUA ALFREDO ROSA,1501,BACURIZEIRO,"RUA ALFREDO ROSA, BACURIZEIRO, ALTOS, PI, BRASIL",-5.02727,-42.4545,"Rua Alfredo Rosa, 64290-000, Altos","5 1m 38.172s S, 42 27m 16.2s W"
PI,ALTOS,PS MARAVILHA,RUA SANTO ANTONIO,S/N,MARAVILHA,"RUA SANTO ANTONIO, MARAVILHA, ALTOS, PI, BRASIL",-5.04846,-42.44821,"Rua Santo Antônio, Altos","5 2m 54.456s S, 42 26m 53.556s W"
PI,ALTOS,POSTO DE SAUDE ESTRELA DO NORTE,LOCALIDADE ESTRELA DO NORTE,1,ZONA RURAL,"LOCALIDADE ESTRELA DO NORTE, ZONA RURAL, ALTOS, PI, BRASIL",-5.07648,-42.82363,"Rua Rio Grande do Norte & Rua Rui Barbosa Zona Norte, 64003, Teresina","5 4m 35.328s S, 42 49m 25.068s W"
PI,ALTOS,PS DA PRATA,PRATA ZONA RURAL,S/N,ZONA RURAL,"PRATA ZONA RURAL, ZONA RURAL, ALTOS, PI, BRASIL",-12.41631,-41.78971,"Estrada Vicinal Para Tenda Zona Rural, Seabra","12 24m 58.716s S, 41 47m 22.956s W"
PI,ALVORADA DO GURGUEIA,UBS ODONEL GONCALVES DE MOURA,BARRA DE SANTANA,S/N,ZONA RURAL,"BARRA DE SANTANA, ZONA RURAL, ALVORADA DO GURGUEIA, PI, BRASIL",-8.44517,-43.86433,Alvorada do Gurgueia,"8 26m 42.612s S, 43 51m 51.588s W"
PI,ALVORADA DO GURGUEIA,C DE S DE ALVORADA DO GURGUEIA PSF,R 01,S/N,CENTRO,"R 01, CENTRO, ALVORADA DO GURGUEIA, PI, BRASIL",-8.08618,-43.77813,"Rua 01, 64885-000, Colônia do Gurgueia","8 5m 10.248s S, 43 46m 41.268s W"
PI,ALVORADA DO GURGUEIA,UBS MARIA JOANA TORRES DA SILVA MAE CASADA,PROJETO PIAUI,S/N,Z RURAL,"PROJETO PIAUI, Z RURAL, ALVORADA DO GURGUEIA, PI, BRASIL",-8.44517,-43.86433,Alvorada do Gurgueia,"8 26m 42.612s S, 43 51m 51.588s W"
PI,AMARANTE,PS MIMBO,POVOADO MIMBO,S/N,MIMBO,"POVOADO MIMBO, MIMBO, AMARANTE, PI, BRASIL",-4.26376,-41.75897,"Rua Irmã Timbó, 64260-000, Piripiri","4 15m 49.536s S, 41 45m 32.292s W"
PI,AMARANTE,PS PIRIPIRI,POVOADO PIRIPIRI,S/N,ZONA RURAL,"POVOADO PIRIPIRI, ZONA RURAL, AMARANTE, PI, BRASIL",-5.11927,-42.80466,"Rua Piripiri & Rua Riachuelo Zona Sul, 64019, Teresina","5 7m 9.372s S, 42 48m 16.776s W"
PI,AMARANTE,PS MALHADINHA,POVOADO MALHADINHA,S/N,POVOADO MALHADINHA,"POVOADO MALHADINHA, POVOADO MALHADINHA, AMARANTE, PI, BRASIL",-3.53442,-39.50763,"Povoado Ipu Mazagão, Itapipoca","3 32m 3.912s S, 39 30m 27.468s W"
PI,AMARANTE,PS DE VARZEA,BAIRRO VARZEA,S/N,ZONA RURAL,"BAIRRO VARZEA, ZONA RURAL, AMARANTE, PI, BRASIL",-31.92239,-52.29572,"Corredor da Várzea & Estrada Barro Vermelho, 96222, Rio Grande","31 55m 20.604s S, 52 17m 44.592s W"
PI,AMARANTE,PS RODRIGO MENDES,POVOADO RODRIGO MENDES,S/N,ZONA RURAL,"POVOADO RODRIGO MENDES, ZONA RURAL, AMARANTE, PI, BRASIL",-6.24398,-42.8546,"Rua Álvaro Mendes, 64400-000, Amarante","6 14m 38.328s S, 42 51m 16.56s W"
PI,AMARANTE,PS ELIZIO,POVOADO ELIZIO,S/N,ZONA RURAL,"POVOADO ELIZIO, ZONA RURAL, AMARANTE, PI, BRASIL",,,,
PI,AMARANTE,UNIDADE BASICA DE SAUDE AUTA ROSA,BR 343,110,AMARANTE NOVO,"BR 343, AMARANTE NOVO, AMARANTE, PI, BRASIL",-6.33797,-42.79432,"BR-343, 64400-000, Amarante","6 20m 16.692s S, 42 47m 39.552s W"
PI,AMARANTE,PS ARARAS,POVOADO ARARAS,S/N,ZONA RURAL,"POVOADO ARARAS, ZONA RURAL, AMARANTE, PI, BRASIL",,,,
PI,AMARANTE,PS POCO DANTAS,POVOADO POCO DANTAS,S/N,ZONA RURAL,"POVOADO POCO DANTAS, ZONA RURAL, AMARANTE, PI, BRASIL",-6.44948,-41.93152,"Estrada para o Povoado Barras & Rua Mundico Dantas, 64530, Novo Oriente do Piauí","6 26m 58.128s S, 41 55m 53.472s W"
PI,AMARANTE,PS NOVO ESTADO,POVOADO NOVO ESTADO,S/N,POVOADO NOVO ESTADO,"POVOADO NOVO ESTADO, POVOADO NOVO ESTADO, AMARANTE, PI, BRASIL",-10.71045,-62.26104,"Jardim Novo Estado, Ouro Preto do Oeste","10 42m 37.62s S, 62 15m 39.744s W"
PI,AMARANTE,PS LAGOA,POVOADO LAGOA,S/N,ZONA RURAL,"POVOADO LAGOA, ZONA RURAL, AMARANTE, PI, BRASIL",,,,
PI,AMARANTE,PS AREIAS,RUA JOSE TEIXEIRA,S/N,CENTRO,"RUA JOSE TEIXEIRA, CENTRO, AMARANTE, PI, BRASIL",-6.23474,-42.85805,"Rua José Teixeira, 64400-000, Amarante","6 14m 5.064s S, 42 51m 28.98s W"
PI,AMARANTE,CS MAMEDE RODRIGUES,AV AFRANIO FILHO,S/N,VARJOTA,"AV AFRANIO FILHO, VARJOTA, AMARANTE, PI, BRASIL",-6.24323,-42.84411,"Avenida Afrânio Filho, 64400-000, Amarante","6 14m 35.628s S, 42 50m 38.796s W"
PI,AMARANTE,PS CONCEICAO,POVOADO CONCEICAO,S/N,ZONA RURAL,"POVOADO CONCEICAO, ZONA RURAL, AMARANTE, PI, BRASIL",,,,
PI,AMARANTE,PS SACO DOS MELOS,POVOADO SACOS DOS MELOS,S/N,ZONA RURAL,"POVOADO SACOS DOS MELOS, ZONA RURAL, AMARANTE, PI, BRASIL",,,,
PI,AMARANTE,PS SACO DA CACHOEIRA,POVOADO SACO DA CACHOEIRA,S/N,ZONA RURAL,"POVOADO SACO DA CACHOEIRA, ZONA RURAL, AMARANTE, PI, BRASIL",,,,
PI,ANGICAL DO PIAUI,PS DO MONTE VIDEU PSF,MONTEVIDEU,S/N,MONTE VIDEU,"MONTEVIDEU, MONTE VIDEU, ANGICAL DO PIAUI, PI, BRASIL",-6.08593,-42.73949,Angical do Piauí,"6 5m 9.348s S, 42 44m 22.164s W"
PI,ANGICAL DO PIAUI,UMS JURANDI MENDES,RUA JOAO RIBEIRO,S/N,CENTRO,"RUA JOAO RIBEIRO, CENTRO, ANGICAL DO PIAUI, PI, BRASIL",-6.08787,-42.73917,"Rua João Ribeiro, 64410-000, Angical do Piauí","6 5m 16.332s S, 42 44m 21.012s W"
PI,ANGICAL DO PIAUI,PS DO NOVO HORIZONTE,POVOADO NOVO HORIZONTE,S/N,NOVO HORIZONTE,"POVOADO NOVO HORIZONTE, NOVO HORIZONTE, ANGICAL DO PIAUI, PI, BRASIL",-5.11323,-42.74233,"Novo Horizonte, Teresina","5 6m 47.628s S, 42 44m 32.388s W"
PI,ANGICAL DO PIAUI,CS DE ANGICAL,PRACA HELVIDIO NUNES,S/N,CENTRO,"PRACA HELVIDIO NUNES, CENTRO, ANGICAL DO PIAUI, PI, BRASIL",-6.08729,-42.73662,"Praça Governador Helvídio Nunes, 64410-000, Angical do Piauí","6 5m 14.244s S, 42 44m 11.832s W"
PI,ANGICAL DO PIAUI,PS DO RECREIO PSF,POVOADO RECREIO,S/N,RECREIO,"POVOADO RECREIO, RECREIO, ANGICAL DO PIAUI, PI, BRASIL",-6.09439,-42.74478,"Estrada para o Recreio, 64410-000, Angical do Piauí","6 5m 39.804s S, 42 44m 41.208s W"
PI,ANGICAL DO PIAUI,PS DO RETIRO,POVOADO RETIRO,S/N,RETIRO,"POVOADO RETIRO, RETIRO, ANGICAL DO PIAUI, PI, BRASIL",-6.07983,-42.71926,"Estrada para o Povoado Retiro, 64410-000, Angical do Piauí","6 4m 47.388s S, 42 43m 9.336s W"
PI,ANGICAL DO PIAUI,PS GONCALO FIRMINO,POVOADO SANGRADOURO,S/N,SANGRADOURO,"POVOADO SANGRADOURO, SANGRADOURO, ANGICAL DO PIAUI, PI, BRASIL",-6.08593,-42.73949,Angical do Piauí,"6 5m 9.348s S, 42 44m 22.164s W"
PI,ANGICAL DO PIAUI,PS PIRANHAS,POV PIRANHAS,S/N,PIRANHAS,"POV PIRANHAS, PIRANHAS, ANGICAL DO PIAUI, PI, BRASIL",-6.08593,-42.73949,Angical do Piauí,"6 5m 9.348s S, 42 44m 22.164s W"
PI,ANGICAL DO PIAUI,PS CALDEIRAO,POVOADO CALDEIRAO,S/N,CALDEIRAO,"POVOADO CALDEIRAO, CALDEIRAO, ANGICAL DO PIAUI, PI, BRASIL",-6.09604,-42.72219,"Estrada para Povoado Caldeirão, 64410-000, Angical do Piauí","6 5m 45.744s S, 42 43m 19.884s W"
PI,ANISIO DE ABREU,UBS ARCANJA MARIA DA CONCEICAO,LOCBAIXAO DO SANTO,0,BAIXAO DO SANTO,"LOCBAIXAO DO SANTO, BAIXAO DO SANTO, ANISIO DE ABREU, PI, BRASIL",-8.11098,-42.95173,"Rua Anísio de Abreu, 64890-000, Canto do Buriti","8 6m 39.528s S, 42 57m 6.228s W"
PI,ANISIO DE ABREU,UBS MAE LUZIA,RUA LINO RIBEIRO SOARES,75,CENTRO,"RUA LINO RIBEIRO SOARES, CENTRO, ANISIO DE ABREU, PI, BRASIL",-9.18929,-43.04652,"Rua Lino Ribeiro, 64780-000, Anísio de Abreu","9 11m 21.444s S, 43 2m 47.472s W"
PI,ANISIO DE ABREU,UMS DE ANISIO DE ABREU,AV CAPITAO MONUEL LUIZ,611,CENTRO,"AV CAPITAO MONUEL LUIZ, CENTRO, ANISIO DE ABREU, PI, BRASIL",-9.18804,-43.04917,"Avenida Capitão Manoel Luís, 64780-000, Anísio de Abreu","9 11m 16.944s S, 43 2m 57.012s W"
PI,ANTONIO ALMEIDA,UAS NAPOLEAO DA COSTA VELOSO,RUA PIAUI,10,OURO PRETO,"RUA PIAUI, OURO PRETO, ANTONIO ALMEIDA, PI, BRASIL",-7.23521,-44.18806,"Rua Piaui, 64855-000, Antônio Almeida","7 14m 6.756s S, 44 11m 17.016s W"
PI,ANTONIO ALMEIDA,UBS DO ASSENTAMENTO BELEZA,LOCALIDADE ASSENTAMENTO BELEZA,S/N,ZONA RURAL,"LOCALIDADE ASSENTAMENTO BELEZA, ZONA RURAL, ANTONIO ALMEIDA, PI, BRASIL",,,,
PI,AROAZES,PSF PIRIPIRI VELHO PSF,POVOADO PIRIPIRI VELHO,S/N,ZONZ RURAL,"POVOADO PIRIPIRI VELHO, ZONZ RURAL, AROAZES, PI, BRASIL",-5.0428,-42.8285,"Rua Rui Barbosa Zona Norte, 64005-680, Teresina","5 2m 34.08s S, 42 49m 42.6s W"
PI,AROAZES,POSTO DE SAUDE DE AROAZES PSF,RUA 27 DE FEVEREIRO,S/N,CENTRO,"RUA 27 DE FEVEREIRO, CENTRO, AROAZES, PI, BRASIL",-15.67741,-58.08922,"Rua 27 de Fevereiro, 27, 78280-000, Mirassol d'Oeste","15 40m 38.676s S, 58 5m 21.192s W"
PI,AROAZES,POSTO DE SAUDE DA LOCALIDADE BOQUEIRAO,LOCALIDADE BOQUEIRAO,S/N,ZONA RURAL,"LOCALIDADE BOQUEIRAO, ZONA RURAL, AROAZES, PI, BRASIL",-6.11039,-41.77727,"Estrada do Boquerao, 64310-000, Aroazes","6 6m 37.404s S, 41 46m 38.172s W"
PI,AROAZES,POSTO DE SAUDE DA LOCALIDADE MIGUEL ALVES,MIGUEL ALVES,S/N,ZONA RURAL,"MIGUEL ALVES, ZONA RURAL, AROAZES, PI, BRASIL",-4.16663,-42.89369,Miguel Alves,"4 9m 59.868s S, 42 53m 37.284s W"
PI,AROAZES,UMS DE AROAZES,AV 27 DE FEVEREIRO,905,CENTRO,"AV 27 DE FEVEREIRO, CENTRO, AROAZES, PI, BRASIL",-6.11113,-41.78844,"Avenida Vinte e Sete de Fevereiro, 64310-000, Aroazes","6 6m 40.068s S, 41 47m 18.384s W"
