UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point,cep
MA,ACAILANDIA,UNIDADE BASICA DE SAUDE DR JOSUE DE CASTRO,RUA DO CAMPO,S/N,NOVA CONQUISTA,"RUA DO CAMPO, NOVA CONQUISTA, ACAILANDIA, MA, BRASIL",-4.955948200000001,-47.7465376,"Rua do Campo, Nova Conquista, Açailândia, Região Geográfica Imediata de Açailândia, Região Geográfica Intermediária de Imperatriz, Maranhão, Região Nordeste, Brasil","4 57m 21.4135s S, 47 44m 47.5354s W",
MA,ACAILANDIA,UNIDADE BASICA DE SAUDE SUDELANDIA,RUA SANTO ANTONIO,S/N,50 BIS,"RUA SANTO ANTONIO, 50 BIS, ACAILANDIA, MA, BRASIL",-4.4934099000000005,-46.8566869,"Rua Santo Antonio, Bom Jesus das Selvas, Região Geográfica Imediata de Açailândia, Região Geográfica Intermediária de Imperatriz, Maranhão, Região Nordeste, 65395-000, Brasil","4 29m 36.2756s S, 46 51m 24.0728s W",65395-000
MA,ACAILANDIA,UNIDADE BASICA DE SAUDE CIKEL,RUA CIKEL,S/N,CIKEL,"RUA CIKEL, CIKEL, ACAILANDIA, MA, BRASIL",-4.93877,-47.50675,"Rua Brasil, 65930-000, Açailândia","4 56m 19.572s S, 47 30m 24.3s W",65930-000
MA,AFONSO CUNHA,UBSF RAIMUNDO DOS SANTOS LIMA,RUA ZILMAR BACELAR,S/N,TRIZIDELA,"RUA ZILMAR BACELAR, TRIZIDELA, AFONSO CUNHA, MA, BRASIL",-4.13282,-43.32141,"Rua Zilmar Bacelar, 65505-000, Afonso Cunha","4 7m 58.152s S, 43 19m 17.076s W",65505-000
MA,AFONSO CUNHA,UBSF RAIMUNILDE DA SILVA REIS,PRACA DA COMUNIDADE,50,CENTRO,"PRACA DA COMUNIDADE, CENTRO, AFONSO CUNHA, MA, BRASIL",-4.13155,-43.32301,"Rua Valmir Vaz da Costa, 65505-000, Afonso Cunha","4 7m 53.58s S, 43 19m 22.836s W",65505-000
MA,AFONSO CUNHA,UBSF RAIMUNDO DE MELO DUQUE BACELAR,POVOADO LOLOIA,S/N,ZONA RURAL,"POVOADO LOLOIA, ZONA RURAL, AFONSO CUNHA, MA, BRASIL",-4.13901,-43.32454,Afonso Cunha,"4 8m 20.436s S, 43 19m 28.344s W",
MA,AGUA DOCE DO MARANHAO,UBSF DE FREIXEIRAS,POVOADO FREIXEIRAS,S/N,FREXEIRAS,"POVOADO FREIXEIRAS, FREXEIRAS, AGUA DOCE DO MARANHAO, MA, BRASIL",-2.84014,-42.11917,Água Doce do Maranhão,"2 50m 24.504s S, 42 7m 9.012s W",
MA,AGUA DOCE DO MARANHAO,UBSF DO COQUEIRO,POVOADO COQUEIRO,S/N,COQUEIRO,"POVOADO COQUEIRO, COQUEIRO, AGUA DOCE DO MARANHAO, MA, BRASIL",-2.84014,-42.11917,Água Doce do Maranhão,"2 50m 24.504s S, 42 7m 9.012s W",
MA,AGUA DOCE DO MARANHAO,UBSF DE CANA BRAVA,POVOADO CANA BRAVA,S/N,CANA BRAVA,"POVOADO CANA BRAVA, CANA BRAVA, AGUA DOCE DO MARANHAO, MA, BRASIL",-5.83392,-43.83908,"Travessa Cana Brava, 65685-000, Buriti Bravo","5 50m 2.112s S, 43 50m 20.688s W",65685-000
MA,AGUA DOCE DO MARANHAO,UBSF DE SALGADINHO,RUA NOSSA SENHORA DO CARMO,S/N,SALGADINHO,"RUA NOSSA SENHORA DO CARMO, SALGADINHO, AGUA DOCE DO MARANHAO, MA, BRASIL",-2.84005,-42.11881,"Rua Nossa Senhora do Carmo, 65578-000, Água Doce do Maranhão","2 50m 24.18s S, 42 7m 7.716s W",65578-000
MA,AGUA DOCE DO MARANHAO,UBSF AGUA DOCE,RUA DE NAZARE,S/N,CENTRO,"RUA DE NAZARE, CENTRO, AGUA DOCE DO MARANHAO, MA, BRASIL",-2.83864,-42.11772,"Rua Nossa Senhora de Nazaré, 65578-000, Água Doce do Maranhão","2 50m 19.104s S, 42 7m 3.792s W",65578-000
MA,AGUA DOCE DO MARANHAO,UBSF CURVINHA,RUA CURVINHA,S/N,CURVINHA,"RUA CURVINHA, CURVINHA, AGUA DOCE DO MARANHAO, MA, BRASIL",-2.84014,-42.11917,Água Doce do Maranhão,"2 50m 24.504s S, 42 7m 9.012s W",
MA,ALCANTARA,UNIDADE DE SAUDE DA FAMILIA DO SAO JOAO DE CORTES,SAO JOAO DE CORTES,S/N,POVOADO SAO JOAO DE,"SAO JOAO DE CORTES, POVOADO SAO JOAO DE, ALCANTARA, MA, BRASIL",-22.80385,-43.37263,São João de Meriti,"22 48m 13.86s S, 43 22m 21.468s W",
MA,ALCANTARA,POSTO DE SAUDE DO LISBOA,POVOADO LISBOA,S/N,LISBOA,"POVOADO LISBOA, LISBOA, ALCANTARA, MA, BRASIL",-5.44695,-47.40128,João Lisboa,"5 26m 49.02s S, 47 24m 4.608s W",
MA,ALCANTARA,POSTO DE SAUDE DO CENTRO ALEGRE,POVOADO CENTRO ALEGRE,S/N,CENTRO ALEGRE,"POVOADO CENTRO ALEGRE, CENTRO ALEGRE, ALCANTARA, MA, BRASIL",-2.45796,-46.04078,"Rua Alto Alegre, 65288-000, Centro do Guilherme","2 27m 28.656s S, 46 2m 26.808s W",65288-000
MA,ALCANTARA,POSTO DE SAUDE DO GOIABAL,POVOADO GOIABAL,S/N,GOIABAL,"POVOADO GOIABAL, GOIABAL, ALCANTARA, MA, BRASIL",-4.01532,-44.45127,"Goiaba, 65470-000, São Mateus do Maranhão","4 0m 55.152s S, 44 27m 4.572s W",65470-000
MA,ALCANTARA,UNIDADE DE SAUDE DA FAMILIA DO RAIMUNDO SU,POVOADO RAIMUNDO SU,S/N,RAIMUNDO SU,"POVOADO RAIMUNDO SU, RAIMUNDO SU, ALCANTARA, MA, BRASIL",-7.02114,-45.47824,São Raimundo das Mangabeiras,"7 1m 16.104s S, 45 28m 41.664s W",
MA,ALCANTARA,UNIDADE DE SAUDE DA FAMILIA DO CUJUPE,POVOADO CUJUPE,S/N,CUJUPE,"POVOADO CUJUPE, CUJUPE, ALCANTARA, MA, BRASIL",-2.40384,-44.41363,Alcântara,"2 24m 13.824s S, 44 24m 49.068s W",
MA,ALCANTARA,UNIDADE BASICA DE SAUDE CARAVELAS,RUA DR SILVA MAIA,130,CARAVELAS,"RUA DR SILVA MAIA, CARAVELAS, ALCANTARA, MA, BRASIL",-4.46048,-43.87976,"Rua Doutor Silva Maia, 65400-000, Codó","4 27m 37.728s S, 43 52m 47.136s W",65400-000
MA,ALCANTARA,POSTO DE SAUDE CANELATIUA,POVOADO CANELATIUA,S/N,POVOADO CANELATIUA,"POVOADO CANELATIUA, POVOADO CANELATIUA, ALCANTARA, MA, BRASIL",-4.21713,-44.75323,"Estrada para Povoado Limeira, 65700-000, Bacabal","4 13m 1.668s S, 44 45m 11.628s W",65700-000
MA,ALCANTARA,UNIDADE DE SAUDE DA FAMILIA DO PEPTAL,POVOADO PEPTAL,S/N,POVOADO PEPTAL,"POVOADO PEPTAL, POVOADO PEPTAL, ALCANTARA, MA, BRASIL",-4.21713,-44.75323,"Estrada para Povoado Limeira, 65700-000, Bacabal","4 13m 1.668s S, 44 45m 11.628s W",65700-000
MA,ALCANTARA,UNIDADE DE SAUDE DA FAMILIA DO OITIUA,POVOADO OITIUA,S/N,POVOADO OITIUA,"POVOADO OITIUA, POVOADO OITIUA, ALCANTARA, MA, BRASIL",-4.21713,-44.75323,"Estrada para Povoado Limeira, 65700-000, Bacabal","4 13m 1.668s S, 44 45m 11.628s W",65700-000
MA,ALCANTARA,UNIDADE DE SAUDE DA FAMILIA DE PEROBA DE CIMA,POVOADO PEROBA DE CIMA,S/N,PEROBA DE CIMA,"POVOADO PEROBA DE CIMA, PEROBA DE CIMA, ALCANTARA, MA, BRASIL",-4.93105,-37.10035,"Povoado Upanema de Cima, 59655-000, Areia Branca","4 55m 51.78s S, 37 6m 1.26s W",59655-000
MA,ALCANTARA,UNIDADE DE SAUDE DA FAMILIA DO JAPEU,POVOADO JAPEU,S/N,POVOADO JAPEU,"POVOADO JAPEU, POVOADO JAPEU, ALCANTARA, MA, BRASIL",-4.21713,-44.75323,"Estrada para Povoado Limeira, 65700-000, Bacabal","4 13m 1.668s S, 44 45m 11.628s W",65700-000
MA,ALCANTARA,POSTO DE SAUDE CAJUEIRO,AGROVILA DO CAJUEIRO,S/N,AGROVILA CAJUEIRO,"AGROVILA DO CAJUEIRO, AGROVILA CAJUEIRO, ALCANTARA, MA, BRASIL",-2.54357,-44.18779,"Estrada do Cajueiro, Maranhão","2 32m 36.852s S, 44 11m 16.044s W",
MA,ALCANTARA,UNIDADE BASICA DE SAUDE NAYRES DA CRUZ RODRIGUES,MA 106,100,MANGUEIRAL,"MA 106, MANGUEIRAL, ALCANTARA, MA, BRASIL",-2.42598,-44.60859,"MA-106, 65250-000, Alcântara","2 25m 33.528s S, 44 36m 30.924s W",65250-000
MA,ALDEIAS ALTAS,U B S NENEM LOPES,POVOADO SANTO ANTONIO,S/N,ZONA RURAL,"POVOADO SANTO ANTONIO, ZONA RURAL, ALDEIAS ALTAS, MA, BRASIL",-4.62535,-43.47092,"Rua Antônio Aniceto Pereira, Aldeias Altas","4 37m 31.26s S, 43 28m 15.312s W",
MA,ALDEIAS ALTAS,U B S DR DOUVER SANTOS,POVOADO CRIOLY II,S/N,ZONA RURAL,"POVOADO CRIOLY II, ZONA RURAL, ALDEIAS ALTAS, MA, BRASIL",-4.83553,-43.34352,"Rua Cristiano Barbosa II & Estrada Caxias-Aldeia Altal, 65603, Caxias","4 50m 7.908s S, 43 20m 36.672s W",65603
MA,ALDEIAS ALTAS,U B S ANTONIO JOAQUIM,POVOADO NOVO ESTADO,S/N,ZONA RURAL,"POVOADO NOVO ESTADO, ZONA RURAL, ALDEIAS ALTAS, MA, BRASIL",,,,,
MA,ALDEIAS ALTAS,U B S LAGOA DO ARROZ,POVOADO LAGOA DO ARROZ,S/N,ZONA RURAL,"POVOADO LAGOA DO ARROZ, ZONA RURAL, ALDEIAS ALTAS, MA, BRASIL",-4.62922,-43.46728,"Rua do Campo, 65610-000, Aldeias Altas","4 37m 45.192s S, 43 28m 2.208s W",65610-000
MA,ALDEIAS ALTAS,U B S GONCALVES DIAS,POVOADO JATOBA,S/N,ZONA RURAL,"POVOADO JATOBA, ZONA RURAL, ALDEIAS ALTAS, MA, BRASIL",-4.62868,-43.47108,Aldeias Altas,"4 37m 43.248s S, 43 28m 15.888s W",
MA,ALDEIAS ALTAS,U B S SAO FRANCISCO,RUA SAO FRANCISCO,S/N,SAO FRANCISCO,"RUA SAO FRANCISCO, SAO FRANCISCO, ALDEIAS ALTAS, MA, BRASIL",-4.62186,-43.46272,"Rua São Francisco, 65610-000, Aldeias Altas","4 37m 18.696s S, 43 27m 45.792s W",65610-000
MA,ALDEIAS ALTAS,U B S VILA COSTA PINTO,VILA RITA REIS,S/N,VILA RITA REIS,"VILA RITA REIS, VILA RITA REIS, ALDEIAS ALTAS, MA, BRASIL",-20.54934,-47.39305,"Rua Virgínio Reis, 14403-389, Franca","20 32m 57.624s S, 47 23m 34.98s W",14403-389
MA,ALDEIAS ALTAS,POSTO DE SAUDE LAGOA VERDE,POVOADO LAGOA VERDE,S/N,ZONA RURAL,"POVOADO LAGOA VERDE, ZONA RURAL, ALDEIAS ALTAS, MA, BRASIL",,,,,
MA,ALDEIAS ALTAS,POSTO DE SAUDE BODE DO LINDOSO,POVOADO BODE,S/N,ZONA RURAL,"POVOADO BODE, ZONA RURAL, ALDEIAS ALTAS, MA, BRASIL",-4.62868,-43.47108,Aldeias Altas,"4 37m 43.248s S, 43 28m 15.888s W",
MA,ALDEIAS ALTAS,CENTRO DE SAUDE DE ALDEIAS ALTAS,AVENIDA JOAO ROSA,S/N,CENTRO,"AVENIDA JOAO ROSA, CENTRO, ALDEIAS ALTAS, MA, BRASIL",-4.62807,-43.46666,"Avenida João Machado de Araújo Rosa, Aldeias Altas","4 37m 41.052s S, 43 27m 59.976s W",
MA,ALTAMIRA DO MARANHAO,UNIDADE BASICA DE SAUDE ANTONIO ALVES DE ASSIS,POVOADO CALDEIRAO,S/N,ZONA RURAL,"POVOADO CALDEIRAO, ZONA RURAL, ALTAMIRA DO MARANHAO, MA, BRASIL",-4.16497,-45.46741,Altamira do Maranhão,"4 9m 53.892s S, 45 28m 2.676s W",
MA,ALTAMIRA DO MARANHAO,UNIDADE BASICA DE SAUDE MIGUEL COSTA E SILVA,RUA CONSELHEIRO SARAIVA,S/N,SANTA TEREZINHA,"RUA CONSELHEIRO SARAIVA, SANTA TEREZINHA, ALTAMIRA DO MARANHAO, MA, BRASIL",-4.16794,-45.46283,"Conselheiro Saraiva, 65310-000, Altamira do Maranhão","4 10m 4.584s S, 45 27m 46.188s W",65310-000
MA,ALTAMIRA DO MARANHAO,P S MARMORANA,POVOADO MARMORANA,S/N,ZONA RURAL,"POVOADO MARMORANA, ZONA RURAL, ALTAMIRA DO MARANHAO, MA, BRASIL",-4.16497,-45.46741,Altamira do Maranhão,"4 9m 53.892s S, 45 28m 2.676s W",
MA,ALTAMIRA DO MARANHAO,UNIDADE BASICA DE SAUDE DE SAO RAIMUNDO,POVOADO SAO RAIMUNDO,1107,ZONA RURAL,"POVOADO SAO RAIMUNDO, ZONA RURAL, ALTAMIRA DO MARANHAO, MA, BRASIL",-5.10946,-45.07383,São Raimundo do Doca Bezerra,"5 6m 34.056s S, 45 4m 25.788s W",
MA,ALTAMIRA DO MARANHAO,PS OLHO D AGUA DO ESCONDIDO,POVOADO OLHO D GUA DO ESCONDIDO,S/N,ZONA RURAL,"POVOADO OLHO D GUA DO ESCONDIDO, ZONA RURAL, ALTAMIRA DO MARANHAO, MA, BRASIL",-2.55617,-45.77089,"Rua do Escondido, 65272-000, Santa Luzia do Paruá","2 33m 22.212s S, 45 46m 15.204s W",65272-000
MA,ALTAMIRA DO MARANHAO,UNIDADE BASICA SAUDE DE ALTAMIRA DO MARANHAO,AV GETULIO VARGAS,1107,CENTRO,"AV GETULIO VARGAS, CENTRO, ALTAMIRA DO MARANHAO, MA, BRASIL",-2.14355,-46.12717,"Avenida Getúlio Vargas, 65299-000, Centro Novo do Maranhão","2 8m 36.78s S, 46 7m 37.812s W",65299-000
MA,ALTAMIRA DO MARANHAO,UNIDADE BASICA DE SAUDE ALDEIA,POVOADO ALDEIA,S/N,ZONA RURAL,"POVOADO ALDEIA, ZONA RURAL, ALTAMIRA DO MARANHAO, MA, BRASIL",-4.16497,-45.46741,Altamira do Maranhão,"4 9m 53.892s S, 45 28m 2.676s W",
MA,ALTO ALEGRE DO MARANHAO,UNIDADE BASICA DE SAUDE ABEL BORBA LIMA,POVOADO ALTAMIRA,S/N,ZONA RURAL,"POVOADO ALTAMIRA, ZONA RURAL, ALTO ALEGRE DO MARANHAO, MA, BRASIL",-4.20934,-44.44391,Alto Alegre do Maranhão,"4 12m 33.624s S, 44 26m 38.076s W",
MA,ALTO ALEGRE DO MARANHAO,CENTRO DE SAUDE OZIMA BATISTA BEZERRA VIEIRA,AVENIDA RODOVIARIA,S/N,CENTRO,"AVENIDA RODOVIARIA, CENTRO, ALTO ALEGRE DO MARANHAO, MA, BRASIL",-4.21213,-44.45054,"Avenida Rodoviária, Alto Alegre do Maranhão","4 12m 43.668s S, 44 27m 1.944s W",
MA,ALTO ALEGRE DO MARANHAO,UNIDADE BASICA DE SAUDE RAIMUNDA BATISTA BEZERRA VIEIRA,RUA SAO FRANCISCO,S/N,JERUMENIA,"RUA SAO FRANCISCO, JERUMENIA, ALTO ALEGRE DO MARANHAO, MA, BRASIL",-4.21799,-44.4552,"Rua São Francisco, Alto Alegre do Maranhão","4 13m 4.764s S, 44 27m 18.72s W",
MA,ALTO ALEGRE DO MARANHAO,UNIDADE BASICA DE SAUDE ANTONIO LOPES DE OLIVEIRA,POVOADO BOA HORA I,S/N,ZONA RURAL,"POVOADO BOA HORA I, ZONA RURAL, ALTO ALEGRE DO MARANHAO, MA, BRASIL",-4.20934,-44.44391,Alto Alegre do Maranhão,"4 12m 33.624s S, 44 26m 38.076s W",
MA,ALTO ALEGRE DO MARANHAO,UNIDADE BASICA DE SAUDE DICO VEIGA,RUA DO COMERCIO,323,CENTRO,"RUA DO COMERCIO, CENTRO, ALTO ALEGRE DO MARANHAO, MA, BRASIL",-4.21178,-44.44546,"Rua do Comércio, 65413-000, Alto Alegre do Maranhão","4 12m 42.408s S, 44 26m 43.656s W",65413-000
MA,ALTO ALEGRE DO MARANHAO,UNIDADE BASICA DE SAUDE ANTONIO VALDENIR DE OLIVEIRA,RUA DO FEIJAO,S/N,CAXUXA,"RUA DO FEIJAO, CAXUXA, ALTO ALEGRE DO MARANHAO, MA, BRASIL",-4.20934,-44.44391,Alto Alegre do Maranhão,"4 12m 33.624s S, 44 26m 38.076s W",
MA,ALTO ALEGRE DO MARANHAO,UNIDADE BASICA DE SAUDE ALTO ALEGRE VILLE,QUADRA 11,S/N,MUCAMBO,"QUADRA 11, MUCAMBO, ALTO ALEGRE DO MARANHAO, MA, BRASIL",-4.20934,-44.44391,Alto Alegre do Maranhão,"4 12m 33.624s S, 44 26m 38.076s W",
MA,ALTO ALEGRE DO MARANHAO,UNIDADE BASICA DE SAUDE MARIA BEATRIZ DA CONCEICAO,AVENIDA RODOVIARIA,S/N,CENTRO,"AVENIDA RODOVIARIA, CENTRO, ALTO ALEGRE DO MARANHAO, MA, BRASIL",-4.21213,-44.45054,"Avenida Rodoviária, Alto Alegre do Maranhão","4 12m 43.668s S, 44 27m 1.944s W",
MA,ALTO ALEGRE DO MARANHAO,UNIDADE BASICA DE SAUDE MARIA JOSE DE NASCIMENTO,POVOADO ANGICAL,S/N,ZONA RURAL,"POVOADO ANGICAL, ZONA RURAL, ALTO ALEGRE DO MARANHAO, MA, BRASIL",-4.20934,-44.44391,Alto Alegre do Maranhão,"4 12m 33.624s S, 44 26m 38.076s W",
MA,ALTO ALEGRE DO MARANHAO,UNIDADE BASICA DE SAUDE INACIO PEREIRA DA SILVA,RUA SANTA LUZIA,S/N,SANTA LUZIA,"RUA SANTA LUZIA, SANTA LUZIA, ALTO ALEGRE DO MARANHAO, MA, BRASIL",-4.19881,-44.44333,"Rua Santa Luzia, 65413-000, Alto Alegre do Maranhão","4 11m 55.716s S, 44 26m 35.988s W",65413-000
MA,ALTO ALEGRE DO MARANHAO,UNIDADE BASICA DE SAUDE DURUTEU SAMPAIO DE SOUZA,BR 316,S/N,MATINHA,"BR 316, MATINHA, ALTO ALEGRE DO MARANHAO, MA, BRASIL",-4.25218,-44.43397,"BR-316, 65413-000, Alto Alegre do Maranhão","4 15m 7.848s S, 44 26m 2.292s W",65413-000
MA,ALTO ALEGRE DO PINDARE,UBS DE TIMBIRA DO BOGEA,POVOADO TIMBIRA DOBOGEA,S/N,POVOADO TIMBIRA,"POVOADO TIMBIRA DOBOGEA, POVOADO TIMBIRA, ALTO ALEGRE DO PINDARE, MA, BRASIL",-3.67408,-45.84625,Alto Alegre do Pindaré,"3 40m 26.688s S, 45 50m 46.5s W",
MA,ALTO ALEGRE DO PINDARE,UBS DE BAIRRO NOVO,RUA SANTO ANTONIO,S/N,NOVO,"RUA SANTO ANTONIO, NOVO, ALTO ALEGRE DO PINDARE, MA, BRASIL",-3.67139,-45.85145,"Rua Santo Antônio, 65398-000, Alto Alegre do Pindaré","3 40m 17.004s S, 45 51m 5.22s W",65398-000
MA,ALTO ALEGRE DO PINDARE,UBS DE MUTIRAO,RUA 06,S/N,MUTIRAO,"RUA 06, MUTIRAO, ALTO ALEGRE DO PINDARE, MA, BRASIL",-3.67408,-45.84625,Alto Alegre do Pindaré,"3 40m 26.688s S, 45 50m 46.5s W",
