UF,MUNICIPIO,NOME,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,LATITUDE,LONGITUDE,ENDERECO_API,POINT,CEP,CO_CNES
ES,AFONSO CLAUDIO,UNIDADE DE SAUDE HILTON LOPES VIEIRA,PRACA ADERBAL GALVAO,230,CENTRO,"PRACA ADERBAL GALVAO, CENTRO, AFONSO CLAUDIO, ES, BRASIL",-20.0743305,-41.12508746509067,"Praca Aderbal Galvao, Centro, Afonso Cláudio, Região Geográfica Imediata de Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá, Região Geográfica Intermediária de Vitória, Espírito Santo, Região Sudeste, 29600-000, Brasil","20 4m 27.5898s S, 41 7m 30.3149s W",29600-000,2546752
ES,AFONSO CLAUDIO,UNIDADE S RURAL DE MATA FRIA AFONSO CLAUDIO,MATA FRIA,S/N,MATA FRIA,"MATA FRIA, MATA FRIA, AFONSO CLAUDIO, ES, BRASIL",-20.0960979,-40.9799481,"Mata Fria, Afonso Cláudio, Região Geográfica Imediata de Afonso Cláudio - Venda Nova do Imigrante - Santa Maria de Jetibá, Região Geográfica Intermediária de Vitória, Espírito Santo, Região Sudeste, Brasil","20 5m 45.9524s S, 40 58m 47.8132s W",,0
ES,AGUA DOCE DO NORTE,CENTRO DE SAUDE DE AGUA DOCE DO NORTE,RUA JOSE MERSON VIEIRA,S/N,CENTRO,"RUA JOSE MERSON VIEIRA, CENTRO, AGUA DOCE DO NORTE, ES, BRASIL",-18.54654,-40.98136,"Rua Mercon Vieira, 29820-000, Água Doce do Norte","18 32m 47.544s S, 40 58m 52.896s W",29820-000,9385592
ES,AGUA DOCE DO NORTE,CLAUDOMIRO MARQUES,RUA MARIO DE OLIVEIRA DIAS,S/N,SANTO AGOSTINHO,"RUA MARIO DE OLIVEIRA DIAS, SANTO AGOSTINHO, AGUA DOCE DO NORTE, ES, BRASIL",-18.41643,-41.03211,"Rua Vereador Mario de Oliveira Dias, 29820-000, Água Doce do Norte","18 24m 59.148s S, 41 1m 55.596s W",29820-000,2627744
ES,AGUA DOCE DO NORTE,ESF CENTRO,RUA MARINHO ELIZEU,S/N,CENTRO,"RUA MARINHO ELIZEU, CENTRO, AGUA DOCE DO NORTE, ES, BRASIL",-18.5455694,-40.9795084,"Rua Marinho Elizeu, Centro, Água Doce do Norte, Região Geográfica Imediata de Nova Venécia, Região Geográfica Intermediária de Colatina, Espírito Santo, Região Sudeste, 29820-000, Brasil","18 32m 44.0498s S, 40 58m 46.2302s W",29820-000,5637678
ES,AGUA DOCE DO NORTE,CS DR DEBORA CRISTINA ELIZEU COELHO,RUA MARINHO ELIZEU,S/N,CENTRO,"RUA MARINHO ELIZEU, CENTRO, AGUA DOCE DO NORTE, ES, BRASIL",-18.5455694,-40.9795084,"Rua Marinho Elizeu, Centro, Água Doce do Norte, Região Geográfica Imediata de Nova Venécia, Região Geográfica Intermediária de Colatina, Espírito Santo, Região Sudeste, 29820-000, Brasil","18 32m 44.0498s S, 40 58m 46.2302s W",29820-000,2448998
ES,AGUA DOCE DO NORTE,UNIDADE DE SAUDE SEBASTIAO VIANA,RUA PRINCIPAL,S/N,VILA NELITA,"RUA PRINCIPAL, VILA NELITA, AGUA DOCE DO NORTE, ES, BRASIL",-18.47606,-41.01439,"Rua João Elizeu, 29822-000, Água Doce do Norte","18 28m 33.816s S, 41 0m 51.804s W",29822-000,5100542
ES,AGUA DOCE DO NORTE,UNIDADE DE SAUDE NELSON ONADIR GOMES,RUA PRINCIPAL,S/N,VILA MARINHO,"RUA PRINCIPAL, VILA MARINHO, AGUA DOCE DO NORTE, ES, BRASIL",-18.54952,-40.98679,"Rua Vila Marinho 1, Água Doce do Norte","18 32m 58.272s S, 40 59m 12.444s W",,7742819
ES,AGUA DOCE DO NORTE,UNIDADE DE SAUDE DR ALCEU MELGACO FILHO,RUA PRINCIPAL,S/N,CENTRO,"RUA PRINCIPAL, CENTRO, AGUA DOCE DO NORTE, ES, BRASIL",-18.41445,-41.03704000000001,"Rua Principal, Água Doce do Norte","18 24m 52.02s S, 41 2m 13.344s W",,3504239
ES,AGUIA BRANCA,ESF AGUAS CLARAS,RUA PRINCIPAL,S/N,AGUAS CLARAS,"RUA PRINCIPAL, AGUAS CLARAS, AGUIA BRANCA, ES, BRASIL",-18.9547,-40.75518,"Ponte sobre o Córrego Águas Claras, 29795-000, Águia Branca","18 57m 16.92s S, 40 45m 18.648s W",29795-000,5420229
ES,AGUIA BRANCA,UNIDADE DE SAUDE DA FAMILIA PIOTR WRUBLEWSKI,COMUNIDADE CORREGO DO CAFE ES08 KM 08,S/N,ZONA RURAL,"COMUNIDADE CORREGO DO CAFE ES08 KM 08, ZONA RURAL, AGUIA BRANCA, ES, BRASIL",-18.91392,-40.75155,"Ponte sobre o Córrego do Café, 29795-000, Águia Branca","18 54m 50.112s S, 40 45m 5.58s W",29795-000,9401180
ES,AGUIA BRANCA,ESF SAO PEDRO,RUA PRINCIPAL,S/N,CORREGO SAO PEDRO,"RUA PRINCIPAL, CORREGO SAO PEDRO, AGUIA BRANCA, ES, BRASIL",-18.99128,-40.7386,"Rua Principal, 29795-000, Águia Branca","18 59m 28.608s S, 40 44m 18.96s W",29795-000,2165740
ES,AGUIA BRANCA,ESF AGUIA BRANCA,AVENIDA JOAO QUIUQUI,25,CENTRO,"AVENIDA JOAO QUIUQUI, CENTRO, AGUIA BRANCA, ES, BRASIL",-18.9832198,-40.7384091,"Avenida João Quiuqui, Centro, Águia Branca, Região Geográfica Imediata de Colatina, Região Geográfica Intermediária de Colatina, Espírito Santo, Região Sudeste, 29795-000, Brasil","18 58m 59.5913s S, 40 44m 18.2728s W",29795-000,6306578
ES,AGUIA BRANCA,UNIDADE SANIT III AGUIA BRANCA,RUA PAULINO MASSUCATI,252,CENTRO,"RUA PAULINO MASSUCATI, CENTRO, AGUIA BRANCA, ES, BRASIL",-18.98611,-40.74046,"Rua Paulino Massucatti, 29795-000, Águia Branca","18 59m 9.996s S, 40 44m 25.656s W",29795-000,2449072
ES,ALEGRE,ESF DO DISTRITO DE ARARAI,RUA PRINCIPAL,S/N,DISTRITO DE ARARAI,"RUA PRINCIPAL, DISTRITO DE ARARAI, ALEGRE, ES, BRASIL",-20.59304,-41.55529,"Rua Principal, 29535-000, Alegre","20 35m 34.944s S, 41 33m 19.044s W",29535-000,2447800
ES,ALEGRE,UNIDADE SANITARIA DE SANTA ANGELICA,RUA PRINCIPAL,S/N,SANTA ANGELICA,"RUA PRINCIPAL, SANTA ANGELICA, ALEGRE, ES, BRASIL",-20.69157,-41.45509000000001,"Santa Angélica, Alegre","20 41m 29.652s S, 41 27m 18.324s W",,0
ES,ALEGRE,ESF DO BAIRRO GUARAREMA,RUA ANTONIO RODRIGUES DE OLIVEIRA,S/N,GUARAREMA,"RUA ANTONIO RODRIGUES DE OLIVEIRA, GUARAREMA, ALEGRE, ES, BRASIL",-20.7566235,-41.5422458,"Rua Antônio Rodrigues de Oliveira, Guararema, Alegre, Região Geográfica Imediata de Alegre, Região Geográfica Intermediária de Cachoeiro de Itapemirim, Espírito Santo, Região Sudeste, 29500-970, Brasil","20 45m 23.8446s S, 41 32m 32.0849s W",29500-970,2447576
ES,ALEGRE,UNIDADE SANITARIA DE ROSEIRA,RUA PRINCIPAL,S/N,ROSEIRA,"RUA PRINCIPAL, ROSEIRA, ALEGRE, ES, BRASIL",-20.65748,-41.5024,"Rua Principal, 29500-000, Alegre","20 39m 26.928s S, 41 30m 8.64s W",29500-000,0
ES,ALEGRE,CENTRO DE SAUDE DE ALEGRE,PRACA RUI BARBOZA,S/N,CENTRO,"PRACA RUI BARBOZA, CENTRO, ALEGRE, ES, BRASIL",-30.02574000000001,-51.22437,"Praça Rui Barbosa, 90030-100, Porto Alegre","30 1m 32.664s S, 51 13m 27.732s W",90030-100,0
ES,ALEGRE,ESF DO DISTRITO DE RIVE,RUA EUCLIDES JACOUD,S/N,RIVE,"RUA EUCLIDES JACOUD, RIVE, ALEGRE, ES, BRASIL",-20.75688,-41.45952,"Rua Euclides Jacoud, 29520-000, Alegre","20 45m 24.768s S, 41 27m 34.272s W",29520-000,2447592
ES,ALEGRE,ESF DO BAIRRO PEDRO MARTINS,RUA 13 DE MAIO,S/N,CENTRO,"RUA 13 DE MAIO, CENTRO, ALEGRE, ES, BRASIL",-20.7653,-41.53657000000001,"Rua Treze de Maio, 13, 29500-000, Alegre","20 45m 55.08s S, 41 32m 11.652s W",29500-000,2569205
ES,ALEGRE,UNIDADE SANITARIA DE BOA VISTA,RUA PRINCIPAL,S/N,BOA VISTA,"RUA PRINCIPAL, BOA VISTA, ALEGRE, ES, BRASIL",-19.8150567,-43.2004926,"Rua Principal, Ipiranga, João Monlevade, Região Geográfica Imediata de João Monlevade, Região Geográfica Intermediária de Ipatinga, Minas Gerais, Região Sudeste, 35931-398, Brasil","19 48m 54.2041s S, 43 12m 1.77336s W",35931-398,0
ES,ALEGRE,ESF DA RUA MISAEL BARCELOS,RUA PROJETADA,S/N,VILA DO SUL,"RUA PROJETADA, VILA DO SUL, ALEGRE, ES, BRASIL",-20.7660075,-41.5415791,"Rua José Rodrigues da Silva, Charqueada, Alegre, Região Geográfica Imediata de Alegre, Região Geográfica Intermediária de Cachoeiro de Itapemirim, Espírito Santo, Região Sudeste, 29500-970, Brasil","20 45m 57.627s S, 41 32m 29.6848s W",29500-970,2650495
ES,ALEGRE,ESF DO DISTRITO DE CELINA,RUA EMPERILIO DE SOUZA MOREIRA,S/N,CELINA,"RUA EMPERILIO DE SOUZA MOREIRA, CELINA, ALEGRE, ES, BRASIL",-20.76255,-41.59457,"Rua Emperilho de Souza Moreira, Alegre","20 45m 45.18s S, 41 35m 40.452s W",,2447789
ES,ALEGRE,ESF DO BAIRRO VILA ALTA,RUA MARIA CARVALHO CARNEIRO,S/N,NOVA ALEGRE,"RUA MARIA CARVALHO CARNEIRO, NOVA ALEGRE, ALEGRE, ES, BRASIL",-20.7578921,-41.5320164,"Rua Maria Carvalho Carneiro, Nova Alegre, Alegre, Região Geográfica Imediata de Alegre, Região Geográfica Intermediária de Cachoeiro de Itapemirim, Espírito Santo, Região Sudeste, 29500-970, Brasil","20 45m 28.4116s S, 41 31m 55.259s W",29500-970,2447517
ES,ALEGRE,ESF DO BAIRRO VILA DO SUL,RUA LUIZ ALBANI,S/N,VILA DO SUL,"RUA LUIZ ALBANI, VILA DO SUL, ALEGRE, ES, BRASIL",-20.7691749,-41.5343352,"Rua Luiz Albani, São Vicente de Paula, Alegre, Região Geográfica Imediata de Alegre, Região Geográfica Intermediária de Cachoeiro de Itapemirim, Espírito Santo, Região Sudeste, 29500-970, Brasil","20 46m 9.02964s S, 41 32m 3.60672s W",29500-970,2447584
ES,ALEGRE,CTA CENTRO DE TESTAGEM E ACONSELHAMENTO EM DST AIDS,RUA MONSENHOR PAVESI,S/N,CENTRO,"RUA MONSENHOR PAVESI, CENTRO, ALEGRE, ES, BRASIL",-20.763613,-41.5340441,"Rua Monsenhor Pavesi, Centro, Alegre, Região Geográfica Imediata de Alegre, Região Geográfica Intermediária de Cachoeiro de Itapemirim, Espírito Santo, Região Sudeste, 29500-970, Brasil","20 45m 49.0068s S, 41 32m 2.55876s W",29500-970,5924308
ES,ALEGRE,UNIDADE SANITARIA ASSENTAMENTO FLORESTA,RUA PRINCIPAL,S/N,FLORESTA,"RUA PRINCIPAL, FLORESTA, ALEGRE, ES, BRASIL",-20.65748,-41.5024,"Rua Principal, 29500-000, Alegre","20 39m 26.928s S, 41 30m 8.64s W",29500-000,0
ES,ALEGRE,ESF DO DISTRITO DE ANUTIBA,ANUTIBA,S/N,CENTRO,"ANUTIBA, CENTRO, ALEGRE, ES, BRASIL",-20.61063,-41.4526,"Anutiba, Alegre","20 36m 38.268s S, 41 27m 9.36s W",,2650487
ES,ALEGRE,ESF DO DISTRITO DE VILA DO CAFE,RUA HOMERO MARTINS,S/N,VILA DO CAFE,"RUA HOMERO MARTINS, VILA DO CAFE, ALEGRE, ES, BRASIL",-20.87146,-41.57622,"Rua Homero Martins Thibaut, 29500, 29515, Alegre","20 52m 17.256s S, 41 34m 34.392s W",29500,2650479
ES,ALEGRE,PROGRAMA SAUDE DA MULHER,RUA ANTONIO MARINS,S/N,CENTRO,"RUA ANTONIO MARINS, CENTRO, ALEGRE, ES, BRASIL",-20.7598033,-41.5340213,"Rua Antônio Marins, Universitário, Alegre, Região Geográfica Imediata de Alegre, Região Geográfica Intermediária de Cachoeiro de Itapemirim, Espírito Santo, Região Sudeste, 29500-970, Brasil","20 45m 35.2919s S, 41 32m 2.47668s W",29500-970,0
ES,ALEGRE,UNIDADE DE EACS,AV OLIVIO CORREA PEDROSA,S/N,CENTRO,"AV OLIVIO CORREA PEDROSA, CENTRO, ALEGRE, ES, BRASIL",-20.7597,-41.53317,"Avenida Olívio Correia Pedrosa, 29500-000, Alegre","20 45m 34.92s S, 41 31m 59.412s W",29500-000,3000028
ES,ALFREDO CHAVES,ESF DE IRIRITIMIRIM,IRIRITIMIRIM,S/N,ZONA RURAL,"IRIRITIMIRIM, ZONA RURAL, ALFREDO CHAVES, ES, BRASIL",-20.63617,-40.74909,Alfredo Chaves,"20 38m 10.212s S, 40 44m 56.724s W",,5779022
ES,ALFREDO CHAVES,ESF SAO JOAO DE CRUBIXA,SAO JOAO DE CRUBIXA,S/N,ZONA RURAL,"SAO JOAO DE CRUBIXA, ZONA RURAL, ALFREDO CHAVES, ES, BRASIL",-6.67536,-35.37744,"Rua São João & Rua Alfredo Chaves, 58250, Lagoa de Dentro","6 40m 31.296s S, 35 22m 38.784s W",58250,2403137
ES,ALFREDO CHAVES,ESF CAJA,RUA ERNANI BONACOSSA,373,JARDIM DO CAJA,"RUA ERNANI BONACOSSA, JARDIM DO CAJA, ALFREDO CHAVES, ES, BRASIL",-20.23297,-40.28898,"Rua Alfredo Chaves, 29161, Serra","20 13m 58.692s S, 40 17m 20.328s W",29161,6322697
ES,ALFREDO CHAVES,ESF SAGRADA FAMILIA,SAGRADA FAMILIA,1,ZONA RURAL,"SAGRADA FAMILIA, ZONA RURAL, ALFREDO CHAVES, ES, BRASIL",-20.57856,-40.69872,"Sagrada Família, Alfredo Chaves","20 34m 42.816s S, 40 41m 55.392s W",,2403080
ES,ALTO RIO NOVO,UNIDADE PSF ANTONIO BRAGA,RUA ABILIO MARCIANO CRISTO,S/N,SANTA BARBARA,"RUA ABILIO MARCIANO CRISTO, SANTA BARBARA, ALTO RIO NOVO, ES, BRASIL",-19.0598,-41.01422,"Rua Abílio Marciano Cristo, 29760-000, Alto Rio Novo","19 3m 35.28s S, 41 0m 51.192s W",29760-000,0
ES,ALTO RIO NOVO,UNIDADE SANITARIA DOUTOR ALOIS GOBBO,RUA OLIRIO ALVES,S/N,DISTRITO MONTE CARME,"RUA OLIRIO ALVES, DISTRITO MONTE CARME, ALTO RIO NOVO, ES, BRASIL",-19.06877,-40.96606,"Rua Olívia Alves de Souza, Alto Rio Novo","19 4m 7.572s S, 40 57m 57.816s W",,0
ES,ALTO RIO NOVO,UNIDADE DE SAUDE DA FAMILIA VILA PALMERINO,RUA JOAO PEDRO BALBINO,S/N,VILA PALMERINO,"RUA JOAO PEDRO BALBINO, VILA PALMERINO, ALTO RIO NOVO, ES, BRASIL",-18.95738,-40.97475,"Rua João Balbino, 29760-000, Alto Rio Novo","18 57m 26.568s S, 40 58m 29.1s W",29760-000,0
ES,ALTO RIO NOVO,UNIDADE DE SAUDE DA FAMILIA OTILIA LIMA DOS SANTOS,RUA JOSE VERDAN DA COSTA,S/N,PADRE PEDRO,"RUA JOSE VERDAN DA COSTA, PADRE PEDRO, ALTO RIO NOVO, ES, BRASIL",-19.0585,-41.02377,"Rua José Verdan Costa, 29760-000, Alto Rio Novo","19 3m 30.6s S, 41 1m 25.572s W",29760-000,0
ES,ALTO RIO NOVO,UNIDADE SANITARIA SANTA BARBARA,RUA ABILIO MARCIANO CRISTO,S/N,SANTA BARBARA,"RUA ABILIO MARCIANO CRISTO, SANTA BARBARA, ALTO RIO NOVO, ES, BRASIL",-19.0598,-41.01422,"Rua Abílio Marciano Cristo, 29760-000, Alto Rio Novo","19 3m 35.28s S, 41 0m 51.192s W",29760-000,2445999
ES,ANCHIETA,UNIDADE ESF ESB DE BAIXO PONGAL,BAIXO PONGAL,S/N,BAIXO PONGAL,"BAIXO PONGAL, BAIXO PONGAL, ANCHIETA, ES, BRASIL",-19.51624,-41.01996,Baixo Guandu,"19 30m 58.464s S, 41 1m 11.856s W",,2445093
ES,ANCHIETA,UNIDADE ESF DE MAEBA,RUA COSTA E SILVA,S/N,MAEBA,"RUA COSTA E SILVA, MAEBA, ANCHIETA, ES, BRASIL",-20.76514,-40.5758,"Rua Costa e Silva, 29230-000, Anchieta","20 45m 54.504s S, 40 34m 32.88s W",29230-000,2465744
ES,ANCHIETA,UNIDADE ESF ESB DE RECANTO DO SOL,RECANTO DO SOL,S/N,RECANTO DO SOL,"RECANTO DO SOL, RECANTO DO SOL, ANCHIETA, ES, BRASIL",-20.7951206,-40.6030674,"EMEIEF Recanto do Sol, Rua Bahia, Recanto do Sol, Anchieta, Região Geográfica Imediata de Vitória, Região Geográfica Intermediária de Vitória, Espírito Santo, Região Sudeste, 29230-000, Brasil","20 47m 42.4342s S, 40 36m 11.0426s W",29230-000,2522926
ES,ANCHIETA,UNIDADE ESF ESB CENTRO III,ESTRADA JABAQUARA,S/N,NOVA ESPERANCA,"ESTRADA JABAQUARA, NOVA ESPERANCA, ANCHIETA, ES, BRASIL",-19.35838,-40.04664,"Rua Anchieta, 29908-411, Linhares","19 21m 30.168s S, 40 2m 47.904s W",29908-411,0
ES,ANCHIETA,UNIDADE ESF ESB DE JABAQUARA,RUA PROJETADA,S/N,JABAQUARA,"RUA PROJETADA, JABAQUARA, ANCHIETA, ES, BRASIL",-21.81216,-54.53325,"Rua Projetada Dez, 79130-000, Rio Brilhante","21 48m 43.776s S, 54 31m 59.7s W",79130-000,8009880
ES,ANCHIETA,UNIDADE ESF ESB AREA 10,RUA PROJETADA,S/N,CANTA GALO,"RUA PROJETADA, CANTA GALO, ANCHIETA, ES, BRASIL",-19.81698,-40.67804,"Rua Projetada, 29650-000, Santa Teresa","19 49m 1.128s S, 40 40m 40.944s W",29650-000,7058187
ES,ANCHIETA,UNIDADE ESF ESB CENTRO II,RUA TEONILA ANTUNES NOGUEIRA,S/N,PORTAL DE ANCHIETA,"RUA TEONILA ANTUNES NOGUEIRA, PORTAL DE ANCHIETA, ANCHIETA, ES, BRASIL",-20.8091,-40.63302,"Rua Theonila Antunes Nogueira, 29230-000, Anchieta","20 48m 32.76s S, 40 37m 58.872s W",29230-000,4044444
ES,ANCHIETA,UNIDADE ESF ESB DE ALTO PONGAL,ALTO PONGAL,S/N,ALTO PONGAL,"ALTO PONGAL, ALTO PONGAL, ANCHIETA, ES, BRASIL",-20.72198625,-40.78240437276418,"Cemitério de Alto Pongal, Alto Pongal, Anchieta, Região Geográfica Imediata de Vitória, Região Geográfica Intermediária de Vitória, Espírito Santo, Região Sudeste, 29230-000, Brasil","20 43m 19.1505s S, 40 46m 56.6557s W",29230-000,4044460
ES,ANCHIETA,UNIDADE ESF ESB CENTRO I,RUA MARECHAL FLORIANO PEIXOTO,S/N,ALVORADA,"RUA MARECHAL FLORIANO PEIXOTO, ALVORADA, ANCHIETA, ES, BRASIL",-20.8062041,-40.6411381,"Rua Marechal Floriano Peixoto, Alvorada, Anchieta, Região Geográfica Imediata de Vitória, Região Geográfica Intermediária de Vitória, Espírito Santo, Região Sudeste, 29235-000, Brasil","20 48m 22.3348s S, 40 38m 28.0972s W",29235-000,0
ES,ANCHIETA,UNIDADE ESF ESB DE IRIRI,RUA RIO NOVO DO SUL,S/N,IRIRI,"RUA RIO NOVO DO SUL, IRIRI, ANCHIETA, ES, BRASIL",-20.15653,-40.27473,"Rua Rio Novo do Sul, 29170-031, Serra","20 9m 23.508s S, 40 16m 29.028s W",29170-031,8009929
ES,APIACA,UNIDADE DE SAUDE DA FAMILIA JOSE CARLOS,RUA MANOEL DA SILVA ARAUJO,9,CENTRO,"RUA MANOEL DA SILVA ARAUJO, CENTRO, APIACA, ES, BRASIL",-21.14769,-41.62104,"Rua Doutor Manoel da Silva Araújo, 29455-000, Apiacá","21 8m 51.684s S, 41 37m 15.744s W",29455-000,2446901
ES,APIACA,UNIDADE DE SAUDE DA FAMILIA RURAL,RUA ANSELMO SOARES,S/N,BONSUCESSO,"RUA ANSELMO SOARES, BONSUCESSO, APIACA, ES, BRASIL",-20.9813926,-41.5590314,"Rua Anselmo Soares Santos, Bonsucesso, Apiacá, Região Geográfica Imediata de Alegre, Região Geográfica Intermediária de Cachoeiro de Itapemirim, Espírito Santo, Região Sudeste, 29460-000, Brasil","20 58m 53.0134s S, 41 33m 32.513s W",29460-000,2446928
ES,APIACA,UNIDADE DE SAUDE DE APIACA,RUA AUGUSTO CESARIO,46,CENTRO,"RUA AUGUSTO CESARIO, CENTRO, APIACA, ES, BRASIL",-21.14916,-41.56772,"Rua Augusto Cezário, 29450-000, Apiacá","21 8m 56.976s S, 41 34m 3.792s W",29450-000,2446774
ES,APIACA,UNIDADE DE SAUDE DA FAMILIA DE APIACA,MIGUEL RANGEL DE AZEREDO,S/N,CENTRO,"MIGUEL RANGEL DE AZEREDO, CENTRO, APIACA, ES, BRASIL",-18.37462,-40.8369,"Rua Cândido Miguel de Souza, 29850-000, Ecoporanga","18 22m 28.632s S, 40 50m 12.84s W",29850-000,2446766
ES,ARACRUZ,UNIDADE BASICA DE SAUDE DE VILA RICA,RUA PADRE LUIZ PARENZI,S/N,VILA RICA,"RUA PADRE LUIZ PARENZI, VILA RICA, ARACRUZ, ES, BRASIL",-19.8197823,-40.2769464,"Rua Padre Luiz Parenzi, Vila Rica, Aracruz, Região Geográfica Imediata de Linhares, Região Geográfica Intermediária de São Mateus, Espírito Santo, Região Sudeste, 29194-910, Brasil","19 49m 11.2163s S, 40 16m 37.007s W",29194-910,2769956
ES,ARACRUZ,CENTRO DE DETENCAO PROVISORIA DE ARACRUZ CDPA,ESTRADA ARACRUZ COQUEIRAL,S/N,FATIMA,"ESTRADA ARACRUZ COQUEIRAL, FATIMA, ARACRUZ, ES, BRASIL",-19.8396572,-40.2588565,"Estrada Coqueiral X Aracruz, Fátima, Nova Conquista, Aracruz, Região Geográfica Imediata de Linhares, Região Geográfica Intermediária de São Mateus, Espírito Santo, Região Sudeste, 29192-088, Brasil","19 50m 22.7659s S, 40 15m 31.8834s W",29192-088,9902856
