UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
RS,ALEGRETE,ESF VILA NOVA,RUA VER ADOLFO SOUTO CORREA,315,VILA NOVA,"RUA VER ADOLFO SOUTO CORREA, VILA NOVA, ALEGRETE, RS, BRASIL",-29.77687,-55.78386,"Rua Adolfo Souto Corrêa, 97541-020, Alegrete","29 46m 36.732s S, 55 47m 1.896s W"
RS,ALEGRETE,ESF VERA CRUZ,RUA MAXIMINO MARINHO,307,VERA CRUZ,"RUA MAXIMINO MARINHO, VERA CRUZ, ALEGRETE, RS, BRASIL",-29.79413,-55.80642,"Rua Maximino Marinho, 97543-410, Alegrete","29 47m 38.868s S, 55 48m 23.112s W"
RS,ALEGRETE,ESF ASSENTAMENTO RURAL PASSO NOVO,RUA ALVARO KRUELL,S/N,PASSO NOVO,"RUA ALVARO KRUELL, PASSO NOVO, ALEGRETE, RS, BRASIL",-29.68029,-55.54033,"Rua Avaro Kruel, 97555-000, Alegrete","29 40m 49.044s S, 55 32m 25.188s W"
RS,ALEGRETE,ESF DR ROMARIO ARAUJO,PRACA VEREADOR GASPAR MARTINS,S/N,DR ROMARIO DE ARAUJO,"PRACA VEREADOR GASPAR MARTINS, DR ROMARIO DE ARAUJO, ALEGRETE, RS, BRASIL",-29.80464,-55.75179,"Rua Vereador Rui Barbosa da Silveira, 97547-620, Alegrete","29 48m 16.704s S, 55 45m 6.444s W"
RS,ALEGRETE,SERVICO DE ASSISTENCIA ESPECIALIZADA EM DSTHIVAIDS,AV TIARAJU,1969,CAPAO DO ANGICO,"AV TIARAJU, CAPAO DO ANGICO, ALEGRETE, RS, BRASIL",-29.7987984,-55.7564454,"Avenida Tiaraju, Capão do Angico, Alegrete, Região Geográfica Imediata de Uruguaiana, Região Geográfica Intermediária de Uruguaiana, Rio Grande do Sul, Região Sul, 97547-582, Brasil","29 47m 55.6742s S, 55 45m 23.2034s W"
RS,ALEGRETE,UNIDADE BASICA BENTO GONCALVES,RUA BENTO GONCALVES,592,CIDADE ALTA,"RUA BENTO GONCALVES, CIDADE ALTA, ALEGRETE, RS, BRASIL",-29.79005,-55.79884,"Rua Bento Gonçalves, 97542-130, Alegrete","29 47m 24.18s S, 55 47m 55.824s W"
RS,ALEGRETE,CENTRO SOCIAL URBANO,AVENIDA TIARAJU,1969,CAPAO DO ANGICO,"AVENIDA TIARAJU, CAPAO DO ANGICO, ALEGRETE, RS, BRASIL",-29.7987984,-55.7564454,"Avenida Tiaraju, Capão do Angico, Alegrete, Região Geográfica Imediata de Uruguaiana, Região Geográfica Intermediária de Uruguaiana, Rio Grande do Sul, Região Sul, 97547-582, Brasil","29 47m 55.6742s S, 55 45m 23.2034s W"
RS,ALEGRETE,PACSPROGRAMA DE AGENTES COMUNITARIOS DE SAUDE,RUA BENTO GOLCAVES,592,CIDADE ALTA,"RUA BENTO GOLCAVES, CIDADE ALTA, ALEGRETE, RS, BRASIL",-29.79005,-55.79884,"Rua Bento Gonçalves, 97542-130, Alegrete","29 47m 24.18s S, 55 47m 55.824s W"
RS,ALEGRETE,ESF SAUDE VAI AO CAMPO ITINERANTE,RUA BENTO GONCALVES,592,CIDADE ALTA,"RUA BENTO GONCALVES, CIDADE ALTA, ALEGRETE, RS, BRASIL",-29.79005,-55.79884,"Rua Bento Gonçalves, 97542-130, Alegrete","29 47m 24.18s S, 55 47m 55.824s W"
RS,ALEGRETE,ESF CIDADE ALTA ASSUNCAO,AV DR EURIPIDES BRASIL MILANO,2353,CIDADE ALTA,"AV DR EURIPIDES BRASIL MILANO, CIDADE ALTA, ALEGRETE, RS, BRASIL",-29.7899,-55.79388,"Avenida Doutor Eurípedes Brasil Milano, 97541-210, Alegrete","29 47m 23.64s S, 55 47m 37.968s W"
RS,ALEGRETE,ESF RONDON,AV MAL RONDON,280,SAUDADE,"AV MAL RONDON, SAUDADE, ALEGRETE, RS, BRASIL",-29.8030625,-55.8086787,"Avenida Marechal Rondon, Saudade, Alegrete, Região Geográfica Imediata de Uruguaiana, Região Geográfica Intermediária de Uruguaiana, Rio Grande do Sul, Região Sul, 97543-370, Brasil","29 48m 11.025s S, 55 48m 31.2433s W"
RS,ALEGRETE,ESF JESUS FRANCO PEREIRA,PADRE MANOEL LANDEL DE MOURA,193,RESTINGA,"PADRE MANOEL LANDEL DE MOURA, RESTINGA, ALEGRETE, RS, BRASIL",-29.78397,-55.80287,"Rua Padre Manoel Landel de Moura, Alegrete","29 47m 2.292s S, 55 48m 10.332s W"
RS,ALEGRETE,ESF PROMORAR,RUA ALOISIO SANTOS MORAIS,S/N,PROMORAR,"RUA ALOISIO SANTOS MORAIS, PROMORAR, ALEGRETE, RS, BRASIL",-29.79372,-55.77109,"Rua Aloísio Santos Moraes, 97546-040, Alegrete","29 47m 37.392s S, 55 46m 15.924s W"
RS,ALEGRIA,POSTO DE SAUDE DA SEDE PSF ALEGRIA,RUA SETE DE SETEMBRO,520,CENTRO,"RUA SETE DE SETEMBRO, CENTRO, ALEGRIA, RS, BRASIL",-31.76809,-52.34117,"Rua Sete de Setembro, Pelotas","31 46m 5.124s S, 52 20m 28.212s W"
RS,ALMIRANTE TAMANDARE DO SUL,SUBPOSTO DE SAUDE DO RINCAO DO SEGREDO,RINCAO DO SEGREDO,1,CENTRO,"RINCAO DO SEGREDO, CENTRO, ALMIRANTE TAMANDARE DO SUL, RS, BRASIL",-28.11301,-52.8502,"Rincão do Segredo, Almirante Tamandaré do Sul","28 6m 46.836s S, 52 51m 0.72s W"
RS,ALMIRANTE TAMANDARE DO SUL,SUBPOSTO DE SAUDE DE LINHA VITORIA,LINHA VITORIA,S/N,CENTRO,"LINHA VITORIA, CENTRO, ALMIRANTE TAMANDARE DO SUL, RS, BRASIL",-28.05904,-52.96509,"Linha Vitória, Almirante Tamandaré do Sul","28 3m 32.544s S, 52 57m 54.324s W"
RS,ALMIRANTE TAMANDARE DO SUL,POSTO DE SAUDE ATS,RUA JOAO BERNARDI,173,CENTRO,"RUA JOAO BERNARDI, CENTRO, ALMIRANTE TAMANDARE DO SUL, RS, BRASIL",-29.71773,-52.42345,"Rua Almirante Tamandaré, 96825-140, Santa Cruz do Sul","29 43m 3.828s S, 52 25m 24.42s W"
RS,ALPESTRE,POSTO DE SAUDE DE ALPESTRE FARINHAS ESF III,AS 010 KM 18 VILA FARINHAS,1,VILA FARINHAS,"AS 010 KM 18 VILA FARINHAS, VILA FARINHAS, ALPESTRE, RS, BRASIL",-28.52812,-54.54275,"Vila Acesso à São Miguel das Missões, 010, 98865-000, São Miguel das Missões","28 31m 41.232s S, 54 32m 33.9s W"
RS,ALPESTRE,POSTO DE SAUDE DE ALPESTRE ESF II,RUA DR ALVARO LEITAO,S/N,CENTRO,"RUA DR ALVARO LEITAO, CENTRO, ALPESTRE, RS, BRASIL",-27.25297,-53.03649,"Rua Doutor Álvaro Leitão, 98480-000, Alpestre","27 15m 10.692s S, 53 2m 11.364s W"
RS,ALPESTRE,POSTO DE SAUDE DE ALPESTRE ESF IV,RUA BARAO DO RIO BRANCO,179,CENTRO,"RUA BARAO DO RIO BRANCO, CENTRO, ALPESTRE, RS, BRASIL",-27.25045,-53.03554,"Rua Barão do Rio Branco, 98480-000, Alpestre","27 15m 1.62s S, 53 2m 7.944s W"
RS,ALPESTRE,POSTO DE SAUDE DE ALPESTRE ESF I,RUA DR ALVARO LEITAO,S/N,CENTRO,"RUA DR ALVARO LEITAO, CENTRO, ALPESTRE, RS, BRASIL",-27.25297,-53.03649,"Rua Doutor Álvaro Leitão, 98480-000, Alpestre","27 15m 10.692s S, 53 2m 11.364s W"
RS,ALTO ALEGRE,CENTRO DE SAUDE LUIS CORAZZA ALTO ALEGRE RS,RUA DUQUE DE CAXIAS,380,CENTRO,"RUA DUQUE DE CAXIAS, CENTRO, ALTO ALEGRE, RS, BRASIL",-28.77315,-52.99122,"Rua Duque de Caxias, 99430-000, Alto Alegre","28 46m 23.34s S, 52 59m 28.392s W"
RS,ALTO FELIZ,POSTO DE SAUDE MUNICIPAL PSF,AVENIDA A J RENNER,300,CENTRO,"AVENIDA A J RENNER, CENTRO, ALTO FELIZ, RS, BRASIL",-29.38321,-51.31361,"Avenida A.J. Renner, 95773, Alto Feliz","29 22m 59.556s S, 51 18m 48.996s W"
RS,ALVORADA,ESF NOVA ALVORADA,RUA SANTA CATARINA,24,NOVA ALVORADA,"RUA SANTA CATARINA, NOVA ALVORADA, ALVORADA, RS, BRASIL",-29.99075,-51.07069,"Rua Santa Catarina, 94824-100, Alvorada","29 59m 26.7s S, 51 4m 14.484s W"
RS,ALVORADA,UBS PIRATINI ALVORADA,AVENIDA PIRATINI,837,PIRATINI,"AVENIDA PIRATINI, PIRATINI, ALVORADA, RS, BRASIL",-30.0103265,-51.0479179,"Avenida Piratini, Loteamento Piratini, Piratini, Alvorada, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 94838-540, Brasil","30 0m 37.1754s S, 51 2m 52.5044s W"
RS,ALVORADA,UBS PORTO VERDE,RUA ELMIRA PEREIRA SILVEIRA,867,PORTO VERDE,"RUA ELMIRA PEREIRA SILVEIRA, PORTO VERDE, ALVORADA, RS, BRASIL",-30.0313492,-51.0815216,"Avenida Elmira Pereira Silveira, Porto Verde, Algarve, Alvorada, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 94859-440, Brasil","30 1m 52.8571s S, 51 4m 53.4778s W"
RS,ALVORADA,EAP BELA VISTA,ROBERTO DE SOUZA FEIJO,149,MARINGA,"ROBERTO DE SOUZA FEIJO, MARINGA, ALVORADA, RS, BRASIL",-29.9999,-51.07773,"Rua Roberto de Souza Feijó, 94814-560, Alvorada","29 59m 59.64s S, 51 4m 39.828s W"
RS,ALVORADA,UBS SANTA CLARA ALVORADA,RUA NORUEGA,724,SANTA CLARA,"RUA NORUEGA, SANTA CLARA, ALVORADA, RS, BRASIL",-29.99421,-51.07266,"Rua Santa Clara, 94824-110, Alvorada","29 59m 39.156s S, 51 4m 21.576s W"
RS,ALVORADA,UBS ALGARVE ALVORADA,RUA ANTONIO CARLOS JOBIM,37,JARDIM ALGARVE,"RUA ANTONIO CARLOS JOBIM, JARDIM ALGARVE, ALVORADA, RS, BRASIL",-30.03149,-51.07769,"Rua Antônio Carlos Jobim, 94858, 94859, Alvorada","30 1m 53.364s S, 51 4m 39.684s W"
RS,ALVORADA,UBS JARDIM ALVORADA,ESTRADA FREDERICO DIHL,3170,JARDIM ALVORADA,"ESTRADA FREDERICO DIHL, JARDIM ALVORADA, ALVORADA, RS, BRASIL",-30.039964500000004,-51.0499989,"Estrada Frederico Dihl, Jardim Aparecida, Aparecida, Alvorada, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 94810-240, Brasil","30 2m 23.8722s S, 51 2m 59.996s W"
RS,ALVORADA,UBS MARINGA,CEARA,35,VILA MARIA,"CEARA, VILA MARIA, ALVORADA, RS, BRASIL",-28.53387,-52.1529,Vila Maria,"28 32m 1.932s S, 52 9m 10.44s W"
RS,ALVORADA,UBS UMBU ALVORADA,RUA VISTA ALEGRE,996,UMBU,"RUA VISTA ALEGRE, UMBU, ALVORADA, RS, BRASIL",-29.9924349,-51.0452416,"Rua Vista Alegre, Umbu, Estância Grande, Alvorada, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 94832-122, Brasil","29 59m 32.7656s S, 51 2m 42.8698s W"
RS,ALVORADA,UBS CEDRO ALVORADA,RUA RIO GRANDE,1125,CEDRO,"RUA RIO GRANDE, CEDRO, ALVORADA, RS, BRASIL",-29.99108,-51.0621,"Rua Cedro, 94828-140, Alvorada","29 59m 27.888s S, 51 3m 43.56s W"
RS,ALVORADA,UBS CAMPOS VERDES ALVORADA,RUA TUPI,615,ONZE DE ABRIL,"RUA TUPI, ONZE DE ABRIL, ALVORADA, RS, BRASIL",-31.10823,-50.91685,"Rua Onze de Abril, Mostardas","31 6m 29.628s S, 50 55m 0.66s W"
RS,ALVORADA,UBS INTERSUL ALVORADA,RUA ANDRADE NEVES,802,INTERSUL,"RUA ANDRADE NEVES, INTERSUL, ALVORADA, RS, BRASIL",-30.0220589,-51.0690615,"Rua Andrade Neves, Intersul, Alvorada, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 94853-190, Brasil","30 1m 19.412s S, 51 4m 8.6214s W"
RS,ALVORADA,UBS SAO FRANCISCO,FERNAO DIAS,150,SAO FRANCISCO,"FERNAO DIAS, SAO FRANCISCO, ALVORADA, RS, BRASIL",-18.74942,-40.89047,"Rua Fernão Dias, 29800-000, Barra de São Francisco","18 44m 57.912s S, 40 53m 25.692s W"
RS,ALVORADA,UBS NOVA AMERICANA ALVORADA,RUA ITARARE,1971,NOVA AMERICANA,"RUA ITARARE, NOVA AMERICANA, ALVORADA, RS, BRASIL",-29.98357,-51.06827,"Rua Pp 19 Nova Americana, 94820-606, Alvorada","29 59m 0.852s S, 51 4m 5.772s W"
RS,ALVORADA,UBS FORMOSA ALVORADA,RUA VITOR MEIRELES,139,FORMOSA,"RUA VITOR MEIRELES, FORMOSA, ALVORADA, RS, BRASIL",-30.0013182,-51.07040739999999,"Rua Vitor Meireles, Formosa / Maria Regina, Alvorada, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 94814-650, Brasil","30 0m 4.74552s S, 51 4m 13.4666s W"
RS,ALVORADA,UBS STELLA MARIS ALVORADA,RUA NOSSA SENHORA DA CONCEICAO,180,STELLA MARIS,"RUA NOSSA SENHORA DA CONCEICAO, STELLA MARIS, ALVORADA, RS, BRASIL",-30.04449,-51.05969,"Rua Nossa Senhora da Conceição, Alvorada","30 2m 40.164s S, 51 3m 34.884s W"
RS,ALVORADA,UBS AMERICANA ALVORADA,RUA BUTANTA,100,AMERICANA,"RUA BUTANTA, AMERICANA, ALVORADA, RS, BRASIL",-29.9857,-51.08795,"Rua Americana, 94820-320, Alvorada","29 59m 8.52s S, 51 5m 16.62s W"
RS,ALVORADA,UBS TIJUCA ALVORADA,RUA DO PARQUE,301,TIJUCA,"RUA DO PARQUE, TIJUCA, ALVORADA, RS, BRASIL",-30.0025,-51.04494,"Rua do Parque, 94852-170, Alvorada","30 0m 9s S, 51 2m 41.784s W"
RS,ALVORADA,UBS APARECIDA ALVORADA,RUA NOSSA SENHORA APARECIDA,533,JARDIM APARECIDA,"RUA NOSSA SENHORA APARECIDA, JARDIM APARECIDA, ALVORADA, RS, BRASIL",-30.036305100000003,-51.0535984,"Avenida Nossa Senhora Aparecida, Jardim Aparecida, Aparecida, Alvorada, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 94810-240, Brasil","30 2m 10.6984s S, 51 3m 12.9542s W"
RS,AMARAL FERRADOR,POSTO COXILHA AMARAL FERRADOR,COXILHA DO AMARAL FERRADOR,S/N,CENTRO,"COXILHA DO AMARAL FERRADOR, CENTRO, AMARAL FERRADOR, RS, BRASIL",-30.87617,-52.25269,Amaral Ferrador,"30 52m 34.212s S, 52 15m 9.684s W"
RS,AMARAL FERRADOR,CENTRO DE SAUDE SEDE AMARAL FERRADOR,AV CORONEL AMARAL FERRADOR,475,CENTRO,"AV CORONEL AMARAL FERRADOR, CENTRO, AMARAL FERRADOR, RS, BRASIL",-30.87376,-52.25523,"Rua Coronel Amaral Ferrador, Amaral Ferrador","30 52m 25.536s S, 52 15m 18.828s W"
RS,AMETISTA DO SUL,POSTO DE SAUDE AMETISTA DO SUL,AVENIDA BRASIL,486,CENTRO,"AVENIDA BRASIL, CENTRO, AMETISTA DO SUL, RS, BRASIL",-28.26781,-52.43825,"Avenida Brasil Centro, 99034-600, Passo Fundo","28 16m 4.116s S, 52 26m 17.7s W"
RS,AMETISTA DO SUL,POSTO 03 AMETISTA DO SUL,RUA PEDRO CADENA DE ASSUMPCAO,339,JOAO DE LUCAS,"RUA PEDRO CADENA DE ASSUMPCAO, JOAO DE LUCAS, AMETISTA DO SUL, RS, BRASIL",-27.36589,-53.17227,"Rua Pedro Cadena de Assunção, 98465-000, Ametista do Sul","27 21m 57.204s S, 53 10m 20.172s W"
RS,ANDRE DA ROCHA,POSTO DE SAUDE ANDRE DA ROCHA,RUA MARCOLINO PEREIRA VIEIRA,1178,CENTRO,"RUA MARCOLINO PEREIRA VIEIRA, CENTRO, ANDRE DA ROCHA, RS, BRASIL",-28.63107,-51.57485,"Rua Marcolino Vieira, 95310-000, André da Rocha","28 37m 51.852s S, 51 34m 29.46s W"
RS,ANTA GORDA,UNIDADE SANITARIA DE ANTA GORDA,RUA PADRE HERMINIO CATELLI,645,CENTRO,"RUA PADRE HERMINIO CATELLI, CENTRO, ANTA GORDA, RS, BRASIL",-28.9704,-52.00714,"Rua Padre Hermínio Catelli, 95980-000, Anta Gorda","28 58m 13.44s S, 52 0m 25.704s W"
RS,ANTONIO PRADO,POSTO DE SAUDE DE ANTONIO PRADO,RUA ADILES AMPESSAN,71,CENTRO,"RUA ADILES AMPESSAN, CENTRO, ANTONIO PRADO, RS, BRASIL",-28.85475,-51.28354,"Rua Adiles Ampessan, 95250-000, Antônio Prado","28 51m 17.1s S, 51 17m 0.744s W"
RS,ANTONIO PRADO,POSTO VILA SANTANA,EST JULIO DE CASTILHOS,S/N,2 DISTRITO,"EST JULIO DE CASTILHOS, 2 DISTRITO, ANTONIO PRADO, RS, BRASIL",-28.85592,-51.29335,"Estrada Júlio de Castilhos, 2, 95250-000, Antônio Prado","28 51m 21.312s S, 51 17m 36.06s W"
RS,ANTONIO PRADO,UNIDADE BASICA DE SAUDE PLANALTO,RUA PAESE NOVO,70,PLANALTO,"RUA PAESE NOVO, PLANALTO, ANTONIO PRADO, RS, BRASIL",-28.8549402,-51.2959014,"Rua Paese Novo, Planalto, Antônio Prado, Região Geográfica Imediata de Caxias do Sul, Região Geográfica Intermediária de Caxias do Sul, Rio Grande do Sul, Região Sul, 95250-000, Brasil","28 51m 17.7847s S, 51 17m 45.245s W"
RS,ANTONIO PRADO,POSTO DE SAUDE APARECIDA,LUIS MARCANTONIO GREZZANA,380,APARECIDA,"LUIS MARCANTONIO GREZZANA, APARECIDA, ANTONIO PRADO, RS, BRASIL",-28.84995,-51.27658,"Rua Luís Marcantônio Grezzana, 95250-000, Antônio Prado","28 50m 59.82s S, 51 16m 35.688s W"
RS,ANTONIO PRADO,POSTO DE SAUDE 21 DE ABRIL,EST PROTASIO ALVES,S/N,DISTRITO 21 DE ABRIL,"EST PROTASIO ALVES, DISTRITO 21 DE ABRIL, ANTONIO PRADO, RS, BRASIL",-28.76154,-51.4733,"Rua Vinte e Nove de Abril, 21, 95345-000, Protásio Alves","28 45m 41.544s S, 51 28m 23.88s W"
RS,ARAMBARE,POSTO MEDICO,RUA CORONEL NEI AZAMBUJA,152,SANTA RITA,"RUA CORONEL NEI AZAMBUJA, SANTA RITA, ARAMBARE, RS, BRASIL",-31.05639,-51.51401,"Avenida Coronel Ney Azambuja, 96178, 96179, Arambaré","31 3m 23.004s S, 51 30m 50.436s W"
RS,ARAMBARE,UNIDADE BASICA DE SAUDE,RUA JOAO XAVIER PEREIRA,165,CENTRO,"RUA JOAO XAVIER PEREIRA, CENTRO, ARAMBARE, RS, BRASIL",-30.9126,-51.49993,"Rua João Xavier Pereira, 96178-000, Arambaré","30 54m 45.36s S, 51 29m 59.748s W"
RS,ARAMBARE,POSTO DE SAUDE,RUA CARLOS BOHNE,720,CENTRO,"RUA CARLOS BOHNE, CENTRO, ARAMBARE, RS, BRASIL",-30.9111,-51.49933,"Rua Carlos Bohne, 96178-000, Arambaré","30 54m 39.96s S, 51 29m 57.588s W"
RS,ARARICA,ESF ANA NERI ARARICA,RUA SERRARIA FERRABRAZ,920,IMPERATRIZ,"RUA SERRARIA FERRABRAZ, IMPERATRIZ, ARARICA, RS, BRASIL",-29.6359632,-50.920967,"Rua Serraria Ferrabraz, Imperatriz, Araricá, Região Geográfica Imediata de Novo Hamburgo - São Leopoldo, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 93880-000, Brasil","29 38m 9.46752s S, 50 55m 15.4812s W"
