UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
SP,AGUDOS,UNIDADE DE SAUDE JOAO DAMASIO MACHADO,RUA CARLOS TRAVAIN,S/N,JARDIM SAO VICENTE,"RUA CARLOS TRAVAIN, JARDIM SAO VICENTE, AGUDOS, SP, BRASIL",,,,
SP,AGUDOS,CENTRO DE REABILITACAO ESTRELA DE DAVI,RUA JOSE LUIZ FILHO,S/N,JARDIM EUROPA,"RUA JOSE LUIZ FILHO, JARDIM EUROPA, AGUDOS, SP, BRASIL",,,,
SP,AGUDOS,AMBULATORIO MEDICO MUNICIPAL DE AGUDOS,AVENIDA BENEDITO OTONI,209,CENTRO,"AVENIDA BENEDITO OTONI, CENTRO, AGUDOS, SP, BRASIL",,,,
SP,AGUDOS,UNIDADE DE SAUDE MOUSSA NAKHL TOBIAS,AVENIDA RICHARD FREUDENBERG,S/N,CHACARA AVATO,"AVENIDA RICHARD FREUDENBERG, CHACARA AVATO, AGUDOS, SP, BRASIL",,,,
SP,AGUDOS,UNIDADE DE SAUDE EDNEIA MARIA VENTURINI DELAZARI,RUA MARECHAL DEODORO,S/N,CENTRO,"RUA MARECHAL DEODORO, CENTRO, AGUDOS, SP, BRASIL",,,,
SP,ALAMBARI,UBS DO TATETU ALAMBARI,RUA ITAPEVA,S/N,TATETU,"RUA ITAPEVA, TATETU, ALAMBARI, SP, BRASIL",,,,
SP,ALAMBARI,PAS DO CERCADINHO,RUA LAUDELINO AYRES DOS SANTOS,2065,CERCADINHO,"RUA LAUDELINO AYRES DOS SANTOS, CERCADINHO, ALAMBARI, SP, BRASIL",,,,
SP,ALAMBARI,PAS DO RIBEIRAOZINHO DE ALAMBARI,EST PRINCIPAL DO RIBEIRAOZINHO,S/N,RIBEIRAOZINHO,"EST PRINCIPAL DO RIBEIRAOZINHO, RIBEIRAOZINHO, ALAMBARI, SP, BRASIL",,,,
SP,ALAMBARI,UBS ALAMBARI,RUA PRF JOSE WLADIMIR N DE OLIVEIRA,150,CENTRO,"RUA PRF JOSE WLADIMIR N DE OLIVEIRA, CENTRO, ALAMBARI, SP, BRASIL",,,,
SP,ALFREDO MARCONDES,UNIDADE BASICA DE SAUDE III DE ALFREDO MARCONDES,RUA DAS AMERICAS,558,CENTRO,"RUA DAS AMERICAS, CENTRO, ALFREDO MARCONDES, SP, BRASIL",,,,
SP,ALTAIR,UBS PAULO HUMBERTO DE FIGUEIREDO,RUA CINCO,160,CENTRO,"RUA CINCO, CENTRO, ALTAIR, SP, BRASIL",,,,
SP,ALTAIR,ESF JOAO GONCALVES,RUA JOAQUIM NICESIO PEREIRA,167,RESIDENCIAL SANTA MA,"RUA JOAQUIM NICESIO PEREIRA, RESIDENCIAL SANTA MA, ALTAIR, SP, BRASIL",,,,
SP,ALTAIR,CENTRO DE SAUDE SUINANA ALTAIR,RUA CATARINO TOMAZ DA SILVA,S/N,SUINANA,"RUA CATARINO TOMAZ DA SILVA, SUINANA, ALTAIR, SP, BRASIL",,,,
SP,ALTINOPOLIS,ESF RURAL ALTINOPOLIS,CAMPOS SALES,365,CENTRO,"CAMPOS SALES, CENTRO, ALTINOPOLIS, SP, BRASIL",,,,
SP,ALTINOPOLIS,ESF CENTRAL DR EDSON DUTRA BARROSO,RUA CAMPOS SALES,365,CENTRO,"RUA CAMPOS SALES, CENTRO, ALTINOPOLIS, SP, BRASIL",,,,
SP,ALTINOPOLIS,ESF WAGNER ZUCOLOTTO,RUA JOSE GARCIA DE FIGUEIREDO,950,CECAP,"RUA JOSE GARCIA DE FIGUEIREDO, CECAP, ALTINOPOLIS, SP, BRASIL",,,,
SP,ALTINOPOLIS,ESF WALDOMIRO JORGE RAMOS,RUA MATO GROSSO,0,QUINTA DA BOA VISTA,"RUA MATO GROSSO, QUINTA DA BOA VISTA, ALTINOPOLIS, SP, BRASIL",,,,
SP,ALTINOPOLIS,ESF ORLANDO JOSE,RUA LUIZA HELWING DE FIGUEIREDO,0,JARDIM LUIZA,"RUA LUIZA HELWING DE FIGUEIREDO, JARDIM LUIZA, ALTINOPOLIS, SP, BRASIL",,,,
SP,ALTINOPOLIS,ESF SANTA CRUZ,FIORAVANTE MALAGUTTI,100,FIGUEIREDO WALTER,"FIORAVANTE MALAGUTTI, FIGUEIREDO WALTER, ALTINOPOLIS, SP, BRASIL",,,,
SP,ALTO ALEGRE,PAS DO DISTRITO DE JATOBA ALTO ALEGRE,RUA NOSSA SENHORA DO CARMO,150,CENTRO,"RUA NOSSA SENHORA DO CARMO, CENTRO, ALTO ALEGRE, SP, BRASIL",,,,
SP,ALTO ALEGRE,CENTRO DE SAUDE III ALTO ALEGRE,RUA BENEDITO BENTO DA COSTA FILHO,147,CENTRO,"RUA BENEDITO BENTO DA COSTA FILHO, CENTRO, ALTO ALEGRE, SP, BRASIL",,,,
SP,ALTO ALEGRE,PAS SAO MARTINHO D OESTE DE ALTO ALEGRE,AV AUGUSTO CERVIGNE,441,CENTRO,"AV AUGUSTO CERVIGNE, CENTRO, ALTO ALEGRE, SP, BRASIL",,,,
SP,ALUMINIO,CENTRO DE SAUDE ALUMINIO,RUA PAULO DIAS,412,VIL PAULO DIAS,"RUA PAULO DIAS, VIL PAULO DIAS, ALUMINIO, SP, BRASIL",,,,
SP,ALUMINIO,UNIDADE BASICA DE SAUDE ALZIRA MORAES DE ALMEIDA ALUMINIO,ESTRADA JASIEL DO PRADO FERREIRA,3230,ITARARE,"ESTRADA JASIEL DO PRADO FERREIRA, ITARARE, ALUMINIO, SP, BRASIL",,,,
SP,ALVARES FLORENCE,POSTO DE ATENDIMENTO A SAUDE ORLANDO MARANGAO,RUA 13 DE MAIO,196,CENTRO,"RUA 13 DE MAIO, CENTRO, ALVARES FLORENCE, SP, BRASIL",,,,
SP,ALVARES FLORENCE,CENTRO DE SAUDE DE ALVARES FLORENCE,RUA DEP CASTRO DE CARVALHO,333,CENTRO,"RUA DEP CASTRO DE CARVALHO, CENTRO, ALVARES FLORENCE, SP, BRASIL",,,,
SP,ALVARES FLORENCE,ESF ARGEMIRO PIMENTA,RUA ESPIRITO SANTO,S/N,JARDIM IGAPIRA,"RUA ESPIRITO SANTO, JARDIM IGAPIRA, ALVARES FLORENCE, SP, BRASIL",,,,
SP,ALVARES MACHADO,ESF SAO JOSE,RUA CASTELO BRANCO,S/N,JARDIM SAO JOSE,"RUA CASTELO BRANCO, JARDIM SAO JOSE, ALVARES MACHADO, SP, BRASIL",,,,
SP,ALVARES MACHADO,PSF DO PARQUE DOS PINHEIROS,RUA CLOVIS BEVILAQUA,900,PRQ DOS PINHEIROS,"RUA CLOVIS BEVILAQUA, PRQ DOS PINHEIROS, ALVARES MACHADO, SP, BRASIL",,,,
SP,ALVARES MACHADO,PSF DO JARDIM BELA VISTA,RUA TRAVESSA I,S/N,JARDIM MONTE MOR,"RUA TRAVESSA I, JARDIM MONTE MOR, ALVARES MACHADO, SP, BRASIL",,,,
SP,ALVARES MACHADO,PSF JARDIM PANORAMA ALVARES MACHADO,RUA GRACA ARANHA,300,JARDIM PANORAMA,"RUA GRACA ARANHA, JARDIM PANORAMA, ALVARES MACHADO, SP, BRASIL",,,,
SP,ALVARES MACHADO,PSF NOSSA SENHORA DA PENHA ALVARES MACHADO,RUA JOSE PAULO DOS SANTOS,70,JARDIM DAS ROSAS,"RUA JOSE PAULO DOS SANTOS, JARDIM DAS ROSAS, ALVARES MACHADO, SP, BRASIL",,,,
SP,ALVARES MACHADO,PSF NOSSA SENHORA DA PAZ ALVARES MACHADO,RUA ALMEIDA CARDOSO,135,BAIRRO SAO JOAO,"RUA ALMEIDA CARDOSO, BAIRRO SAO JOAO, ALVARES MACHADO, SP, BRASIL",,,,
SP,ALVARES MACHADO,UBS II DE ALVARES MACHADO,RUA MONSENHOR NAKAMURA,140,CENTRO,"RUA MONSENHOR NAKAMURA, CENTRO, ALVARES MACHADO, SP, BRASIL",,,,
SP,ALVARES MACHADO,UBS II DE CORONEL GOULART,RUA SAO PAULO,345,CORONEL GOULART,"RUA SAO PAULO, CORONEL GOULART, ALVARES MACHADO, SP, BRASIL",,,,
SP,ALVARO DE CARVALHO,PENITENCIARIA VALENTIM ALVES DA SILVA ALVARO DE CARVALHO,RODOVIA MAMEDE BARRETO,36,RODOVIA,"RODOVIA MAMEDE BARRETO, RODOVIA, ALVARO DE CARVALHO, SP, BRASIL",,,,
SP,ALVARO DE CARVALHO,CS DE ALVARO CARVALHO,RUA JOAQUIM BRONZE MENDES,55,CENTRO,"RUA JOAQUIM BRONZE MENDES, CENTRO, ALVARO DE CARVALHO, SP, BRASIL",,,,
SP,ALVINLANDIA,CS ALVINLANDIA,RUA AMADEU CRIPPA,428,CENTRO,"RUA AMADEU CRIPPA, CENTRO, ALVINLANDIA, SP, BRASIL",,,,
SP,AMERICANA,PM 15 SAO DOMINGOS,RUA SALVADOR GIORDANO,320,SAO DOMINGOS,"RUA SALVADOR GIORDANO, SAO DOMINGOS, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,E S F 24 MARIO COVAS,RUA DA ALIANCA,648,MARIO COVAS,"RUA DA ALIANCA, MARIO COVAS, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,ESF JARDIM SAO JOSE,RUA CAMINHO DA SERVIDAO,260,SAO JOSE,"RUA CAMINHO DA SERVIDAO, SAO JOSE, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PSF ANTONIO ZANAGA II,RUA ADELMAR TAVARES,185,VIL ANTONIO ZANAGA,"RUA ADELMAR TAVARES, VIL ANTONIO ZANAGA, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PM 01 VILA MATHIENSEN,RUA DAS ALFAZEMAS,416,VIL MATHIESEN,"RUA DAS ALFAZEMAS, VIL MATHIESEN, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,CAFI CENTRO DE ASSISTENCIA A FAMILIA E AO IDOSO,RUA DAS PONCIANAS,900,JD GLORIA,"RUA DAS PONCIANAS, JD GLORIA, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PM 06 JD IPIRANGA,RUA ITAMBE,236,JD IPIRANGA,"RUA ITAMBE, JD IPIRANGA, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PM 09 CARIOBINHA,RUA SAO SIMAO,522,CARIOBINHA,"RUA SAO SIMAO, CARIOBINHA, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,UAD UNIDADE DE ATENDIMENTO DOMICILIAR,RUA JACAREPAGUA,320,GUANABARA,"RUA JACAREPAGUA, GUANABARA, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PRONTO SOCORRO ZANAGA,RUA ARY BARROSO,485,ZANAGA I,"RUA ARY BARROSO, ZANAGA I, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PM 16 VILA GALO,RUA QUINTINO BOCAIUVA,1250,VILA GALO,"RUA QUINTINO BOCAIUVA, VILA GALO, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PSF JARDIM BRASIL,RUA BENEDITO ANTONIO BERTOSSI,480,JAD BRASIL,"RUA BENEDITO ANTONIO BERTOSSI, JAD BRASIL, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PSF PRAIA AZUL FAMILIA SAUDAVEL,RUA PARA,406,PRAIA AZUL,"RUA PARA, PRAIA AZUL, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PM 12 SAO LUIZ,RUA ARNO TOGNETTA,321,JARDIM PROGRESSO,"RUA ARNO TOGNETTA, JARDIM PROGRESSO, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PM 21 PARQUE DAS NACOES,RUA AUSTRALIA,301,PARQUE DAS NACOES,"RUA AUSTRALIA, PARQUE DAS NACOES, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PM 03 SAO VITO,RUA CHUCRI ZOGBI,540,SAO VITO,"RUA CHUCRI ZOGBI, SAO VITO, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,UBS CILLOS,AVENIDA CILLOS,2310,SAO JOSE,"AVENIDA CILLOS, SAO JOSE, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PSF JD ALVORADA,RUA DOS ASTEROIDES,325,JAD ALVORADA,"RUA DOS ASTEROIDES, JAD ALVORADA, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PM 19 PARQUE DA LIBERDADE,RUA SERRA DO MAR,S/N,PRQ DA LIBERDADE,"RUA SERRA DO MAR, PRQ DA LIBERDADE, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,PM 11 PARQUE GRAMADO,AVN DA AMIZADE,S/N,PARQUE GRAMADO,"AVN DA AMIZADE, PARQUE GRAMADO, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,E S F 23 JAGUARI,RUA INEZITA BARROSO,400,JAGUARI,"RUA INEZITA BARROSO, JAGUARI, AMERICANA, SP, BRASIL",,,,
SP,AMERICANA,ESTRATEGIA DE SAUDE DA FAMILIA ZANAGA I,RUA ADELMAR TAVARES,185,VILA ANTONIO ZANAGA,"RUA ADELMAR TAVARES, VILA ANTONIO ZANAGA, AMERICANA, SP, BRASIL",,,,
SP,AMERICO BRASILIENSE,UNIDADE HOSPITALAR DR JOSE NIGRO NETO AMERICO BRASILIENSE,AV TEREZA MARCILI,311,CENTRO,"AV TEREZA MARCILI, CENTRO, AMERICO BRASILIENSE, SP, BRASIL",,,,
SP,AMERICO BRASILIENSE,UNIDADE DE SAUDE DA FAMILIA DR LUIZ CARLOS DELLA ROVERE,RUA ANA PEREIRA DE GODOY,210,JARDIM SAO JOSE,"RUA ANA PEREIRA DE GODOY, JARDIM SAO JOSE, AMERICO BRASILIENSE, SP, BRASIL",,,,
SP,AMERICO BRASILIENSE,UBS CENTRO DR JOSE NIGRO NETO,RUA FELICIO NEVES,91,CENTRO,"RUA FELICIO NEVES, CENTRO, AMERICO BRASILIENSE, SP, BRASIL",,,,
SP,AMERICO BRASILIENSE,UBS DR CASSIO MORAES ALVES AMERICO BRASILIENSE,AV CATANDUVA,340,JD VISTA ALEGRE,"AV CATANDUVA, JD VISTA ALEGRE, AMERICO BRASILIENSE, SP, BRASIL",,,,
SP,AMERICO BRASILIENSE,CEO DE AMERICO BRASILIENSE,RUA FELICIO NEVES,71,CENTRO,"RUA FELICIO NEVES, CENTRO, AMERICO BRASILIENSE, SP, BRASIL",,,,
SP,AMERICO DE CAMPOS,ESF CHAFIC HASSEM,RUA LUIS DE ALMEIDA ROLO,626,CENTRO,"RUA LUIS DE ALMEIDA ROLO, CENTRO, AMERICO DE CAMPOS, SP, BRASIL",,,,
SP,AMERICO DE CAMPOS,CS DE AMERICO DE CAMPOS,RUA SAO JOAO,617,CENTRO,"RUA SAO JOAO, CENTRO, AMERICO DE CAMPOS, SP, BRASIL",,,,
SP,AMPARO,USF BAIRRO DOS ROSAS,RODOVIA ENG CONSTANCIO CINTRA SP KM 360 121,S/N,ROSAS,"RODOVIA ENG CONSTANCIO CINTRA SP KM 360 121, ROSAS, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF ARCADAS,RUA PEDRO ALVES DA SILVA,62,ARCADAS,"RUA PEDRO ALVES DA SILVA, ARCADAS, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF JARDIM AMERICA FIGUEIRA,RUA VENEZUELA,160,JARDIM ADELIA,"RUA VENEZUELA, JARDIM ADELIA, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF JARDIM CAMANDUCAIA,PRACA OLIMPIO RIBEIRO,S/N,JARDIM CAMANDUCAIA,"PRACA OLIMPIO RIBEIRO, JARDIM CAMANDUCAIA, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF BOA VEREDA,ESTRADA AMPARO BOA VEREDA ROD BENEVENUTO MORETTO,141,BOA VEREDA,"ESTRADA AMPARO BOA VEREDA ROD BENEVENUTO MORETTO, BOA VEREDA, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF VALE VERDE,RUAJOAO BARBI,S/N,VALE VERDE,"RUAJOAO BARBI, VALE VERDE, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF TRES PONTES,PRACA NELSON JOSE URBANO,11,TRES PONTES,"PRACA NELSON JOSE URBANO, TRES PONTES, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF JARDIM SAO DIMAS,RUA AFONSO GEREMIAS,291,JARDIM SAO DIMAS,"RUA AFONSO GEREMIAS, JARDIM SAO DIMAS, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF JARDIM BRASIL,AVN SAO PAULO,391,JARDIM BRASIL,"AVN SAO PAULO, JARDIM BRASIL, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF PINHEIRINHO,RUA JOFRE VIEIRA DA ROCHA,350,JARDIM PINHEIRINHO,"RUA JOFRE VIEIRA DA ROCHA, JARDIM PINHEIRINHO, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF MOV ACAO RURAL DO PANTALEAO,ESTRADA SP 352 KM,S/N,PANTALEAO,"ESTRADA SP 352 KM, PANTALEAO, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF SANTA MARIA DO AMPARO,AVENIDA JOSE DE GIUSEPPE,36,LOT RES STA MARIA DO,"AVENIDA JOSE DE GIUSEPPE, LOT RES STA MARIA DO, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF JARDIM SILVESTRE,RUA SEBASTIAO DE OLIVEIRA,167,JARDIM SILVESTRE II,"RUA SEBASTIAO DE OLIVEIRA, JARDIM SILVESTRE II, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF CENTRO,RUA DARIO PIRES,24,LOTEAMENTO MARSON,"RUA DARIO PIRES, LOTEAMENTO MARSON, AMPARO, SP, BRASIL",,,,
SP,AMPARO,USF JARDIM DAS AVES MOREIRINHA,R FRANCISCO LUIS DA SILVA,S/N,RIBEIRAO,"R FRANCISCO LUIS DA SILVA, RIBEIRAO, AMPARO, SP, BRASIL",,,,
SP,AMPARO,UNIDADE BASICA DE SAUDE PEDROSOS,RODOVIA ENGENHEIRO CONSTANCIO CINTRA SP 360 KM 109,S/N,PEDROSOS,"RODOVIA ENGENHEIRO CONSTANCIO CINTRA SP 360 KM 109, PEDROSOS, AMPARO, SP, BRASIL",,,,
SP,ANALANDIA,CENTRO DE SAUDE DE ANALANDIA,AVN 12,235,CENTRO,"AVN 12, CENTRO, ANALANDIA, SP, BRASIL",,,,
SP,ANDRADINA,UAS NORTE ANDRADINA,RUA ITAR TAKATSU,115,JARDIM DAS TULIPAS,"RUA ITAR TAKATSU, JARDIM DAS TULIPAS, ANDRADINA, SP, BRASIL",,,,
SP,ANDRADINA,CENTRO DE SAUDE I DE ANDRADINA,RUA PAES LEME,145,VILA SANCHES,"RUA PAES LEME, VILA SANCHES, ANDRADINA, SP, BRASIL",,,,
SP,ANDRADINA,UBS DR MARIO ROBERTO DE LIMA MARINHO ANDRADINA,RUA PRESIDENTE DUTRA,387,JARDIM SANTA CECILIA,"RUA PRESIDENTE DUTRA, JARDIM SANTA CECILIA, ANDRADINA, SP, BRASIL",,,,
SP,ANDRADINA,CAMO MINEIRA DR NELSON RODRIGUES MARTINHO ANDRADINA,RUA IGUASSU,1195,STELLA MARIS,"RUA IGUASSU, STELLA MARIS, ANDRADINA, SP, BRASIL",,,,
SP,ANDRADINA,UBS ADILSON DANTAS DA SILVA,AV JEAN BERNARD,643,JARDIM EUROPA,"AV JEAN BERNARD, JARDIM EUROPA, ANDRADINA, SP, BRASIL",,,,
SP,ANDRADINA,PENITENCIARIA DE ANDRADINA,RODOVIA MUNICIPAL SALVADOR LOVERDI S N,468,PEREIRA JORDAO,"RODOVIA MUNICIPAL SALVADOR LOVERDI S N, PEREIRA JORDAO, ANDRADINA, SP, BRASIL",,,,
SP,ANDRADINA,CAMO BENFICA DR EDUARDO H F CHAR ANDRADINA,RUA MONSENHOR VITOR ASSUITE,2004,COHAB ANTONIO SILVIO,"RUA MONSENHOR VITOR ASSUITE, COHAB ANTONIO SILVIO, ANDRADINA, SP, BRASIL",,,,
SP,ANGATUBA,ESF JARDIM ELISA ANGATUBA,RUA DAS ORQUIDEAS,415,JARDIM ELISA,"RUA DAS ORQUIDEAS, JARDIM ELISA, ANGATUBA, SP, BRASIL",,,,
