UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
SE,ARACAJU,US JOSE MACHADO DE SOUZA SANTOS DUMONT,RUA MAJOR AURELIANO,100,SANTOS DUMONT,"RUA MAJOR AURELIANO, SANTOS DUMONT, ARACAJU, SE, BRASIL",-10.8968447,-37.0814183,"Rua Major Aureliano, Santos Dumont, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49087-520, Brasil","10 53m 48.6409s S, 37 4m 53.1059s W"
SE,ARACAJU,US ANTONIO ALVES ATALAIA,RUA FIRMINO FONTES,S/N,ATALAIA,"RUA FIRMINO FONTES, ATALAIA, ARACAJU, SE, BRASIL",-10.980897,-37.0535582,"Rua Firmino Fontes, Atalaia, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49037-837, Brasil","10 58m 51.2292s S, 37 3m 12.8095s W"
SE,ARACAJU,US EUNICE BARBOSA DE OLIVEIRA,RUA BEIRA RIO,92,COQUEIRAL,"RUA BEIRA RIO, COQUEIRAL, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,US ELIZABETE PITA TERRA DURA,RUA B,14,TERRA DURA,"RUA B, TERRA DURA, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,US AUGUSTO CESAR LEITE SANTA TEREZA,RUA ELENITA NERY GOMES,S/N,AEROPORTO,"RUA ELENITA NERY GOMES, AEROPORTO, ARACAJU, SE, BRASIL",-10.9918472,-37.0780662,"Rua Elenita Nery Gomes, Aeroporto, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49037-020, Brasil","10 59m 30.6499s S, 37 4m 41.0383s W"
SE,ARACAJU,US JOSE QUINTILIANO DA FONSECA SOBRAL CIDADE NOVA,SANTA TEREZINHA,S/N,CIDADE NOVA,"SANTA TEREZINHA, CIDADE NOVA, ARACAJU, SE, BRASIL",-10.8917235,-37.0653686,"Santa Terezinha, Cidade Nova, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49060-440, Brasil","10 53m 30.2046s S, 37 3m 55.327s W"
SE,ARACAJU,US JOAO CARDOSO NASCIMENTO JUNIOR JOSE CONRADO DE ARAUJO,RUA ALAGOAS,2051,JOSE CONRADO DE ARAU,"RUA ALAGOAS, JOSE CONRADO DE ARAU, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,US ADEL NUNES BAIRRO AMERICA,RUA HAITI,S/N,AMERICA,"RUA HAITI, AMERICA, ARACAJU, SE, BRASIL",-10.9148327,-37.0835039,"Rua Haiti, América, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49082-096, Brasil","10 54m 53.3977s S, 37 5m 0.61404s W"
SE,ARACAJU,US RENATO MAZZE LUCAS LAMARAO,RUA CAPITAO MANOEL GOMES,590,SANTOS DUMONT,"RUA CAPITAO MANOEL GOMES, SANTOS DUMONT, ARACAJU, SE, BRASIL",-10.892383,-37.0867656,"Rua Capitão Manoel Gomes, Santos Dumont, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49087-580, Brasil","10 53m 32.5788s S, 37 5m 12.3562s W"
SE,ARACAJU,CENTRO DE CONTROLE DE ZOONOSES,AV CARLOS RODRIGUES DA CRUZ,190,CAPUCHO,"AV CARLOS RODRIGUES DA CRUZ, CAPUCHO, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,US MAX DE CARVALHO ROCHA LUZIA,RUA MARIZE ALMEIDA SANTOS,588,LUZIA,"RUA MARIZE ALMEIDA SANTOS, LUZIA, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,US AMELIA LEITE,RUA TENENTE WENDEL QUARANTA,1863,SUISSA,"RUA TENENTE WENDEL QUARANTA, SUISSA, ARACAJU, SE, BRASIL",-10.9207971,-37.0633107,"Rua Tenente Wendel Quaranta, Suíssa, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49055-200, Brasil","10 55m 14.8696s S, 37 3m 47.9185s W"
SE,ARACAJU,US DR ROBERTO PAIXAO,LAUDELINO DE OLIVEIRA FREIRE,45,17 DE MARCO,"LAUDELINO DE OLIVEIRA FREIRE, 17 DE MARCO, ARACAJU, SE, BRASIL",-11.0056522,-37.1024398,"Rua Laudelino de Oliveira Freire, 17 de Março, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49015-150, Brasil","11 0m 20.3479s S, 37 6m 8.78328s W"
SE,ARACAJU,US CELSO DANIEL SANTA MARIA,TRAVESSA 5,S/N,SANTA MARIA,"TRAVESSA 5, SANTA MARIA, ARACAJU, SE, BRASIL",-11.0084996,-37.1156795,"Travessa da Rua do Vale do Amnhacer 1, Santa Maria, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49015-150, Brasil","11 0m 30.5986s S, 37 6m 56.4462s W"
SE,ARACAJU,US AUGUSTO FRANCO,RUA H 5,S/N,FAROLANDIA,"RUA H 5, FAROLANDIA, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,HCTP,RUA ARGENTINA,421,AMERICA,"RUA ARGENTINA, AMERICA, ARACAJU, SE, BRASIL",-10.9195786,-37.0808436,"Rua Argentina, América, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49075-170, Brasil","10 55m 10.483s S, 37 4m 51.037s W"
SE,ARACAJU,US GERALDO MAGELA DE MENEZES SAO CONRADO,CENTRAL IV,S/N,SAO CONRADO,"CENTRAL IV, SAO CONRADO, ARACAJU, SE, BRASIL",-10.9685926,-37.0820175,"Travessa Maria dos Prazeres Aragão, Conjunto Orlando Dantas, São Conrado, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49042-256, Brasil","10 58m 6.93336s S, 37 4m 55.263s W"
SE,ARACAJU,US MINISTRO COSTA CAVALVANTE INACIO BARBOSA,AV TRANCREDO NEVES,S/N,INACIO BARBOSA,"AV TRANCREDO NEVES, INACIO BARBOSA, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,US EDEZIO VIEIRA DE MELO SIQUEIRA CAMPOS,RUA PARAIBA,S/N,SIQUEIRA CAMPOS,"RUA PARAIBA, SIQUEIRA CAMPOS, ARACAJU, SE, BRASIL",-10.9093543,-37.0745656,"Rua Paraíba, Siqueira Campos, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49075-420, Brasil","10 54m 33.6755s S, 37 4m 28.4362s W"
SE,ARACAJU,US FRANCISCO FONSECA DEZOITO DO FORTE,AV ALVARO MARCIEL,296,18 DO FORTE,"AV ALVARO MARCIEL, 18 DO FORTE, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,US JOALDO BARBOSA,AV GUANABARA,S/N,AMERICA,"AV GUANABARA, AMERICA, ARACAJU, SE, BRASIL",-10.9217629,-37.0763147,"Rua Guanabara, América, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49075-170, Brasil","10 55m 18.3464s S, 37 4m 34.7329s W"
SE,ARACAJU,US FERNANDO SAMPAIO CASTELO BRANCO,AV SAO JOAO BATISTA,986,PONTO NOVO,"AV SAO JOAO BATISTA, PONTO NOVO, ARACAJU, SE, BRASIL",-10.9352377,-37.0828299,"Avenida São João Batista, Conjunto Castelo Branco, Ponto Novo, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49097-510, Brasil","10 56m 6.85572s S, 37 4m 58.1876s W"
SE,ARACAJU,US AVILA NABUCO MEDICI,RUA O,S/N,LUZIA,"RUA O, LUZIA, ARACAJU, SE, BRASIL",-11.3566531,-37.4470308,"Rua O, Conjunto Albano Franco, Santa Luzia do Itanhy, Região Geográfica Imediata de Estância, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, Brasil","11 21m 23.9512s S, 37 26m 49.3109s W"
SE,ARACAJU,US MANOEL DE SOUZA PEREIRA SOL NASCENTE,RUA MARIA DO CARMO COSTA,S/N,JABOTIANA,"RUA MARIA DO CARMO COSTA, JABOTIANA, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,US MADRE TEREZA DE CALCUTA JABOTIANA,LARGO DA APARECIDA,S/N,JABOTIANA,"LARGO DA APARECIDA, JABOTIANA, ARACAJU, SE, BRASIL",-10.934918,-37.085003826427496,"Largo da Aparecida, Vila Largo da Aparecida, Jabutiana, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, Brasil","10 56m 5.7048s S, 37 5m 6.01378s W"
SE,ARACAJU,US CANDIDA ALVES SANTO ANTONIO,RUA SAO JOAO,S/N,SANTO ANTONIO,"RUA SAO JOAO, SANTO ANTONIO, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,US SANTA TEREZINHA ROBALO,RODOVIA DOS NAUFRAGOS KM 05,S/N,ROBALO,"RODOVIA DOS NAUFRAGOS KM 05, ROBALO, ARACAJU, SE, BRASIL",-11.056981,-37.1114532,"Rodovia dos Náufragos, São José dos Náufragos, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49000-302, Brasil","11 3m 25.1316s S, 37 6m 41.2315s W"
SE,ARACAJU,US CARLOS FERNANDES DE MELO LAMARAO,AV LAMARAO,S/N,LAMARAO,"AV LAMARAO, LAMARAO, ARACAJU, SE, BRASIL",-10.8731125,-37.0762317,"Avenida Lamarão, Loteamento Jardim Lamarão - Vitória da Conquista, Lamarão, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49089-005, Brasil","10 52m 23.205s S, 37 4m 34.4341s W"
SE,ARACAJU,US DONA SINHAZINHA GRAGERU,AVENIDA HERMES FONTES,S/N,GRAGERU,"AVENIDA HERMES FONTES, GRAGERU, ARACAJU, SE, BRASIL",-10.9310803,-37.0610816,"Avenida Hermes Fontes, Grageru, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49045-420, Brasil","10 55m 51.8891s S, 37 3m 39.8938s W"
SE,ARACAJU,US LAURO DANTAS HORA BUGIO,RUA PROJETADA,S/N,BUGIO,"RUA PROJETADA, BUGIO, ARACAJU, SE, BRASIL",-10.8944657,-37.0965329,"Rua Terezinha Macedo, Jardim Centenário, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49090-506, Brasil","10 53m 40.0765s S, 37 5m 47.5184s W"
SE,ARACAJU,US WALTER CARDOSO VENEZA,RUA B,372,VENEZA,"RUA B, VENEZA, ARACAJU, SE, BRASIL",-10.906365,-37.0972151,"Rua B, Conjunto Veneza I, Olaria, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49082-110, Brasil","10 54m 22.914s S, 37 5m 49.9744s W"
SE,ARACAJU,US NICEU DANTAS MOSQUEIRO,RUA DOS NAUFRAGOS,S/N,MOSQUEIRO,"RUA DOS NAUFRAGOS, MOSQUEIRO, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,US PORTO DANTAS,RUA ANTONIO DOS SANTOS,468,PORTO DANTAS,"RUA ANTONIO DOS SANTOS, PORTO DANTAS, ARACAJU, SE, BRASIL",-10.8764097,-37.051865,"Rua Antônio dos Santos, Porto D'antas, Porto Dantas, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49069-030, Brasil","10 52m 35.0749s S, 37 3m 6.714s W"
SE,ARACAJU,US JOAO DE OLIVEIRA SOBRAL SANTOS DUMONT,RUA SENHOR DO BOMFIM,S/N,SANTOS DUMONT,"RUA SENHOR DO BOMFIM, SANTOS DUMONT, ARACAJU, SE, BRASIL",,,,
SE,ARACAJU,US OSVALDO LEITE TERRA DURA,AV AZUL,S/N,SANTA MARIA,"AV AZUL, SANTA MARIA, ARACAJU, SE, BRASIL",-11.0047145,-37.1071635,"Avenida Rosa Azul, Santa Maria, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49015-150, Brasil","11 0m 16.9722s S, 37 6m 25.7886s W"
SE,ARACAJU,US ANALIA PINA DE ASSIS ALM TAMANDARE,AV AYRTON SENNA,S/N,SANTOS DUMONT,"AV AYRTON SENNA, SANTOS DUMONT, ARACAJU, SE, BRASIL",-10.9006677,-37.0829283,"Avenida Ayrton Senna, Santos Dumont, Aracaju, Região Geográfica Imediata de Aracaju, Região Geográfica Intermediária de Aracaju, Sergipe, Região Nordeste, 49087-740, Brasil","10 54m 2.40372s S, 37 4m 58.5419s W"
SE,ARAUA,UNIDADE DE SAUDE DA FAMILIA DO POVOADO BOLANDEIRA,POVOADO BOLANDEIRA,36,ZONA RURAL,"POVOADO BOLANDEIRA, ZONA RURAL, ARAUA, SE, BRASIL",,,,
SE,ARAUA,UNIDADE DE SAUDE DA FAMILIA DO POVOADO CASA CAIADA,RUA BOQUIM,S/N,ZONA RURAL,"RUA BOQUIM, ZONA RURAL, ARAUA, SE, BRASIL",,,,
SE,ARAUA,UNIDADE DE SAUDE DA FAMILIA DO POVOADO CAMBOATA,POVOADO CAMBOATA,124,ZONA RURAL,"POVOADO CAMBOATA, ZONA RURAL, ARAUA, SE, BRASIL",,,,
SE,ARAUA,UNIDADE DE SAUDE DA FAMILIA DO POVOADO TABULEIRO,POVOADO TABULEIRO,S/N,ZONA RURAL,"POVOADO TABULEIRO, ZONA RURAL, ARAUA, SE, BRASIL",,,,
SE,ARAUA,UNIDADE DE SAUDE DA FAMILIA DO POVOADO OLHOS DAGUA,POVOADO OLHOS DAGUA,20,ZONA RURAL,"POVOADO OLHOS DAGUA, ZONA RURAL, ARAUA, SE, BRASIL",,,,
SE,ARAUA,UNIDADE DE SAUDE DA FAMILIA POVOADO PROGRESSO,ZONA RURAL,48,ZONA RURAL,"ZONA RURAL, ZONA RURAL, ARAUA, SE, BRASIL",,,,
SE,ARAUA,UNIDADE DE SAUDE DA FAMILIA DO POVOADO SUCUPIRA,POVOADO SUCUPIRA,26,ZONA RURAL,"POVOADO SUCUPIRA, ZONA RURAL, ARAUA, SE, BRASIL",,,,
SE,ARAUA,CLINICA DE SAUDE DA FAMILIA LUZIA NASCIMENTO SILVA,PRACA PROFESSORA ADIVA,S/N,CENTRO,"PRACA PROFESSORA ADIVA, CENTRO, ARAUA, SE, BRASIL",,,,
SE,AREIA BRANCA,UNIDADE DE SAUDE DA FAMILIA JOSE BATISTA IRMAO,ZONA RURAL POVOADO JUNCO,S/N,ZONA RURAL,"ZONA RURAL POVOADO JUNCO, ZONA RURAL, AREIA BRANCA, SE, BRASIL",,,,
SE,AREIA BRANCA,UNIDADE DE SAUDE DA FAMILIA LAGOA SECA,RUA HERACLIOTN DINIZ,S/N,LAGOA SECA,"RUA HERACLIOTN DINIZ, LAGOA SECA, AREIA BRANCA, SE, BRASIL",,,,
SE,AREIA BRANCA,POSTO MEDICO MARCIONILIA DE JESUS MORAES,POVOADO GUIDINHA,S/N,POV GUIDINHA,"POVOADO GUIDINHA, POV GUIDINHA, AREIA BRANCA, SE, BRASIL",,,,
SE,AREIA BRANCA,POSTO MEDICO INACIO ANDRELINO DOS SANTOS,POVOADO RIO DAS PEDRAS,S/N,ZONA RURAL,"POVOADO RIO DAS PEDRAS, ZONA RURAL, AREIA BRANCA, SE, BRASIL",,,,
SE,AREIA BRANCA,POSTO MEDICO JOSE LUIZ DA SILVA,POVOADO CAROBA,S/N,ZONA RURAL,"POVOADO CAROBA, ZONA RURAL, AREIA BRANCA, SE, BRASIL",,,,
SE,AREIA BRANCA,POSTO MEDICO DALVINO DOS SANTOS,ZONA RURAL POVOADO SERRA COMPRIDA,S/N,ZONA RURAL,"ZONA RURAL POVOADO SERRA COMPRIDA, ZONA RURAL, AREIA BRANCA, SE, BRASIL",,,,
SE,AREIA BRANCA,UNIDADE DA SAUDE DA FAMILIA NILO CALAZANS DE MENESES,ZONA RURAL POVOADO MANILHA,S/N,ZONA RURAL,"ZONA RURAL POVOADO MANILHA, ZONA RURAL, AREIA BRANCA, SE, BRASIL",,,,
SE,AREIA BRANCA,UNIDADE DA SAUDE DA FAMILIA ASCENDINO DE SOUZA FILHO,ZONA RURAL POVOADO PEDRINHAS,S/N,ZONA RURAL,"ZONA RURAL POVOADO PEDRINHAS, ZONA RURAL, AREIA BRANCA, SE, BRASIL",,,,
SE,AREIA BRANCA,UNIDADE DE SAUDE DA FAMILIA MESTRE ELIAS,ZONA RURAL POVOADO CAJUEIRO,S/N,ZONA RURAL,"ZONA RURAL POVOADO CAJUEIRO, ZONA RURAL, AREIA BRANCA, SE, BRASIL",,,,
SE,AREIA BRANCA,CLINICA DE SAUDE DA FAMILIA DR CHRISTTIANNO O DE ALMEIDA,BR 235,S/N,CENTRO,"BR 235, CENTRO, AREIA BRANCA, SE, BRASIL",,,,
SE,BARRA DOS COQUEIROS,UNIDADE BASICA DE SAUDE GERUSA FERREIRA DOS SANTOS,PRINCIPAL,S/N,CANAL SAO SEBASTIAO,"PRINCIPAL, CANAL SAO SEBASTIAO, BARRA DOS COQUEIROS, SE, BRASIL",,,,
SE,BARRA DOS COQUEIROS,UNIDADE DE SAUDE DA FAMILIA SR GILENO DE JESUS,POVOADO JATOBA,S/N,ZONA RURAL,"POVOADO JATOBA, ZONA RURAL, BARRA DOS COQUEIROS, SE, BRASIL",,,,
SE,BARRA DOS COQUEIROS,VER ANA DOS ANJOS SANTOS,RUA GILBERTO GIL,335,CAMINHO DO PORTO,"RUA GILBERTO GIL, CAMINHO DO PORTO, BARRA DOS COQUEIROS, SE, BRASIL",,,,
SE,BARRA DOS COQUEIROS,UNIDADE BASICA DE SAUDE NOSSA SENHORA DO CARMO,POVOADO CAPOA,S/N,POVOADO CAPOA,"POVOADO CAPOA, POVOADO CAPOA, BARRA DOS COQUEIROS, SE, BRASIL",,,,
SE,BARRA DOS COQUEIROS,CLINICA DE SAUDE DA FAMILIA SANTA LUZIA,RUA A,185,CENTRO,"RUA A, CENTRO, BARRA DOS COQUEIROS, SE, BRASIL",,,,
SE,BARRA DOS COQUEIROS,UNIDADE DE SAUDE DA FAMILIA ANA LUIZA DORTAS VALADARES,RUA SENADOR POMPEU,S/N,ATALAIA NOVA,"RUA SENADOR POMPEU, ATALAIA NOVA, BARRA DOS COQUEIROS, SE, BRASIL",,,,
SE,BARRA DOS COQUEIROS,UNIDADE DE SAUDE DA FAMILIA GILSON SANTOS,RUA O,S/N,ANDORINHAS,"RUA O, ANDORINHAS, BARRA DOS COQUEIROS, SE, BRASIL",,,,
SE,BOQUIM,POSTO DE SAUDE JOSE ADELMO SILVA LIMA,SIMPLICIANO FERNANDES,S/N,SIMPLICIANO FERNANDE,"SIMPLICIANO FERNANDES, SIMPLICIANO FERNANDE, BOQUIM, SE, BRASIL",,,,
SE,BOQUIM,UNIDADE MISTA DR BERNARDINO MITIDIERI,AV ANTONIO FRANCISCO VIANA DE ASSIS,280,CENTRO,"AV ANTONIO FRANCISCO VIANA DE ASSIS, CENTRO, BOQUIM, SE, BRASIL",,,,
SE,BOQUIM,POSTO DE SAUDE LUZINALDO DE ARAUJO,POVOADO CABECA DANTAS,S/N,POVOADO CABECA DANTA,"POVOADO CABECA DANTAS, POVOADO CABECA DANTA, BOQUIM, SE, BRASIL",,,,
