UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
PA,ABAETETUBA,POSTO DE SAUDE MARACAPUCU SANTA MARIA,VILA DE MARACAPUCUZINHO,S/N,ZONA RURAL ILHAS,"VILA DE MARACAPUCUZINHO, ZONA RURAL ILHAS, ABAETETUBA, PA, BRASIL",,,,
PA,ABEL FIGUEIREDO,UNIDADE DE SAUDE DA FAMILIA JUELI FRANCISCO DO AMARAL,RUA GILSON ALEXANDRINO,S/N,BELA VISTA,"RUA GILSON ALEXANDRINO, BELA VISTA, ABEL FIGUEIREDO, PA, BRASIL",,,,
PA,ABEL FIGUEIREDO,UNIDADE DE SAUDE DA FAMILIA TANCREDO NEVES,BR 222 KM 87,S/N,VILA CARNE DE SOL,"BR 222 KM 87, VILA CARNE DE SOL, ABEL FIGUEIREDO, PA, BRASIL",,,,
PA,ABEL FIGUEIREDO,UNIDADE DE SAUDE DA FAMILIA CIDADE ALTA,RUA SAO SEBASTIAO,S/N,NOVO HORIZONTE,"RUA SAO SEBASTIAO, NOVO HORIZONTE, ABEL FIGUEIREDO, PA, BRASIL",,,,
PA,ACARA,POSTO DE SAUDE DO SAO JOAO,COMUNIDADE SAO JOAO,6,BAIXO ACARA,"COMUNIDADE SAO JOAO, BAIXO ACARA, ACARA, PA, BRASIL",,,,
PA,ACARA,POSTO DE SAUDE DO ITANCOA MIRIM,VILA DO ITACOA MIRIM,69,ALTO ACARA,"VILA DO ITACOA MIRIM, ALTO ACARA, ACARA, PA, BRASIL",,,,
PA,ACARA,POSTO DE SAUDE DE SAO DOMINGOS,VILA TUCUMANDEUA,15,BAIXO ACARA,"VILA TUCUMANDEUA, BAIXO ACARA, ACARA, PA, BRASIL",,,,
PA,ACARA,ESTRATEGIA DE SAUDE DA FAMILIA DE GENIPAUBA,IG GENIPAUBA,3,BAIXO ACARA,"IG GENIPAUBA, BAIXO ACARA, ACARA, PA, BRASIL",,,,
PA,ACARA,POSTO DE SAUDE ACARA ACU,VILA ACARA ACU,4,BAIXO ACARA,"VILA ACARA ACU, BAIXO ACARA, ACARA, PA, BRASIL",,,,
PA,ACARA,ESTRATEGIA DE SAUDE DA FAMILIA DE CACOAL,RUA LUIZ MIRANDA,10,CACOAL,"RUA LUIZ MIRANDA, CACOAL, ACARA, PA, BRASIL",,,,
PA,ACARA,ESTRATEGIA DE SAUDE DA FAMILIA COLATINA,ROD ACARA CONCORDIA DO PARA,15,COLATINA,"ROD ACARA CONCORDIA DO PARA, COLATINA, ACARA, PA, BRASIL",,,,
PA,ACARA,CENTRO DE SAUDE DA CIDADE,AV GOV FERNANDO GUILHON,11,CENTRO,"AV GOV FERNANDO GUILHON, CENTRO, ACARA, PA, BRASIL",,,,
PA,ACARA,ESTRATEGIA DE SAUDE DA FAMILIA DO GUARUMA,ROD ACARA MOJU KM 18,18,ESTRADA,"ROD ACARA MOJU KM 18, ESTRADA, ACARA, PA, BRASIL",,,,
PA,ACARA,ESTRATEGIA DE SAUDE DA FAMILIA PANTANAL,TV SAO SEVERINO,10,CENTRO,"TV SAO SEVERINO, CENTRO, ACARA, PA, BRASIL",,,,
PA,ACARA,POSTO DE SAUDE DO SAO LOURENCO,SAO LOURENCO,56,BAIXO ACARA,"SAO LOURENCO, BAIXO ACARA, ACARA, PA, BRASIL",,,,
PA,ACARA,ESTRATEGIA DE SAUDE DA FAMILIA DA VILA SAO JOSE,VILA SAO JOSE,2,BAIXO ACARA,"VILA SAO JOSE, BAIXO ACARA, ACARA, PA, BRASIL",,,,
PA,ACARA,POSTO DE SAUDE SANTANA DO ACARA,SANTANA DO ACARA,201,BAIXO ACARA,"SANTANA DO ACARA, BAIXO ACARA, ACARA, PA, BRASIL",,,,
PA,ACARA,POSTO DE SAUDE DO LIVRAMENTO,COMUNIDADE DO LIVRAMENTO,4,ESTRADA,"COMUNIDADE DO LIVRAMENTO, ESTRADA, ACARA, PA, BRASIL",,,,
PA,ACARA,ESTRATEGIA DE SAUDE DA FAMILIA BAIAQUARA,IG BAIAQUARA,14,BAIXO ACARA,"IG BAIAQUARA, BAIXO ACARA, ACARA, PA, BRASIL",,,,
PA,ACARA,ESTRATEGIA DE SAUDE DA FAMILIA DA BOA VISTA,COMUNIDADE BOA VISTA,4,BAIXO ACARA,"COMUNIDADE BOA VISTA, BAIXO ACARA, ACARA, PA, BRASIL",,,,
PA,ACARA,POSTO DE SAUDE DO IPITINGA,IGARAPE IPITINGA,5,ALTO ACARA,"IGARAPE IPITINGA, ALTO ACARA, ACARA, PA, BRASIL",,,,
PA,AFUA,POSTO DE SAUDE JOAO ROCHA,LOCALIDADE RIO BAIAO,S/N,ZONA RURAL,"LOCALIDADE RIO BAIAO, ZONA RURAL, AFUA, PA, BRASIL",,,,
PA,AFUA,POSTO DE SAUDE DE SAO DAMIAO,LOCALIDADE DE SAO DAMIAO,S/N,ZONA RURAL,"LOCALIDADE DE SAO DAMIAO, ZONA RURAL, AFUA, PA, BRASIL",,,,
PA,AFUA,POSTO DE SAUDE MANIVA,RIO MANIVA,S/N,ZONA RURAL,"RIO MANIVA, ZONA RURAL, AFUA, PA, BRASIL",,,,
PA,AFUA,POSTO DE SAUDE JURUPARY,LOCALIDADE DE JURUPARY,S/N,ZONA RURAL,"LOCALIDADE DE JURUPARY, ZONA RURAL, AFUA, PA, BRASIL",,,,
PA,AFUA,POSTO DE SAUDE SERRARIA PEQUENA,SERRARIA PEQUENA,S/N,ZONA RURAL,"SERRARIA PEQUENA, ZONA RURAL, AFUA, PA, BRASIL",,,,
PA,AFUA,POSTO DE SAUDE FURO DA CIDADE,FURO DA CIDADE,S/N,ZONA RURAL,"FURO DA CIDADE, ZONA RURAL, AFUA, PA, BRASIL",,,,
PA,AFUA,POSTO DE SAUDE RIO VIEIRINHA,RIO VIEIRINHA,S/N,ZONA RURAL,"RIO VIEIRINHA, ZONA RURAL, AFUA, PA, BRASIL",,,,
PA,AFUA,UNIDADE DE SAUDE DA FAMILIA DO CAPIM MARINHO,RUA MARCIONILO DE OLIVEIRA,100,CAPIM MARINHO,"RUA MARCIONILO DE OLIVEIRA, CAPIM MARINHO, AFUA, PA, BRASIL",,,,
PA,AFUA,UNIDADE MISTA DE AFUA,AV 10 DE NOVEMBRO,131,CENTRO,"AV 10 DE NOVEMBRO, CENTRO, AFUA, PA, BRASIL",,,,
PA,AFUA,POSTO DE SAUDE DO GUAJARA,RIO GUAJARA,S/N,ZONA RURAL,"RIO GUAJARA, ZONA RURAL, AFUA, PA, BRASIL",,,,
PA,AFUA,POSTO DE SAUDE DE JUPATY,LOCALIDADE DE JUPATY,S/N,ZONA RURAL,"LOCALIDADE DE JUPATY, ZONA RURAL, AFUA, PA, BRASIL",,,,
PA,AFUA,UNIDADE DE SAUDE DA FAMILIA DO CENTRO,AVENIDA BEIRA MAR,15,CENTRO,"AVENIDA BEIRA MAR, CENTRO, AFUA, PA, BRASIL",,,,
PA,AFUA,POSTO DE SAO CAMILO,ILHA DO PARA,S/N,ZONA RURAL,"ILHA DO PARA, ZONA RURAL, AFUA, PA, BRASIL",,,,
PA,AFUA,POSTO DE SAUDE DE ARARAMA,RIO ARARNA,S/N,ZONA RURAL,"RIO ARARNA, ZONA RURAL, AFUA, PA, BRASIL",,,,
PA,AGUA AZUL DO NORTE,POSTO DE SAUDE VELHA CANADA,AV PRINCIPAL,S/N,ZONA RURAL,"AV PRINCIPAL, ZONA RURAL, AGUA AZUL DO NORTE, PA, BRASIL",,,,
PA,AGUA AZUL DO NORTE,POSTO DE SAUDE DO PICADAO,VILA PICADAO,S/N,ZONA RURAL,"VILA PICADAO, ZONA RURAL, AGUA AZUL DO NORTE, PA, BRASIL",,,,
PA,AGUA AZUL DO NORTE,UNIDADE DE SAUDE DA FAMILIA III,RUA PRINCIPAL,S/N,ZONA RURAL,"RUA PRINCIPAL, ZONA RURAL, AGUA AZUL DO NORTE, PA, BRASIL",,,,
PA,AGUA AZUL DO NORTE,UNIDADE DE SAUDE DA FAMILIA I,AV LUIZ ANTONIO,S/N,CENTRO,"AV LUIZ ANTONIO, CENTRO, AGUA AZUL DO NORTE, PA, BRASIL",,,,
PA,AGUA AZUL DO NORTE,UNIDADE DE SAUDE DA FAMILIA II,NOVA CANADA,S/N,NOVA CANADA,"NOVA CANADA, NOVA CANADA, AGUA AZUL DO NORTE, PA, BRASIL",,,,
PA,AGUA AZUL DO NORTE,UNIDADE SAUDE DA FAMILIA V SETOR BELA VISTA,RUA PAULO CARIOCA,S/N,BELA VISTA,"RUA PAULO CARIOCA, BELA VISTA, AGUA AZUL DO NORTE, PA, BRASIL",,,,
PA,AGUA AZUL DO NORTE,UNIDADE SAUDE DA FAMILIA IV PARAGUACU,VILA PARAGUACU,S/N,ZONA RURAL,"VILA PARAGUACU, ZONA RURAL, AGUA AZUL DO NORTE, PA, BRASIL",,,,
PA,AGUA AZUL DO NORTE,POSTO DE SAUDE VITORIA DA UNIAO,RUA PRINCIPAL,S/N,ZONA RURAL,"RUA PRINCIPAL, ZONA RURAL, AGUA AZUL DO NORTE, PA, BRASIL",,,,
PA,ALENQUER,CENTRO MUNICIPAL DE SAUDE DE ALENQUER,RUA JOSE LEITE DE MELO,975,PLANALTO,"RUA JOSE LEITE DE MELO, PLANALTO, ALENQUER, PA, BRASIL",,,,
PA,ALENQUER,CASA DA CRIANCA MENINO JESUS,RUA JOSE LEITE DE MELO,975,PLANALTO,"RUA JOSE LEITE DE MELO, PLANALTO, ALENQUER, PA, BRASIL",,,,
PA,ALENQUER,UNIDADE DE SAUDE DA FAMILIA PLANALTO,RUA COLOMBIANO MARVAO,S/N,PLANALTO,"RUA COLOMBIANO MARVAO, PLANALTO, ALENQUER, PA, BRASIL",,,,
PA,ALENQUER,POSTO DE SAUDE SANTO ANTONIO DA GERTRUDES,COMUNIDADE SANTO ANTONIO DA GERTRUDES,S/N,ZONA RURAL,"COMUNIDADE SANTO ANTONIO DA GERTRUDES, ZONA RURAL, ALENQUER, PA, BRASIL",,,,
PA,ALENQUER,POSTO DE SAUDE AUGUSTA MARIA DE SOUZA BULANDEIRA,COMUNIDADE BULANDEIRA,S/N,ZONA RURAL,"COMUNIDADE BULANDEIRA, ZONA RURAL, ALENQUER, PA, BRASIL",,,,
PA,ALENQUER,UNIDADE DE SAUDE DA FAMILIA MARIA HELENA COUTINHO,RUA TEODOSIO CONSTANTINO BATISTA,S/N,SAO FRANCISCO,"RUA TEODOSIO CONSTANTINO BATISTA, SAO FRANCISCO, ALENQUER, PA, BRASIL",,,,
PA,ALENQUER,POSTO DE SAUDE DE CAMBURAO,COLONIA CAMBURAO,S/N,CAMBURAO,"COLONIA CAMBURAO, CAMBURAO, ALENQUER, PA, BRASIL",,,,
PA,ALENQUER,POSTO DE SAUDE CURICACA,LOCALIDADE CURICACA,S/N,ZONA RURAL,"LOCALIDADE CURICACA, ZONA RURAL, ALENQUER, PA, BRASIL",,,,
PA,ALMEIRIM,CENTRO DE SAUDE DE ALMERIM,RUA 07 DE SETEMBRO,1370,CENTRO,"RUA 07 DE SETEMBRO, CENTRO, ALMEIRIM, PA, BRASIL",,,,
PA,ALMEIRIM,POSTO DE SAUDE DO BRACO,VILA BRACO,S/N,BRACO,"VILA BRACO, BRACO, ALMEIRIM, PA, BRASIL",,,,
PA,ALMEIRIM,POSTO DE SAUDE SARACURA,SARACURA,S/N,SARACURA,"SARACURA, SARACURA, ALMEIRIM, PA, BRASIL",,,,
PA,ALMEIRIM,POSTO DE SAUDE ARUMANDUBA,COMUNIDADE NOVA ARUMANDUBA,S/N,NOVA ARUMANDUBA,"COMUNIDADE NOVA ARUMANDUBA, NOVA ARUMANDUBA, ALMEIRIM, PA, BRASIL",,,,
PA,ALMEIRIM,CENTRO DE SAUDE DE MUNGUBA,VILA MUNGUBA,S/N,VILA MUNGUBA,"VILA MUNGUBA, VILA MUNGUBA, ALMEIRIM, PA, BRASIL",,,,
PA,ALMEIRIM,POSTO DE SAUDE MENINO DEUS,COMUNIDADE MENINO DEUS,S/N,MENINO DEUS,"COMUNIDADE MENINO DEUS, MENINO DEUS, ALMEIRIM, PA, BRASIL",,,,
PA,ALMEIRIM,POSTO DE SAUDE DE BARREIRAS,COMUNIDADE DE BARREIRAS,S/N,BARREIRAS,"COMUNIDADE DE BARREIRAS, BARREIRAS, ALMEIRIM, PA, BRASIL",,,,
PA,ALMEIRIM,UNIDADE DE SAUDE FAMILIA DE BURITIZAL,RUA ULISSES GUIMARAES,S/N,BURITIZAL,"RUA ULISSES GUIMARAES, BURITIZAL, ALMEIRIM, PA, BRASIL",,,,
PA,ALMEIRIM,CENTRO DE SAUDE SAO MIGUEL,RUA SOLIMOES,S/N,SAO MIGUEL,"RUA SOLIMOES, SAO MIGUEL, ALMEIRIM, PA, BRASIL",,,,
PA,ALMEIRIM,UNIDADE SAUDE DA FAMILIA NOVA VIDA,RUA PADRE AMANDIO PANTOJA,S/N,NOVA VIDA,"RUA PADRE AMANDIO PANTOJA, NOVA VIDA, ALMEIRIM, PA, BRASIL",,,,
PA,ALMEIRIM,UNIDADE DE SAUDE DA FAMILIA DE PLANALTO MONTE DOURADO,RUA GENELINA,S/N,PLANALTO,"RUA GENELINA, PLANALTO, ALMEIRIM, PA, BRASIL",,,,
PA,ALTAMIRA,POSTO DE SAUDE BABAQUARA,TRAVESSAO DO BABAQUARA KM 25,S/N,ZONA RURAL,"TRAVESSAO DO BABAQUARA KM 25, ZONA RURAL, ALTAMIRA, PA, BRASIL",,,,
PA,ALTAMIRA,U S F LARANJEIRA,ASSENTAMENTO URBANO COLETIVO DO LARANJAL,S/N,LARANJAL,"ASSENTAMENTO URBANO COLETIVO DO LARANJAL, LARANJAL, ALTAMIRA, PA, BRASIL",,,,
PA,ALTAMIRA,UNIDADE DE SAUDE BELA VISTA,AVENIDA CIRCULACAO PERIMENTRAL,S/N,BELA VISTA,"AVENIDA CIRCULACAO PERIMENTRAL, BELA VISTA, ALTAMIRA, PA, BRASIL",,,,
PA,ALTAMIRA,UNIDADE DE SAUDE DA FAMILIA SUDAM 1,RUA LUIZ XV,1670,SUDAM I,"RUA LUIZ XV, SUDAM I, ALTAMIRA, PA, BRASIL",,,,
PA,ALTAMIRA,UNIDADE DE SAUDE DA FAMILIA PREMEM,RUA GURUPA,3409,PREMEM,"RUA GURUPA, PREMEM, ALTAMIRA, PA, BRASIL",,,,
PA,ALTAMIRA,UNIDADE DE SAUDE DA FAMILIA MUTIRAO,RUA 06 BOM JESUS,S/N,MUTIRAO,"RUA 06 BOM JESUS, MUTIRAO, ALTAMIRA, PA, BRASIL",,,,
PA,ALTAMIRA,UNIDADE DE SAUDE DA FAMILIA JARDIM INDEPENDENTE II,ACESSO 4,3980,JARDIM INDEP II,"ACESSO 4, JARDIM INDEP II, ALTAMIRA, PA, BRASIL",,,,
PA,ALTAMIRA,POSTO DE SAUDE VALE PIAUIENSE,KM 23 ALTAMIRAITAITUBA,S/N,ZONA RURAL,"KM 23 ALTAMIRAITAITUBA, ZONA RURAL, ALTAMIRA, PA, BRASIL",,,,
PA,ALTAMIRA,POSTO DE SAUDE PADRE EURICO KRAUTLLER,KM 20 RODOVIA ERNESTO OCIOLI,S/N,ZONA RURAL,"KM 20 RODOVIA ERNESTO OCIOLI, ZONA RURAL, ALTAMIRA, PA, BRASIL",,,,
PA,ALTAMIRA,POSTO DE SAUDE PRINCESA DO XINGU,AGROVILA PRINCESA DO XINGU,S/N,ZONA RURAL,"AGROVILA PRINCESA DO XINGU, ZONA RURAL, ALTAMIRA, PA, BRASIL",,,,
PA,ALTAMIRA,POSTO DE SAUDE RAMAL DA FLORESTA,RMAL DA FLORES,S/N,ZONA RURAL,"RMAL DA FLORES, ZONA RURAL, ALTAMIRA, PA, BRASIL",,,,
PA,ALTAMIRA,CENTRO DE SAUDE ILVANIR DENARDIN,RUA CORONEL JOSE PORFIRIO,S/N,CENTRO,"RUA CORONEL JOSE PORFIRIO, CENTRO, ALTAMIRA, PA, BRASIL",-3.2111572,-52.2111398,"Rua Coronel José Porfírio, Centro, Altamira, Região Geográfica Imediata de Altamira, Região Geográfica Intermediária de Altamira, Pará, Região Norte, 68375-000, Brasil","3 12m 40.1659s S, 52 12m 40.1033s W"
PA,ALTAMIRA,POSTO DE SAUDE ESPERANCA IV,DISTRITO DE CASTELO DOS SONHOS,S/N,ZONA RURAL,"DISTRITO DE CASTELO DOS SONHOS, ZONA RURAL, ALTAMIRA, PA, BRASIL",,,,
